ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
ANF,Abercrombie & Fitch Co.,United States,Consumer Cyclical,Apparel Retail,61,101.86,0.095,0.79,1.89,0.019,0.12,274.25,74.17,80.46,89.87,31.1,HOLD - Stable but flat
HALO,"Halozyme Therapeutics, Inc.",United States,Healthcare,Biotechnology,61,111.55,0.167,0.929,3.05,0.027,0.47,190.66,84.45,103.58,124.04,30.6,HOLD - Modest potential
PPBI,"Pacific Premier Bancorp, Inc.",United States,Financial Services,Banks - Regional,60,120.66,0.113,0.734,2.33,0.019,0.12,118.75,72.45,88.54,100.73,30.24,HOLD - Modest potential
ACGL,Arch Capital Group Ltd.,Bermuda,Financial Services,Insurance - Diversified,61,102.36,0.029,0.489,0.72,0.007,0.07,270.07,45.29,50.03,51.82,30.05,HOLD - Stable but flat
TRIP,"Tripadvisor, Inc.",United States,Consumer Cyclical,Travel Services,61,98.91,0.095,0.78,1.9,0.019,0.3,301.56,77.47,77.11,86.13,29.69,HOLD - Modest potential
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,61,110.75,-0.094,0.848,1.8,0.016,0.17,198.67,57.14,93.88,83.04,29.67,HOLD - Good fundamentals
INCY,Incyte Corporation,United States,Healthcare,Biotechnology,61,142.45,0.218,0.845,4.17,0.029,0.2,28.89,76.43,120.4,150.29,29.05,HOLD - Modest potential
GFS,GLOBALFOUNDRIES Inc.,United States,Technology,Semiconductors,61,97.57,-0.058,0.704,1.22,0.012,0.07,311.69,51.2,68.65,63.72,28.76,HOLD - Good fundamentals
SMTC,Semtech Corporation,United States,Technology,Semiconductors,61,126.53,0.133,0.73,2.74,0.022,0.07,80.98,71.06,92.34,107.16,28.63,HOLD - Modest potential
MDB,"MongoDB, Inc.",United States,Technology,Software - Infrastructure,61,127.9,0.132,0.719,2.74,0.021,0.33,73.85,76.11,92.0,106.64,28.54,HOLD - Modest potential
HQY,"HealthEquity, Inc.",United States,Healthcare,Health Information Services,61,122.97,-0.092,0.749,1.87,0.015,0.0,101.59,50.94,92.05,81.68,28.51,HOLD - Good fundamentals
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,61,128.62,0.124,0.696,2.62,0.02,0.1,71.38,70.85,89.54,103.01,28.45,HOLD - Modest potential
FSLR,"First Solar, Inc.",United States,Technology,Solar,61,122.22,0.098,0.647,2.15,0.018,0.32,106.43,73.97,79.02,88.54,28.08,HOLD - Modest potential
CLSK,"CleanSpark, Inc.",United States,Financial Services,Capital Markets,61,121.29,0.094,0.636,2.07,0.017,0.37,114.25,74.71,77.17,86.06,28.02,HOLD - Modest potential
MHO,"M/I Homes, Inc.",United States,Consumer Cyclical,Residential Construction,61,136.69,0.241,0.873,4.53,0.033,0.22,44.08,77.2,119.29,151.39,27.35,HOLD - Good fundamentals
AMBA,"Ambarella, Inc.",United States,Technology,Semiconductor Equipment & Materials,61,152.61,0.346,0.946,6.25,0.041,0.23,14.74,78.96,144.45,194.87,26.87,SPECULATIVE BUY - Recovery candidate
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,61,82.36,0.053,0.652,1.15,0.014,0.07,441.2,69.49,53.7,57.23,26.57,HOLD - Good fundamentals
TEAM,Atlassian Corporation,Australia,Technology,Software - Application,61,95.0,-0.033,0.521,0.79,0.008,0.03,336.84,45.45,49.45,47.44,26.44,HOLD - Good fundamentals
DASH,"DoorDash, Inc.",United States,Consumer Cyclical,Internet Retail,61,123.62,-0.099,0.735,2.04,0.016,0.1,97.03,52.41,90.87,79.84,26.3,HOLD - Good fundamentals
ESTC,Elastic N.V.,Netherlands,Technology,Software - Application,61,119.36,0.056,0.492,1.4,0.012,0.07,129.0,44.92,58.7,62.76,26.17,HOLD - Good fundamentals
RMBS,Rambus Inc.,United States,Technology,Semiconductors,61,153.6,0.3,0.861,5.69,0.037,0.18,13.62,75.78,132.2,174.17,26.03,HOLD - Good fundamentals
MARA,"MARA Holdings, Inc.",United States,Financial Services,Capital Markets,61,91.6,0.042,0.533,1.01,0.011,0.28,365.13,70.55,48.79,51.33,25.57,HOLD - Good fundamentals
MTZ,"MasTec, Inc.",United States,Industrials,Engineering & Construction,61,116.71,-0.053,0.519,1.3,0.011,0.13,150.64,47.11,60.55,56.54,24.55,WATCH - Monitor for opportunity
SFIX,"Stitch Fix, Inc.",United States,Consumer Cyclical,Apparel Retail,61,128.48,0.224,0.816,4.36,0.034,0.23,73.34,75.77,104.9,131.49,24.55,WATCH - Monitor for opportunity
WDAY,"Workday, Inc.",United States,Technology,Software - Application,61,102.0,-0.05,0.561,1.19,0.012,0.0,272.38,45.66,57.18,53.6,24.53,WATCH - Monitor for opportunity
APTV,Aptiv PLC,Switzerland,Consumer Cyclical,Auto Parts,61,96.9,0.125,0.765,2.53,0.026,0.27,320.23,75.68,74.15,85.42,24.23,WATCH - Monitor for opportunity
LITE,Lumentum Holdings Inc.,United States,Technology,Communication Equipment,61,137.77,0.162,0.664,3.5,0.025,0.17,41.28,70.7,91.42,108.96,24.23,WATCH - Monitor for opportunity
CRM,"Salesforce, Inc.",United States,Technology,Software - Application,61,76.65,-0.023,0.506,0.57,0.007,0.03,501.23,45.11,38.79,37.67,24.02,WATCH - Monitor for opportunity
UHAL,U-Haul Holding Company,United States,Industrials,Rental & Leasing Services,61,76.75,-0.054,0.712,1.13,0.015,0.13,499.23,52.55,54.64,50.96,23.89,WATCH - Monitor for opportunity
LSCC,Lattice Semiconductor Corporation,United States,Technology,Semiconductors,61,128.84,0.309,0.913,5.69,0.044,0.33,73.3,79.64,117.64,155.76,23.29,WATCH - Monitor for opportunity
ITRI,"Itron, Inc.",United States,Technology,Scientific & Technical Instruments,61,127.81,-0.114,0.709,2.38,0.019,0.08,74.62,51.08,90.61,78.08,23.13,WATCH - Monitor for opportunity
GTLB,GitLab Inc.,United States,Technology,Software - Infrastructure,61,139.47,-0.044,0.394,1.25,0.009,0.0,37.03,40.92,54.9,51.87,23.08,WATCH - Monitor for opportunity
RIOT,"Riot Platforms, Inc.",United States,Financial Services,Capital Markets,61,132.2,0.25,0.807,4.91,0.037,0.2,57.75,74.48,106.62,136.23,23.05,WATCH - Monitor for opportunity
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,61,103.95,0.039,0.43,1.05,0.01,0.3,254.36,47.91,44.74,46.92,22.92,WATCH - Monitor for opportunity
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,61,109.78,0.14,0.696,2.95,0.027,0.08,206.28,69.85,76.37,89.18,22.59,WATCH - Monitor for opportunity
XYZ,"Block, Inc.",United States,Technology,Software - Infrastructure,61,107.73,0.127,0.675,2.72,0.025,0.2,222.21,71.72,72.69,83.86,22.53,WATCH - Monitor for opportunity
PLNT,"Planet Fitness, Inc.",United States,Consumer Cyclical,Leisure,61,87.06,-0.101,0.853,1.92,0.022,0.08,402.16,55.05,74.24,65.1,22.3,WATCH - Monitor for opportunity
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,61,65.61,0.114,0.918,2.1,0.032,0.22,612.0,78.68,60.26,68.64,22.14,WATCH - Monitor for opportunity
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,61,107.14,-0.1,0.712,2.09,0.02,0.23,228.46,54.09,76.33,66.96,21.67,WATCH - Monitor for opportunity
MXL,"MaxLinear, Inc.",United States,Technology,Semiconductors,61,126.14,0.242,0.78,4.81,0.038,0.03,84.9,70.26,98.45,125.02,21.5,WATCH - Monitor for opportunity
AXTA,Axalta Coating Systems Ltd.,United States,Basic Materials,Specialty Chemicals,61,76.9,-0.057,0.669,1.23,0.016,0.18,497.69,52.14,51.45,47.81,21.44,WATCH - Monitor for opportunity
DT,"Dynatrace, Inc.",United States,Technology,Software - Application,61,118.18,-0.131,0.779,2.62,0.022,0.07,139.43,52.49,92.05,77.48,21.42,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,61,127.54,-0.136,0.748,2.77,0.022,0.0,75.34,50.28,95.46,79.84,21.19,WATCH - Monitor for opportunity
BSX,Boston Scientific Corporation,United States,Healthcare,Medical Devices,61,78.69,-0.064,0.69,1.36,0.017,0.22,479.31,53.29,54.26,49.95,21.17,WATCH - Monitor for opportunity
MHK,"Mohawk Industries, Inc.",United States,Consumer Cyclical,"Furnishings, Fixtures & Appliances",61,117.49,0.086,0.508,2.13,0.018,0.03,143.62,64.08,59.64,65.96,21.09,WATCH - Monitor for opportunity
EW,Edwards Lifesciences Corporation,United States,Healthcare,Medical Devices,61,112.05,-0.127,0.781,2.52,0.023,0.05,188.03,52.18,87.52,74.11,21.03,WATCH - Monitor for opportunity
VICR,Vicor Corporation,United States,Technology,Electronic Components,61,136.06,0.119,0.521,2.89,0.021,0.1,45.54,65.52,70.95,81.17,20.86,WATCH - Monitor for opportunity
NUS,"Nu Skin Enterprises, Inc.",United States,Consumer Defensive,Household & Personal Products,61,116.51,0.214,0.763,4.31,0.037,0.23,148.79,73.85,88.87,110.6,20.82,WATCH - Monitor for opportunity
REGN,"Regeneron Pharmaceuticals, Inc.",United States,Healthcare,Biotechnology,61,63.01,0.056,0.677,1.2,0.019,0.15,638.66,71.4,42.67,45.65,20.71,WATCH - Monitor for opportunity
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,61,105.81,0.181,0.754,3.68,0.035,0.1,237.8,71.14,79.77,96.7,20.68,WATCH - Monitor for opportunity
ACLS,"Axcelis Technologies, Inc.",United States,Technology,Semiconductor Equipment & Materials,61,108.66,0.243,0.846,4.66,0.043,0.35,215.49,78.08,91.88,116.82,20.65,WATCH - Monitor for opportunity
BRK-B,Berkshire Hathaway Inc.,United States,Financial Services,Insurance - Diversified,43,103.65,-0.025,0.333,0.63,0.006,0.02,255.02,39.85,34.49,33.43,20.48,WATCH - Monitor for opportunity
SOLV,Solventum Corporation,United States,Healthcare,Medical Instruments & Supplies,61,80.63,-0.104,0.861,1.97,0.024,0.2,459.92,57.4,69.44,60.64,20.44,WATCH - Monitor for opportunity
TTWO,"Take-Two Interactive Software, Inc.",United States,Communication Services,Electronic Gaming & Multimedia,61,98.2,-0.038,0.435,1.01,0.01,0.13,306.0,44.68,42.69,40.68,20.26,WATCH - Monitor for opportunity
CWST,"Casella Waste Systems, Inc.",United States,Industrials,Waste Management,61,107.9,-0.153,0.882,2.86,0.027,0.15,222.54,56.81,95.18,77.86,20.17,WATCH - Monitor for opportunity
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,61,102.4,0.241,0.864,4.57,0.045,0.18,269.57,75.12,88.47,112.32,20.16,WATCH - Monitor for opportunity
AGNC,AGNC Investment Corp.,United States,Real Estate,REIT - Mortgage,61,51.3,0.072,0.853,1.37,0.027,0.22,754.95,77.26,43.78,47.67,20.11,WATCH - Monitor for opportunity
DQ,Daqo New Energy Corp.,China,Technology,Semiconductor Equipment & Materials,61,117.18,0.323,0.895,6.01,0.051,0.27,147.79,77.06,104.89,139.94,19.96,AVOID - Poor risk-adjusted score
U,Unity Software Inc.,United States,Technology,Software - Application,61,131.02,0.296,0.788,5.87,0.045,0.1,64.08,71.17,103.28,135.76,19.77,AVOID - Poor risk-adjusted score
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,61,116.94,-0.064,0.481,1.64,0.014,0.13,148.92,45.71,56.28,51.78,19.65,AVOID - Poor risk-adjusted score
CVNA,Carvana Co.,United States,Consumer Cyclical,Auto & Truck Dealerships,61,123.42,-0.105,0.612,2.35,0.019,0.1,99.72,48.44,75.49,65.84,19.62,AVOID - Poor risk-adjusted score
AR,Antero Resources Corporation,United States,Energy,Oil & Gas E&P,61,94.74,-0.097,0.703,2.04,0.022,0.03,339.0,49.6,66.61,58.67,19.28,AVOID - Poor risk-adjusted score
AMZN,"Amazon.com, Inc.",United States,Consumer Cyclical,Internet Retail,61,96.76,0.062,0.477,1.59,0.016,0.13,320.57,45.34,46.16,49.74,19.2,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,61,107.9,-0.089,0.596,2.02,0.019,0.07,223.3,47.34,64.32,57.3,18.96,AVOID - Poor risk-adjusted score
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,61,134.42,-0.049,0.365,1.44,0.011,0.03,49.92,40.54,49.02,46.01,18.87,AVOID - Poor risk-adjusted score
CDNS,"Cadence Design Systems, Inc.",United States,Technology,Software - Application,61,115.57,0.063,0.413,1.73,0.015,0.25,157.64,45.89,47.69,51.42,18.87,AVOID - Poor risk-adjusted score
ARRY,"Array Technologies, Inc.",United States,Technology,Solar,61,98.31,0.206,0.787,4.08,0.041,0.13,308.02,72.13,77.38,95.68,18.84,AVOID - Poor risk-adjusted score
SMFG,"Sumitomo Mitsui Financial Group, Inc.",Japan,Financial Services,Banks - Diversified,61,75.08,0.109,0.715,2.26,0.03,0.07,519.43,69.78,53.71,60.82,18.66,AVOID - Poor risk-adjusted score
ARWR,"Arrowhead Pharmaceuticals, Inc.",United States,Healthcare,Biotechnology,61,106.75,0.22,0.758,4.45,0.042,0.33,230.33,75.25,80.96,101.25,18.56,AVOID - Poor risk-adjusted score
CRSP,CRISPR Therapeutics AG,Switzerland,Healthcare,Biotechnology,61,114.02,0.077,0.445,2.02,0.018,0.17,171.64,44.91,50.75,55.55,18.38,AVOID - Poor risk-adjusted score
GOOG,Alphabet Inc.,United States,Communication Services,Internet Content & Information,61,98.11,0.274,0.879,5.14,0.052,0.45,306.84,80.13,86.24,111.88,18.21,AVOID - Poor risk-adjusted score
PPC,Pilgrim's Pride Corporation,United States,Consumer Defensive,Packaged Foods,61,78.3,-0.059,0.587,1.36,0.017,0.15,482.25,48.89,45.99,42.62,18.07,AVOID - Poor risk-adjusted score
S,"SentinelOne, Inc.",United States,Technology,Software - Infrastructure,61,121.97,-0.018,0.248,0.65,0.005,0.03,107.67,37.56,30.21,29.52,17.9,AVOID - Poor risk-adjusted score
FOXF,Fox Factory Holding Corp.,United States,Consumer Cyclical,Auto Parts,61,81.9,0.198,0.842,3.8,0.046,0.32,448.13,76.95,68.95,84.76,17.65,AVOID - Poor risk-adjusted score
PLUG,Plug Power Inc.,United States,Industrials,Electrical Equipment & Parts,61,97.2,0.251,0.831,4.86,0.05,0.22,315.0,74.27,80.78,103.29,17.63,AVOID - Poor risk-adjusted score
ALRM,"Alarm.com Holdings, Inc.",United States,Technology,Software - Application,61,93.71,0.028,0.338,0.86,0.009,0.03,347.1,39.89,31.7,32.82,17.63,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,61,121.58,0.305,0.778,6.09,0.05,0.37,119.36,75.65,94.53,124.92,17.61,AVOID - Poor risk-adjusted score
BLD,TopBuild Corp.,United States,Industrials,Engineering & Construction,61,110.65,0.192,0.667,4.13,0.037,0.0,197.03,66.26,73.75,90.18,17.57,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,61,78.43,0.143,0.746,2.92,0.037,0.12,485.64,71.0,58.53,68.6,17.49,AVOID - Poor risk-adjusted score
SOFI,"SoFi Technologies, Inc.",United States,Financial Services,Credit Services,61,124.54,0.031,0.274,1.04,0.008,0.05,90.59,38.39,34.13,35.45,17.4,AVOID - Poor risk-adjusted score
COO,"The Cooper Companies, Inc.",United States,Healthcare,Medical Instruments & Supplies,61,65.35,-0.029,0.478,0.74,0.011,0.02,616.43,43.53,31.23,30.1,17.28,AVOID - Poor risk-adjusted score
DUOL,"Duolingo, Inc.",United States,Technology,Software - Application,61,145.93,-0.231,0.86,4.38,0.03,0.27,24.39,58.13,125.5,92.87,17.27,REDUCE - Weakening position
BE,Bloom Energy Corporation,United States,Industrials,Electrical Equipment & Parts,61,135.56,0.27,0.669,5.8,0.043,0.27,48.51,71.12,90.69,117.34,17.25,AVOID - Poor risk-adjusted score
RUN,Sunrun Inc.,United States,Technology,Solar,61,84.13,0.266,0.93,4.86,0.058,0.17,427.82,75.45,78.23,101.01,17.23,AVOID - Poor risk-adjusted score
MODG,Topgolf Callaway Brands Corp.,United States,Consumer Cyclical,Leisure,61,80.58,0.171,0.78,3.41,0.042,0.3,461.93,75.18,62.87,75.55,17.14,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,61,71.01,0.181,0.874,3.42,0.048,0.08,562.52,73.09,62.1,75.29,17.05,AVOID - Poor risk-adjusted score
UTHR,United Therapeutics Corporation,United States,Healthcare,Drug Manufacturers - Specialty & Generic,61,122.14,0.233,0.665,5.03,0.041,0.12,113.97,68.17,81.21,102.49,17.01,AVOID - Poor risk-adjusted score
TDOC,"Teladoc Health, Inc.",United States,Healthcare,Health Information Services,61,117.36,0.09,0.441,2.39,0.02,0.08,143.02,42.87,51.81,57.55,16.97,AVOID - Poor risk-adjusted score
NLY,"Annaly Capital Management, Inc.",United States,Real Estate,REIT - Mortgage,61,43.3,0.053,0.759,1.07,0.025,0.17,823.66,73.65,32.88,35.04,16.96,AVOID - Poor risk-adjusted score
GOOGL,Alphabet Inc.,United States,Communication Services,Internet Content & Information,61,94.51,0.278,0.865,5.27,0.056,0.43,338.39,79.03,81.73,106.32,16.95,AVOID - Poor risk-adjusted score
NICE,NICE Ltd.,Israel,Technology,Software - Application,61,96.24,-0.142,0.805,2.8,0.029,0.08,324.62,52.92,77.51,64.26,16.93,AVOID - Poor risk-adjusted score
SEDG,"SolarEdge Technologies, Inc.",Israel,Technology,Solar,61,90.38,0.135,0.636,2.98,0.033,0.17,374.03,69.13,57.53,66.88,16.81,AVOID - Poor risk-adjusted score
UPWK,Upwork Inc.,United States,Communication Services,Internet Content & Information,61,129.99,0.162,0.526,3.93,0.03,0.03,66.54,63.41,68.32,81.43,16.53,AVOID - Poor risk-adjusted score
AMG,"Affiliated Managers Group, Inc.",United States,Financial Services,Asset Management,61,109.7,0.074,0.416,2.02,0.018,0.32,205.75,46.97,45.63,49.8,16.5,AVOID - Poor risk-adjusted score
LI,Li Auto Inc.,China,Consumer Cyclical,Auto Manufacturers,61,98.13,-0.159,0.837,3.06,0.031,0.17,307.59,55.34,82.18,66.66,16.43,AVOID - Poor risk-adjusted score
EPAM,"EPAM Systems, Inc.",United States,Technology,Information Technology Services,61,117.32,-0.011,0.202,0.42,0.004,0.0,145.52,35.69,23.66,23.34,16.39,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,61,103.03,0.302,0.825,5.85,0.057,0.07,264.67,70.4,84.98,112.09,16.36,AVOID - Poor risk-adjusted score
HSIC,"Henry Schein, Inc.",United States,Healthcare,Medical Distribution,61,65.37,-0.056,0.608,1.26,0.019,0.05,617.25,47.3,39.72,36.97,16.35,AVOID - Poor risk-adjusted score
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,61,146.66,0.285,0.623,6.35,0.043,0.2,22.7,68.37,91.41,119.38,16.24,AVOID - Poor risk-adjusted score
BNTX,BioNTech SE,Germany,Healthcare,Biotechnology,61,121.22,-0.096,0.509,2.36,0.02,0.02,114.52,43.66,61.74,54.48,16.19,AVOID - Poor risk-adjusted score
USFD,US Foods Holding Corp.,United States,Consumer Defensive,Food Distribution,61,89.16,-0.138,0.799,2.72,0.03,0.08,383.69,52.6,71.27,59.43,15.98,AVOID - Poor risk-adjusted score
ANET,Arista Networks Inc,United States,Technology,Computer Hardware,61,114.88,0.339,0.793,6.7,0.058,0.33,161.3,74.64,91.15,122.58,15.92,AVOID - Poor risk-adjusted score
KEX,Kirby Corporation,United States,Industrials,Marine Shipping,61,97.69,-0.15,0.788,2.98,0.03,0.03,311.7,51.25,76.95,63.15,15.87,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,61,149.9,0.447,0.756,9.06,0.06,0.3,19.56,72.65,113.37,159.12,15.82,AVOID - Poor risk-adjusted score
TTD,"The Trade Desk, Inc.",United States,Communication Services,Advertising Agencies,61,120.78,-0.099,0.513,2.44,0.02,0.22,119.66,47.7,61.96,54.42,15.81,AVOID - Poor risk-adjusted score
TMDX,"TransMedics Group, Inc.",United States,Healthcare,Medical Devices,61,98.6,-0.111,0.636,2.44,0.025,0.18,301.56,50.27,62.72,54.26,15.76,AVOID - Poor risk-adjusted score
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,61,86.4,-0.048,0.439,1.27,0.015,0.15,406.41,44.71,37.97,35.71,15.72,AVOID - Poor risk-adjusted score
CELH,"Celsius Holdings, Inc.",United States,Consumer Defensive,Beverages - Non-Alcoholic,61,148.21,0.108,0.38,3.07,0.021,0.1,19.16,41.34,56.37,63.78,15.67,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,61,97.53,0.11,0.52,2.69,0.028,0.27,312.8,68.19,50.76,57.57,15.61,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Ireland,Consumer Cyclical,Internet Retail,61,73.57,0.232,0.893,4.33,0.059,0.13,536.23,73.58,65.7,82.87,15.56,AVOID - Poor risk-adjusted score
NTCT,"NetScout Systems, Inc.",United States,Technology,Software - Infrastructure,61,120.96,0.066,0.352,1.97,0.016,0.07,117.18,40.26,42.57,46.07,15.52,AVOID - Poor risk-adjusted score
PLTR,Palantir Technologies Inc.,United States,Technology,Software - Infrastructure,61,136.26,-0.091,0.438,2.42,0.018,0.08,45.07,43.02,59.65,52.98,15.49,AVOID - Poor risk-adjusted score
DXC,DXC Technology Company,United States,Technology,Information Technology Services,61,78.23,-0.101,0.702,2.11,0.027,0.03,482.8,49.01,54.89,48.13,15.45,AVOID - Poor risk-adjusted score
CLF,Cleveland-Cliffs Inc.,United States,Basic Materials,Steel,61,59.93,0.143,0.82,2.78,0.046,0.48,669.49,79.64,49.16,57.58,15.24,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,61,126.27,-0.218,0.831,4.21,0.033,0.03,82.95,52.26,104.94,78.86,15.13,REDUCE - Weakening position
CAVA,"CAVA Group, Inc.",United States,Consumer Cyclical,Restaurants,61,115.96,-0.141,0.643,3.11,0.027,0.1,157.25,48.6,74.52,61.88,15.07,AVOID - Poor risk-adjusted score
NFLX,"Netflix, Inc.",United States,Communication Services,Entertainment,61,95.88,-0.115,0.642,2.53,0.026,0.03,328.16,47.29,61.56,52.95,15.02,AVOID - Poor risk-adjusted score
NOV,NOV Inc.,United States,Energy,Oil & Gas Equipment & Services,61,89.17,0.141,0.603,3.19,0.036,0.17,384.16,67.83,53.73,62.8,14.99,AVOID - Poor risk-adjusted score
GTM,ZoomInfo Technologies Inc.,United States,Technology,Software - Application,61,75.03,0.057,0.458,1.47,0.02,0.15,520.13,44.77,34.35,36.76,14.87,AVOID - Poor risk-adjusted score
ALGN,"Align Technology, Inc.",United States,Healthcare,Medical Instruments & Supplies,61,74.37,0.083,0.541,1.99,0.027,0.03,526.93,64.23,40.25,44.36,14.86,AVOID - Poor risk-adjusted score
OMCL,"Omnicell, Inc.",United States,Healthcare,Health Information Services,61,120.88,-0.06,0.364,1.75,0.014,0.07,117.69,40.8,43.97,40.7,14.82,AVOID - Poor risk-adjusted score
