ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MDB,"MongoDB, Inc.",United States,Technology,Software - Infrastructure,38,128.85,0.226,0.783,2.81,0.022,0.41,73.87,79.41,100.86,126.69,33.29,BUY - High score acceptable risk
ELF,"e.l.f. Beauty, Inc.",United States,Consumer Defensive,Household & Personal Products,38,142.18,0.171,0.646,2.33,0.016,0.08,32.66,69.35,91.81,110.33,33.09,BUY - High score acceptable risk
IPGP,IPG Photonics Corporation,United States,Technology,Semiconductor Equipment & Materials,38,135.43,0.089,0.512,1.36,0.01,0.08,49.76,65.98,69.34,76.91,32.6,BUY - High score acceptable risk
TAL,TAL Education Group,China,Consumer Defensive,Education & Training Services,38,121.85,0.058,0.476,0.92,0.008,0.14,113.66,46.22,57.96,62.12,32.35,BUY - High score acceptable risk
SOUN,"SoundHound AI, Inc.",United States,Technology,Software - Application,38,141.55,0.166,0.628,2.3,0.016,0.11,34.03,69.37,88.84,106.29,32.23,BUY - High score acceptable risk
PCTY,Paylocity Holding Corporation,United States,Technology,Software - Application,38,119.86,-0.088,0.66,1.19,0.01,0.32,130.26,55.29,79.1,70.53,32.22,BUY - High score acceptable risk
MBLY,Mobileye Global Inc.,Israel,Consumer Cyclical,Auto Parts,38,129.02,0.045,0.414,0.77,0.006,0.08,71.37,43.46,53.46,56.45,31.96,HOLD - Stable but flat
SFIX,"Stitch Fix, Inc.",United States,Consumer Cyclical,Apparel Retail,38,130.95,0.263,0.799,3.23,0.025,0.3,66.26,77.45,104.63,134.8,31.89,HOLD - Modest potential
GRAB,Grab Holdings Limited,Singapore,Technology,Software - Application,38,111.9,0.12,0.652,1.63,0.015,0.05,199.42,69.19,72.98,83.6,31.81,HOLD - Modest potential
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,38,123.94,-0.065,0.546,0.97,0.008,0.24,97.61,50.47,67.71,62.24,31.62,HOLD - Stable but flat
TRIP,"Tripadvisor, Inc.",United States,Consumer Cyclical,Travel Services,38,99.81,0.118,0.7,1.54,0.015,0.19,306.45,73.24,69.86,79.84,31.42,HOLD - Modest potential
UPWK,Upwork Inc.,United States,Communication Services,Internet Content & Information,38,130.99,0.379,0.926,4.31,0.033,0.3,67.16,80.44,121.34,166.12,31.27,SPECULATIVE BUY - Recovery candidate
LSCC,Lattice Semiconductor Corporation,United States,Technology,Semiconductors,38,131.85,0.41,0.943,4.63,0.035,0.51,63.47,85.05,124.31,172.29,30.61,SPECULATIVE BUY - Recovery candidate
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,38,128.79,-0.033,0.389,0.59,0.005,0.08,72.76,42.84,50.12,48.04,30.3,HOLD - Stable but flat
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,38,110.86,0.269,0.877,3.15,0.028,0.16,209.18,76.7,97.19,125.72,30.27,HOLD - Modest potential
TRMB,Trimble Inc.,United States,Technology,Scientific & Technical Instruments,38,103.04,-0.083,0.674,1.1,0.011,0.19,276.58,52.92,69.4,62.34,29.64,HOLD - Good fundamentals
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,38,76.59,0.144,0.872,1.7,0.022,0.16,515.63,77.18,66.76,78.3,29.05,HOLD - Modest potential
ESTC,Elastic N.V.,Netherlands,Technology,Software - Application,38,119.77,0.103,0.54,1.54,0.013,0.03,132.53,65.46,64.69,72.86,28.68,HOLD - Modest potential
AZTA,"Azenta, Inc.",United States,Healthcare,Medical Instruments & Supplies,38,93.29,-0.05,0.563,0.73,0.008,0.0,365.32,46.09,52.48,49.22,28.42,HOLD - Good fundamentals
RIOT,"Riot Platforms, Inc.",United States,Financial Services,Capital Markets,38,134.17,0.384,0.856,4.55,0.034,0.19,54.34,76.08,114.91,157.69,28.4,SPECULATIVE BUY - Recovery candidate
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,38,106.13,-0.144,0.867,1.69,0.016,0.35,248.29,61.43,91.96,76.11,28.25,HOLD - Good fundamentals
TEAM,Atlassian Corporation,Australia,Technology,Software - Application,38,94.71,-0.057,0.579,0.81,0.009,0.05,351.37,47.58,54.79,50.95,28.08,HOLD - Good fundamentals
FLEX,Flex Ltd.,United States,Technology,Electronic Components,38,115.88,0.086,0.509,1.33,0.011,0.16,164.66,67.37,59.0,65.28,28.03,HOLD - Modest potential
GME,GameStop Corp.,United States,Consumer Cyclical,Specialty Retail,38,121.33,-0.088,0.584,1.27,0.01,0.16,117.26,49.73,70.9,63.21,27.9,HOLD - Good fundamentals
MXL,"MaxLinear, Inc.",United States,Technology,Semiconductors,38,129.36,0.073,0.436,1.21,0.009,0.03,70.16,42.69,56.42,61.49,27.86,HOLD - Good fundamentals
CIEN,Ciena Corporation,United States,Technology,Communication Equipment,38,160.05,0.175,0.522,2.65,0.017,0.08,8.0,65.62,83.49,100.63,27.57,HOLD - Good fundamentals
FCN,"FTI Consulting, Inc.",United States,Industrials,Consulting Services,38,90.57,0.017,0.389,0.31,0.003,0.14,387.58,44.02,35.2,35.96,27.55,HOLD - Good fundamentals
GFS,GLOBALFOUNDRIES Inc.,United States,Technology,Semiconductors,38,96.84,-0.051,0.532,0.76,0.008,0.03,331.13,45.72,51.55,48.3,27.39,HOLD - Good fundamentals
APTV,Aptiv PLC,Switzerland,Consumer Cyclical,Auto Parts,38,98.02,0.205,0.794,2.52,0.026,0.3,322.08,77.18,77.79,96.11,27.32,HOLD - Good fundamentals
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,38,66.73,0.12,0.857,1.42,0.021,0.41,617.32,81.68,57.16,65.47,27.07,HOLD - Good fundamentals
ISRG,"Intuitive Surgical, Inc.",United States,Healthcare,Medical Instruments & Supplies,38,99.18,-0.141,0.868,1.66,0.017,0.08,309.61,55.99,86.08,71.54,26.93,HOLD - Good fundamentals
MARA,"MARA Holdings, Inc.",United States,Financial Services,Capital Markets,38,91.93,0.065,0.531,0.97,0.011,0.24,375.97,69.74,48.82,52.72,26.75,HOLD - Good fundamentals
SOLV,Solventum Corporation,United States,Healthcare,Medical Instruments & Supplies,38,79.44,-0.06,0.66,0.82,0.01,0.14,486.45,51.48,52.43,48.5,26.71,HOLD - Good fundamentals
VEEV,Veeva Systems Inc.,United States,Healthcare,Health Information Services,38,128.99,-0.106,0.595,1.5,0.012,0.05,72.0,47.77,76.78,66.86,26.71,HOLD - Good fundamentals
CWST,"Casella Waste Systems, Inc.",United States,Industrials,Waste Management,38,106.03,-0.089,0.628,1.23,0.012,0.05,249.42,48.77,66.62,59.36,26.67,HOLD - Good fundamentals
DOCS,"Doximity, Inc.",United States,Healthcare,Health Information Services,38,140.62,0.095,0.436,1.57,0.011,0.08,36.66,43.58,61.28,68.39,26.61,HOLD - Good fundamentals
KEX,Kirby Corporation,United States,Industrials,Marine Shipping,38,95.75,-0.123,0.811,1.5,0.016,0.19,342.61,56.54,77.61,66.05,26.47,HOLD - Good fundamentals
U,Unity Software Inc.,United States,Technology,Software - Application,38,134.49,0.244,0.661,3.29,0.024,0.08,53.32,68.99,88.84,113.0,26.34,HOLD - Good fundamentals
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,38,126.32,0.091,0.462,1.47,0.012,0.41,85.05,50.82,58.42,64.94,26.34,HOLD - Good fundamentals
ALGN,"Align Technology, Inc.",United States,Healthcare,Medical Instruments & Supplies,38,74.89,0.141,0.808,1.72,0.023,0.08,534.68,73.56,60.5,70.75,26.0,HOLD - Good fundamentals
BRK-B,Berkshire Hathaway Inc.,United States,Financial Services,Insurance - Diversified,20,103.24,0.036,0.351,0.47,0.005,0.26,283.35,45.33,36.21,37.84,25.7,HOLD - Good fundamentals
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,38,108.61,-0.087,0.592,1.24,0.011,0.3,228.11,52.57,64.32,57.45,25.69,HOLD - Good fundamentals
XPO,"XPO, Inc.",United States,Industrials,Trucking,38,79.05,0.135,0.755,1.7,0.022,0.03,491.45,71.04,59.7,69.4,25.68,HOLD - Good fundamentals
DQ,Daqo New Energy Corp.,China,Technology,Semiconductor Equipment & Materials,38,120.12,0.43,0.899,4.97,0.041,0.35,133.89,79.87,108.01,150.74,25.25,SPECULATIVE BUY - Recovery candidate
NXT,Nextracker Inc.,United States,Technology,Solar,38,149.76,0.256,0.602,3.61,0.024,0.05,18.47,66.74,90.19,115.63,25.08,HOLD - Good fundamentals
ARWR,"Arrowhead Pharmaceuticals, Inc.",United States,Healthcare,Biotechnology,38,108.33,0.402,0.929,4.58,0.042,0.51,231.32,83.93,100.67,139.14,24.95,WATCH - Monitor for opportunity
OSCR,"Oscar Health, Inc.",United States,Healthcare,Healthcare Plans,38,111.35,0.166,0.616,2.32,0.021,0.03,205.45,66.94,68.59,82.06,24.71,WATCH - Monitor for opportunity
ALRM,"Alarm.com Holdings, Inc.",United States,Technology,Software - Application,38,94.04,0.055,0.462,0.89,0.009,0.03,356.47,43.44,43.4,46.36,24.58,WATCH - Monitor for opportunity
SMTC,Semtech Corporation,United States,Technology,Semiconductors,38,127.83,0.141,0.514,2.16,0.017,0.08,78.03,65.37,65.77,76.91,24.35,WATCH - Monitor for opportunity
CFLT,"Confluent, Inc.",United States,Technology,Software - Infrastructure,38,124.53,-0.03,0.319,0.59,0.005,0.14,93.45,41.81,39.78,38.28,24.13,WATCH - Monitor for opportunity
CLSK,"CleanSpark, Inc.",United States,Financial Services,Capital Markets,38,122.01,0.13,0.508,2.0,0.016,0.35,114.63,70.63,62.0,71.75,23.9,WATCH - Monitor for opportunity
PLNT,"Planet Fitness, Inc.",United States,Consumer Cyclical,Leisure,38,85.95,-0.117,0.791,1.45,0.017,0.08,423.97,53.66,67.97,58.28,23.83,WATCH - Monitor for opportunity
ACLS,"Axcelis Technologies, Inc.",United States,Technology,Semiconductor Equipment & Materials,38,111.13,0.218,0.665,2.93,0.026,0.32,206.68,73.81,73.93,92.28,23.49,WATCH - Monitor for opportunity
GOOG,Alphabet Inc.,United States,Communication Services,Internet Content & Information,38,101.61,0.148,0.605,2.09,0.021,0.3,289.11,72.05,61.51,72.42,23.45,WATCH - Monitor for opportunity
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,38,84.35,-0.092,0.693,1.22,0.014,0.11,438.82,51.49,58.41,51.79,23.36,WATCH - Monitor for opportunity
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,38,134.17,-0.104,0.511,1.6,0.012,0.08,53.66,45.77,68.59,59.85,23.03,WATCH - Monitor for opportunity
CPRI,Capri Holdings Limited,United Kingdom,Consumer Cyclical,Luxury Goods,38,51.18,0.085,0.824,1.03,0.02,0.3,772.58,78.66,42.17,46.59,22.97,WATCH - Monitor for opportunity
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,38,104.97,0.294,0.773,3.67,0.035,0.19,259.58,73.49,81.17,106.6,22.82,WATCH - Monitor for opportunity
RUN,Sunrun Inc.,United States,Technology,Solar,38,86.89,0.279,0.863,3.3,0.038,0.14,418.18,74.78,74.95,97.56,22.69,WATCH - Monitor for opportunity
PPC,Pilgrim's Pride Corporation,United States,Consumer Defensive,Packaged Foods,38,77.88,-0.12,0.83,1.45,0.019,0.14,503.05,55.74,64.63,55.2,22.57,WATCH - Monitor for opportunity
UTHR,United Therapeutics Corporation,United States,Healthcare,Drug Manufacturers - Specialty & Generic,38,123.77,0.436,0.816,5.29,0.043,0.35,110.97,77.22,100.95,141.15,22.45,WATCH - Monitor for opportunity
LI,Li Auto Inc.,China,Consumer Cyclical,Auto Manufacturers,38,96.37,-0.179,0.901,2.07,0.021,0.41,336.58,63.0,86.86,68.64,22.39,WATCH - Monitor for opportunity
VRSN,"VeriSign, Inc.",United States,Technology,Software - Infrastructure,38,70.68,0.072,0.591,1.03,0.015,0.14,579.21,68.96,41.74,45.48,22.36,WATCH - Monitor for opportunity
INMD,InMode Ltd.,Israel,Healthcare,Medical Devices,38,101.37,0.024,0.313,0.47,0.005,0.24,291.71,43.78,31.69,32.63,22.21,WATCH - Monitor for opportunity
SPXC,"SPX Technologies, Inc.",United States,Industrials,Building Products & Equipment,38,101.05,-0.078,0.527,1.18,0.012,0.03,293.82,45.18,53.24,48.12,22.09,WATCH - Monitor for opportunity
FICO,Fair Isaac Corporation,United States,Technology,Software - Application,38,52.84,-0.039,0.67,0.53,0.01,0.0,755.97,49.12,35.42,33.69,22.08,WATCH - Monitor for opportunity
EW,Edwards Lifesciences Corporation,United States,Healthcare,Medical Devices,38,110.85,-0.189,0.836,2.27,0.02,0.11,208.61,55.18,92.62,72.22,22.08,WATCH - Monitor for opportunity
SEDG,"SolarEdge Technologies, Inc.",Israel,Technology,Solar,38,91.36,0.214,0.722,2.77,0.03,0.19,378.76,72.41,65.94,82.1,21.79,WATCH - Monitor for opportunity
HQY,"HealthEquity, Inc.",United States,Healthcare,Health Information Services,38,121.78,-0.069,0.422,1.17,0.01,0.03,113.55,42.25,51.42,47.03,21.72,WATCH - Monitor for opportunity
NU,Nu Holdings Ltd.,Brazil,Financial Services,Banks - Regional,38,91.88,0.371,0.903,4.28,0.047,0.41,373.79,80.54,82.96,113.22,21.44,WATCH - Monitor for opportunity
CRK,"Comstock Resources, Inc.",United States,Energy,Oil & Gas E&P,38,78.46,-0.144,0.88,1.68,0.021,0.3,497.26,60.2,69.02,57.14,21.32,WATCH - Monitor for opportunity
BSX,Boston Scientific Corporation,United States,Healthcare,Medical Devices,38,78.18,-0.105,0.73,1.35,0.017,0.35,501.89,57.19,57.06,49.71,21.12,WATCH - Monitor for opportunity
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,38,63.44,-0.039,0.542,0.58,0.009,0.19,652.58,49.12,34.37,32.7,20.73,WATCH - Monitor for opportunity
GRBK,"Green Brick Partners, Inc.",United States,Consumer Cyclical,Residential Construction,38,127.71,0.052,0.303,1.04,0.008,0.08,78.08,39.9,38.7,41.21,20.2,WATCH - Monitor for opportunity
GOOGL,Alphabet Inc.,United States,Communication Services,Internet Content & Information,38,98.11,0.141,0.545,2.09,0.021,0.3,320.45,70.16,53.47,62.52,20.2,WATCH - Monitor for opportunity
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,38,124.03,0.492,0.804,6.02,0.049,0.35,111.24,76.29,99.69,141.69,20.19,WATCH - Monitor for opportunity
ATI,ATI Inc.,United States,Industrials,Metal Fabrication,38,108.4,0.101,0.44,1.67,0.015,0.19,229.55,45.45,47.73,53.65,20.06,WATCH - Monitor for opportunity
ARRY,"Array Technologies, Inc.",United States,Technology,Solar,38,100.3,0.288,0.717,3.72,0.037,0.08,302.32,69.43,71.96,94.13,19.93,AVOID - Poor risk-adjusted score
AGNC,AGNC Investment Corp.,United States,Real Estate,REIT - Mortgage,38,52.08,0.077,0.691,1.01,0.019,0.19,762.58,72.57,36.0,39.41,19.57,AVOID - Poor risk-adjusted score
BNTX,BioNTech SE,Germany,Healthcare,Biotechnology,38,120.62,-0.212,0.777,2.63,0.022,0.05,123.76,52.22,93.76,71.05,19.57,REDUCE - Weakening position
CLF,Cleveland-Cliffs Inc.,United States,Basic Materials,Steel,38,60.99,0.241,0.941,2.73,0.045,0.78,678.5,89.45,57.42,72.91,19.56,AVOID - Poor risk-adjusted score
XYZ,"Block, Inc.",United States,Technology,Software - Infrastructure,38,109.22,0.063,0.356,1.16,0.011,0.24,222.55,44.48,38.85,41.87,19.42,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Ireland,Consumer Cyclical,Internet Retail,38,75.66,0.337,0.922,3.85,0.051,0.24,526.37,77.43,69.74,93.7,19.33,AVOID - Poor risk-adjusted score
DT,"Dynatrace, Inc.",United States,Technology,Software - Application,38,116.48,-0.093,0.463,1.49,0.013,0.08,158.76,44.22,53.91,47.77,19.15,AVOID - Poor risk-adjusted score
CAVA,"CAVA Group, Inc.",United States,Consumer Cyclical,Restaurants,38,114.56,-0.238,0.867,2.81,0.024,0.3,176.21,59.51,99.35,72.82,19.13,REDUCE - Weakening position
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,38,102.14,-0.153,0.69,2.02,0.02,0.35,284.11,55.74,70.45,57.62,19.1,AVOID - Poor risk-adjusted score
CRM,"Salesforce, Inc.",United States,Technology,Software - Application,38,76.45,-0.033,0.407,0.56,0.007,0.03,518.42,42.01,31.1,29.83,19.06,AVOID - Poor risk-adjusted score
SNAP,Snap Inc.,United States,Communication Services,Internet Content & Information,38,93.25,-0.033,0.342,0.62,0.007,0.19,365.45,43.37,31.87,30.56,18.89,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,38,72.74,0.237,0.797,2.91,0.04,0.05,558.18,71.0,57.99,73.38,18.79,AVOID - Poor risk-adjusted score
ZBRA,Zebra Technologies Corporation,United States,Technology,Communication Equipment,38,98.06,-0.125,0.616,1.74,0.018,0.14,319.32,49.4,60.37,51.27,18.71,AVOID - Poor risk-adjusted score
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,38,108.04,0.155,0.494,2.41,0.022,0.03,231.92,43.13,53.38,63.22,18.51,AVOID - Poor risk-adjusted score
TEVA,Teva Pharmaceutical Industries Limited,Israel,Healthcare,Drug Manufacturers - Specialty & Generic,38,53.97,0.199,0.902,2.3,0.043,0.35,742.32,79.82,48.67,59.9,18.13,AVOID - Poor risk-adjusted score
LYFT,"Lyft, Inc.",United States,Technology,Software - Application,38,97.96,0.465,0.854,5.52,0.056,0.16,322.0,73.22,83.61,117.96,18.1,AVOID - Poor risk-adjusted score
ANF,Abercrombie & Fitch Co.,United States,Consumer Cyclical,Apparel Retail,38,102.96,0.054,0.333,1.03,0.01,0.08,277.68,40.6,34.24,36.54,18.01,AVOID - Poor risk-adjusted score
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,38,125.82,-0.035,0.261,0.75,0.006,0.03,86.32,37.77,32.82,31.39,17.91,AVOID - Poor risk-adjusted score
FOXF,Fox Factory Holding Corp.,United States,Consumer Cyclical,Auto Parts,38,84.5,0.099,0.481,1.57,0.019,0.32,437.08,49.07,40.66,45.59,17.76,AVOID - Poor risk-adjusted score
QLYS,"Qualys, Inc.",United States,Technology,Software - Infrastructure,38,113.68,0.013,0.2,0.31,0.003,0.03,184.13,36.28,22.79,23.15,17.7,AVOID - Poor risk-adjusted score
HLIT,Harmonic Inc.,United States,Technology,Communication Equipment,38,74.98,0.054,0.423,0.92,0.012,0.22,534.97,45.8,31.72,33.86,17.68,AVOID - Poor risk-adjusted score
AZO,"AutoZone, Inc.",United States,Consumer Cyclical,Auto Parts,38,48.28,0.093,0.72,1.21,0.025,0.05,797.32,70.17,34.75,38.73,17.56,AVOID - Poor risk-adjusted score
INTC,Intel Corporation,United States,Technology,Semiconductors,38,51.36,0.148,0.81,1.8,0.035,0.14,769.34,73.49,41.59,48.94,17.47,AVOID - Poor risk-adjusted score
ASGN,ASGN Incorporated,United States,Technology,Information Technology Services,38,76.74,0.046,0.388,0.81,0.011,0.22,514.5,44.92,29.81,31.51,17.42,AVOID - Poor risk-adjusted score
RNG,"RingCentral, Inc.",United States,Technology,Software - Application,38,52.76,0.169,0.833,2.03,0.038,0.19,754.82,74.93,43.94,52.68,17.41,AVOID - Poor risk-adjusted score
TEM,"Tempus AI, Inc.",United States,Healthcare,Health Information Services,38,105.61,0.397,0.729,5.1,0.048,0.14,253.42,69.73,76.95,106.12,17.4,AVOID - Poor risk-adjusted score
SHAK,Shake Shack Inc.,United States,Consumer Cyclical,Restaurants,38,109.96,-0.189,0.701,2.47,0.023,0.19,217.26,52.58,77.13,60.16,17.31,AVOID - Poor risk-adjusted score
PLUG,Plug Power Inc.,United States,Industrials,Electrical Equipment & Parts,38,99.96,0.213,0.568,3.1,0.031,0.3,304.11,69.9,56.83,70.69,17.23,AVOID - Poor risk-adjusted score
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,38,86.13,-0.099,0.557,1.45,0.017,0.14,421.68,47.73,47.96,42.16,17.2,AVOID - Poor risk-adjusted score
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,38,106.66,-0.09,0.441,1.48,0.014,0.19,244.05,45.61,47.0,41.82,16.86,AVOID - Poor risk-adjusted score
FIZZ,National Beverage Corp.,United States,Consumer Defensive,Beverages - Non-Alcoholic,38,116.04,-0.291,0.913,3.34,0.029,0.08,162.76,56.15,105.99,73.04,16.83,REDUCE - Weakening position
DUOL,"Duolingo, Inc.",United States,Technology,Software - Application,38,143.97,-0.365,0.937,4.14,0.029,0.41,29.66,63.35,134.91,86.18,16.78,REDUCE - Weakening position
AR,Antero Resources Corporation,United States,Energy,Oil & Gas E&P,38,93.67,-0.078,0.451,1.28,0.014,0.03,361.47,42.71,42.28,38.19,16.74,AVOID - Poor risk-adjusted score
DASH,"DoorDash, Inc.",United States,Consumer Cyclical,Internet Retail,38,122.39,-0.071,0.346,1.32,0.011,0.14,108.95,42.0,42.33,38.63,16.67,AVOID - Poor risk-adjusted score
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,38,134.66,-0.069,0.317,1.35,0.01,0.03,52.03,39.04,42.63,38.97,16.59,AVOID - Poor risk-adjusted score
FLG,"Flagstar Financial, Inc.",United States,Financial Services,Banks - Regional,38,121.97,-0.166,0.575,2.4,0.02,0.08,110.92,46.91,70.14,56.37,16.57,AVOID - Poor risk-adjusted score
EEFT,"Euronet Worldwide, Inc.",United States,Technology,Software - Infrastructure,38,67.14,-0.142,0.804,1.73,0.026,0.3,614.26,57.48,53.97,44.8,16.4,AVOID - Poor risk-adjusted score
MP,MP Materials Corp.,United States,Basic Materials,Other Industrial Metals & Mining,38,148.69,-0.144,0.447,2.36,0.016,0.14,20.08,44.53,66.5,55.03,16.38,AVOID - Poor risk-adjusted score
USFD,US Foods Holding Corp.,United States,Consumer Defensive,Food Distribution,38,87.48,-0.122,0.597,1.73,0.02,0.27,410.21,51.33,52.2,44.5,16.32,AVOID - Poor risk-adjusted score
AMD,"Advanced Micro Devices, Inc.",United States,Technology,Semiconductors,38,120.99,-0.238,0.74,3.03,0.025,0.08,120.18,51.31,89.52,65.66,16.29,REDUCE - Weakening position
ULTA,"Ulta Beauty, Inc.",United States,Consumer Cyclical,Specialty Retail,38,93.74,-0.156,0.661,2.11,0.023,0.03,360.39,48.12,61.96,50.43,16.21,AVOID - Poor risk-adjusted score
