ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
VEEV,Veeva Systems Inc.,United States,Healthcare,Health Information Services,66,95.54,-0.055,0.766,1.19,0.012,0.09,7.02,53.59,73.21,68.25,31.22,HOLD - Stable but flat
SHOP,Shopify Inc.,Canada,Technology,Software - Application,66,90.06,0.085,0.852,1.75,0.019,0.02,26.67,73.92,76.7,84.7,30.81,HOLD - Stable but flat
DOCU,"DocuSign, Inc.",United States,Technology,Software - Application,66,81.27,-0.057,0.876,1.15,0.014,0.25,105.32,59.79,71.2,66.2,30.76,HOLD - Stable but flat
PINS,"Pinterest, Inc.",United States,Communication Services,Internet Content & Information,66,91.04,0.069,0.774,1.5,0.016,0.28,21.52,77.11,70.47,76.51,30.6,HOLD - Stable but flat
FIZZ,National Beverage Corp.,United States,Consumer Defensive,Beverages - Non-Alcoholic,66,83.37,-0.036,0.69,0.83,0.01,0.15,80.45,52.77,57.5,54.89,29.95,HOLD - Good fundamentals
ADBE,Adobe Inc.,United States,Technology,Software - Application,66,79.47,-0.045,0.781,0.98,0.012,0.18,125.36,55.9,62.07,58.58,29.66,HOLD - Good fundamentals
B,Barrick Mining Corporation,Canada,Basic Materials,Gold,41,77.2,0.138,0.885,1.74,0.023,0.22,150.9,78.78,68.28,79.63,29.07,HOLD - Modest potential
VICR,Vicor Corporation,United States,Technology,Electronic Components,66,78.58,0.052,0.73,1.16,0.015,0.05,134.45,71.34,57.34,61.04,28.29,HOLD - Modest potential
UBER,"Uber Technologies, Inc.",United States,Technology,Software - Application,66,75.88,0.028,0.597,0.69,0.009,0.02,167.68,67.31,45.33,46.92,27.7,HOLD - Good fundamentals
AZTA,"Azenta, Inc.",United States,Healthcare,Medical Instruments & Supplies,66,70.46,0.032,0.66,0.75,0.011,0.08,236.82,70.27,46.49,48.35,27.62,HOLD - Good fundamentals
GRMN,Garmin Ltd.,Switzerland,Technology,Scientific & Technical Instruments,66,90.71,0.099,0.823,2.08,0.023,0.05,23.42,73.32,74.65,83.71,27.18,HOLD - Good fundamentals
PAYC,"Paycom Software, Inc.",United States,Technology,Software - Application,66,89.94,-0.056,0.727,1.25,0.014,0.15,26.47,53.51,65.42,60.88,27.07,HOLD - Good fundamentals
NICE,NICE Ltd.,Israel,Technology,Software - Application,66,80.7,-0.028,0.591,0.7,0.009,0.0,112.36,46.86,47.69,46.0,27.04,HOLD - Good fundamentals
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,66,93.88,-0.037,0.568,0.94,0.01,0.12,10.21,48.49,53.29,50.83,26.21,HOLD - Good fundamentals
RL,Ralph Lauren Corporation,United States,Consumer Cyclical,Apparel Manufacturing,66,76.17,0.071,0.793,1.53,0.02,0.26,164.36,77.01,60.39,65.72,25.99,HOLD - Good fundamentals
HOLX,"Hologic, Inc.",United States,Healthcare,Medical Instruments & Supplies,66,73.67,0.055,0.732,1.23,0.017,0.05,195.39,71.21,53.91,57.6,25.86,HOLD - Good fundamentals
JWN,Unknown,Unknown,Unknown,Unknown,28,44.68,-0.036,0.799,0.32,0.007,0.15,701.07,56.22,35.72,34.12,25.76,HOLD - Needs monitoring
KLIC,"Kulicke and Soffa Industries, Inc.",United States,Technology,Semiconductor Equipment & Materials,66,74.24,0.045,0.669,1.04,0.014,0.02,187.92,68.97,49.65,52.42,25.68,HOLD - Good fundamentals
CLS,Celestica Inc.,Canada,Technology,Electronic Components,66,72.59,0.068,0.797,1.46,0.02,0.22,207.06,76.2,57.86,62.76,25.5,HOLD - Good fundamentals
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,66,71.45,0.035,0.628,0.84,0.012,0.08,222.92,69.2,44.86,46.8,25.5,HOLD - Good fundamentals
ELF,"e.l.f. Beauty, Inc.",United States,Consumer Defensive,Household & Personal Products,66,78.76,0.103,0.882,2.1,0.027,0.22,134.44,78.11,69.46,78.24,25.28,HOLD - Good fundamentals
AEIS,"Advanced Energy Industries, Inc.",United States,Industrials,Electrical Equipment & Parts,66,76.48,0.06,0.714,1.34,0.018,0.15,160.59,72.74,54.61,58.65,25.03,HOLD - Good fundamentals
VRSN,"VeriSign, Inc.",United States,Technology,Software - Infrastructure,66,74.17,-0.042,0.692,0.96,0.013,0.14,187.29,52.23,51.31,48.64,24.87,WATCH - Monitor for opportunity
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,66,64.89,0.043,0.712,0.98,0.015,0.05,325.0,70.78,46.22,48.72,24.61,WATCH - Monitor for opportunity
ABNB,"Airbnb, Inc.",United States,Consumer Cyclical,Travel Services,66,86.09,0.075,0.697,1.7,0.02,0.09,53.44,70.77,59.99,65.51,24.25,WATCH - Monitor for opportunity
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,66,91.85,0.046,0.541,1.19,0.013,0.06,17.65,66.17,49.69,52.52,24.02,WATCH - Monitor for opportunity
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,66,85.0,0.062,0.642,1.48,0.017,0.17,64.5,70.91,54.59,58.79,23.72,WATCH - Monitor for opportunity
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,66,77.51,-0.021,0.486,0.57,0.007,0.17,146.0,47.23,37.65,36.68,23.43,WATCH - Monitor for opportunity
CTSH,Cognizant Technology Solutions Corporation,United States,Technology,Information Technology Services,66,76.64,-0.077,0.865,1.57,0.02,0.22,157.71,58.22,66.32,60.05,23.38,WATCH - Monitor for opportunity
FSLR,"First Solar, Inc.",United States,Technology,Solar,66,73.27,0.106,0.883,2.15,0.029,0.15,200.65,76.64,64.72,73.12,23.19,WATCH - Monitor for opportunity
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,66,89.03,0.047,0.546,1.22,0.014,0.09,31.24,66.85,48.62,51.49,23.16,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,66,84.5,0.064,0.635,1.53,0.018,0.03,70.03,67.86,53.68,57.94,22.9,WATCH - Monitor for opportunity
FIX,"Comfort Systems USA, Inc.",United States,Industrials,Engineering & Construction,66,80.58,0.098,0.785,2.11,0.026,0.02,112.68,71.23,63.23,70.83,22.78,WATCH - Monitor for opportunity
SAP,SAP SE,Germany,Technology,Software - Application,66,82.02,-0.089,0.865,1.82,0.022,0.22,97.33,58.03,70.92,63.17,22.38,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,66,71.89,-0.049,0.704,1.12,0.016,0.17,217.24,52.94,50.6,47.49,22.36,WATCH - Monitor for opportunity
ANSS,"ANSYS, Inc.",United States,Technology,Software - Application,66,81.97,0.017,0.403,0.51,0.006,0.02,98.47,41.76,33.02,33.72,22.26,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,66,68.08,0.076,0.784,1.64,0.024,0.11,273.95,73.25,53.36,58.39,22.08,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,66,71.27,-0.076,0.872,1.56,0.022,0.08,225.89,55.51,62.13,56.28,22.02,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,66,79.09,0.065,0.651,1.54,0.019,0.05,130.48,68.51,51.5,55.67,21.9,WATCH - Monitor for opportunity
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,66,86.92,0.023,0.413,0.69,0.008,0.18,43.42,45.28,35.86,36.9,21.87,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,66,83.77,0.081,0.681,1.88,0.022,0.15,77.21,71.27,57.05,62.78,21.82,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,66,71.02,0.077,0.755,1.7,0.024,0.06,229.89,71.49,53.62,58.75,21.78,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
AFRM,"Affirm Holdings, Inc.",United States,Technology,Software - Infrastructure,66,61.92,0.065,0.77,1.41,0.023,0.22,378.44,75.14,47.69,51.52,21.4,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,66,82.94,-0.073,0.739,1.61,0.019,0.05,86.33,51.15,61.3,55.78,21.33,WATCH - Monitor for opportunity
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,66,68.6,0.069,0.728,1.54,0.022,0.17,265.65,72.97,49.92,54.18,21.32,WATCH - Monitor for opportunity
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,66,78.15,0.056,0.606,1.38,0.018,0.08,139.74,67.94,47.33,50.65,21.26,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,66,58.88,-0.054,0.824,1.14,0.019,0.02,441.48,53.1,48.54,45.26,21.13,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,66,72.67,0.048,0.6,1.19,0.016,0.02,206.79,66.67,43.61,46.24,21.1,WATCH - Monitor for opportunity
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,66,81.22,0.053,0.57,1.34,0.017,0.22,106.27,69.77,46.33,49.39,21.1,WATCH - Monitor for opportunity
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,66,88.92,0.09,0.658,2.11,0.024,0.11,32.39,69.54,58.55,65.0,20.93,WATCH - Monitor for opportunity
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,66,81.73,0.045,0.524,1.18,0.014,0.09,100.62,66.13,42.85,45.23,20.78,WATCH - Monitor for opportunity
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,66,81.57,0.102,0.737,2.26,0.028,0.35,100.88,76.4,60.08,67.57,20.72,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,66,75.78,-0.046,0.612,1.12,0.015,0.05,168.83,47.82,46.4,43.75,20.66,WATCH - Monitor for opportunity
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,66,89.13,0.063,0.56,1.62,0.018,0.06,30.8,66.21,49.89,53.81,20.57,WATCH - Monitor for opportunity
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,66,76.38,0.051,0.576,1.28,0.017,0.11,161.86,67.75,43.97,46.75,20.54,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,66,50.73,0.06,0.845,1.25,0.025,0.11,580.92,75.03,42.85,46.06,20.47,WATCH - Monitor for opportunity
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,66,81.61,0.037,0.479,1.01,0.012,0.05,101.55,44.04,39.07,40.86,20.28,WATCH - Monitor for opportunity
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,66,69.69,0.029,0.502,0.79,0.011,0.02,248.09,64.23,34.99,36.27,20.26,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,66,59.42,0.08,0.827,1.67,0.028,0.05,426.83,72.91,49.12,53.97,20.18,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,66,80.76,-0.077,0.746,1.71,0.021,0.08,111.33,51.79,60.21,54.46,20.12,WATCH - Monitor for opportunity
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,66,73.44,-0.07,0.761,1.54,0.021,0.09,197.02,52.58,55.87,51.01,20.1,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,66,60.61,0.103,0.901,2.06,0.034,0.03,403.06,74.23,54.59,61.44,20.07,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,66,65.92,-0.082,0.895,1.66,0.025,0.2,305.64,58.34,59.01,53.02,19.95,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,66,74.45,-0.035,0.535,0.91,0.012,0.03,184.45,45.43,39.8,38.07,19.95,AVOID - Poor risk-adjusted score
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,66,79.97,0.112,0.757,2.45,0.031,0.02,120.29,69.95,60.54,68.79,19.94,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,66,68.28,0.048,0.599,1.18,0.017,0.11,270.97,68.4,40.9,43.34,19.89,AVOID - Poor risk-adjusted score
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,66,55.43,0.036,0.638,0.86,0.016,0.06,500.17,68.82,35.37,36.95,19.87,AVOID - Poor risk-adjusted score
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,66,67.05,0.093,0.794,1.99,0.03,0.2,291.33,74.83,53.2,59.3,19.8,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,66,47.89,0.031,0.684,0.72,0.015,0.22,635.83,73.33,32.77,34.04,19.8,AVOID - Poor risk-adjusted score
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,66,78.0,0.091,0.698,2.07,0.027,0.23,141.98,72.91,54.46,60.55,19.71,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,66,55.12,0.077,0.841,1.59,0.029,0.02,504.38,72.64,46.33,50.72,19.56,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,66,75.84,-0.061,0.672,1.42,0.019,0.06,167.88,49.52,50.96,47.1,19.49,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,66,89.51,-0.117,0.857,2.4,0.027,0.31,31.03,59.19,76.73,65.85,19.37,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,66,65.76,0.052,0.621,1.25,0.019,0.14,311.29,69.49,40.84,43.47,19.28,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,66,80.5,0.076,0.62,1.83,0.023,0.06,113.88,67.54,49.89,54.56,19.25,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,66,65.31,-0.078,0.85,1.62,0.025,0.23,317.32,57.63,55.49,50.13,19.16,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,66,70.34,0.086,0.721,1.94,0.028,0.09,240.0,70.73,50.74,56.13,19.1,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,66,86.42,-0.035,0.457,0.98,0.011,0.02,47.94,42.88,39.5,37.78,19.07,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,66,94.58,0.179,0.801,3.82,0.04,0.2,13.0,74.0,75.77,91.7,19.03,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,66,69.62,-0.051,0.642,1.21,0.017,0.25,250.35,52.46,44.71,41.9,19.0,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,66,57.82,0.064,0.732,1.42,0.025,0.14,458.68,72.27,42.31,45.65,18.88,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,66,69.83,0.073,0.668,1.7,0.024,0.06,247.08,68.83,46.61,50.81,18.85,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,66,89.6,0.132,0.717,2.96,0.033,0.14,29.71,70.98,64.28,74.49,18.79,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,66,54.25,-0.053,0.793,1.14,0.021,0.02,520.55,51.99,43.02,40.17,18.75,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,66,79.6,0.164,0.859,3.37,0.042,0.11,124.33,73.69,68.4,81.69,18.68,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors,66,100.88,0.04,0.391,1.22,0.012,0.12,2.03,42.99,39.48,41.46,18.64,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,66,89.53,-0.082,0.673,1.91,0.021,0.08,29.35,49.59,60.22,54.13,18.63,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,66,85.02,-0.048,0.523,1.25,0.015,0.12,60.91,46.68,44.48,41.85,18.58,AVOID - Poor risk-adjusted score
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,66,81.75,-0.047,0.531,1.22,0.015,0.14,100.48,47.21,43.4,40.88,18.45,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,66,76.79,-0.066,0.662,1.54,0.02,0.14,155.8,50.62,50.82,46.69,18.42,AVOID - Poor risk-adjusted score
HALO,"Halozyme Therapeutics, Inc.",United States,Healthcare,Biotechnology,66,78.42,0.031,0.43,0.91,0.012,0.32,136.35,48.21,33.75,35.08,18.35,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,66,70.84,-0.065,0.697,1.47,0.021,0.08,232.59,50.36,49.36,45.41,18.35,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,66,55.29,0.046,0.65,1.08,0.019,0.11,502.0,69.72,35.96,38.0,18.3,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,66,55.06,-0.052,0.759,1.14,0.021,0.02,505.91,51.0,41.79,39.07,18.22,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,66,70.4,-0.066,0.704,1.5,0.021,0.09,238.82,50.83,49.53,45.49,18.21,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,66,85.06,0.147,0.764,3.2,0.038,0.18,67.52,72.86,65.0,76.41,18.21,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,66,65.48,0.094,0.761,2.05,0.031,0.09,317.59,71.54,49.84,55.59,18.21,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,66,65.37,-0.07,0.769,1.52,0.023,0.09,315.83,52.57,50.24,45.88,18.18,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,United States,Financial Services,Insurance - Diversified,66,76.09,0.034,0.448,0.96,0.013,0.26,165.29,47.41,34.09,35.52,18.15,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,66,89.71,-0.123,0.845,2.56,0.029,0.11,29.62,54.67,75.85,64.5,18.13,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,66,61.8,0.03,0.505,0.79,0.013,0.08,381.65,65.4,31.2,32.35,18.04,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,United States,Consumer Defensive,Beverages - Wineries & Distilleries,66,62.97,0.059,0.64,1.4,0.022,0.14,357.18,69.74,40.3,43.24,18.0,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,66,70.41,-0.083,0.792,1.78,0.025,0.02,240.27,51.55,55.8,50.06,17.98,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,66,69.62,-0.106,0.92,2.11,0.03,0.12,251.71,57.04,64.07,55.77,17.96,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,66,67.06,-0.072,0.759,1.58,0.024,0.0,287.38,50.42,50.92,46.36,17.95,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,United States,Industrials,Building Products & Equipment,66,71.86,-0.067,0.692,1.54,0.021,0.08,217.8,50.16,49.76,45.6,17.92,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,66,45.37,0.049,0.769,1.07,0.024,0.03,684.41,71.32,34.89,37.04,17.86,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",United States,Real Estate,REIT - Healthcare Facilities,66,61.45,0.053,0.62,1.28,0.021,0.12,388.29,68.98,38.1,40.61,17.8,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,66,58.44,-0.059,0.75,1.29,0.022,0.11,450.11,52.45,43.84,40.65,17.76,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,66,73.55,0.138,0.81,2.93,0.04,0.06,197.06,71.53,59.54,69.45,17.67,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,United States,Industrials,Pollution & Treatment Controls,66,71.13,0.066,0.603,1.63,0.023,0.02,227.56,66.11,42.91,46.44,17.66,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,66,68.18,-0.04,0.554,1.03,0.015,0.22,271.55,49.41,37.78,35.88,17.64,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,66,66.28,-0.087,0.839,1.82,0.027,0.2,300.06,56.41,55.58,49.6,17.59,AVOID - Poor risk-adjusted score
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,66,62.31,-0.055,0.683,1.27,0.02,0.02,372.67,48.75,42.53,39.63,17.5,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,66,47.67,0.059,0.777,1.27,0.027,0.18,640.58,74.32,37.03,39.73,17.48,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,66,63.88,0.118,0.83,2.48,0.039,0.15,345.2,74.1,53.01,60.63,17.45,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,66,46.44,-0.056,0.866,1.15,0.025,0.17,662.62,56.9,40.23,37.43,17.42,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,66,61.23,0.135,0.907,2.71,0.044,0.02,389.89,73.08,55.52,64.57,17.4,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Ireland,Consumer Cyclical,Internet Retail,66,84.61,0.113,0.659,2.64,0.031,0.14,70.08,69.41,55.74,63.39,17.39,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,66,69.11,-0.101,0.875,2.05,0.03,0.26,258.41,58.52,60.49,53.02,17.36,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,Biotechnology,66,87.0,0.145,0.722,3.25,0.037,0.08,51.21,69.46,62.82,73.74,17.33,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,66,45.78,0.044,0.714,0.99,0.022,0.14,677.0,72.02,32.68,34.47,17.31,AVOID - Poor risk-adjusted score
PHG,Koninklijke Philips N.V.,Netherlands,Healthcare,Medical Devices,66,46.82,0.053,0.752,1.17,0.025,0.12,656.15,72.51,35.19,37.53,17.27,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,66,80.35,0.175,0.827,3.66,0.045,0.11,115.47,72.42,66.47,80.12,17.21,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,66,60.54,-0.094,0.922,1.87,0.031,0.37,407.92,61.97,55.84,49.38,17.21,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,66,62.53,-0.033,0.534,0.87,0.014,0.0,368.65,44.62,33.38,31.99,17.11,AVOID - Poor risk-adjusted score
BEN,"Franklin Resources, Inc.",United States,Financial Services,Asset Management,66,61.25,0.086,0.735,1.92,0.031,0.17,391.21,72.31,45.02,49.81,17.07,AVOID - Poor risk-adjusted score
ACGL,Arch Capital Group Ltd.,Bermuda,Financial Services,Insurance - Diversified,66,75.56,0.101,0.672,2.34,0.031,0.02,171.64,67.37,50.8,57.08,17.06,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,United States,Industrials,Specialty Business Services,66,76.68,-0.034,0.454,0.96,0.012,0.17,156.92,45.76,34.83,33.36,17.05,AVOID - Poor risk-adjusted score
ZD,"Ziff Davis, Inc.",United States,Communication Services,Advertising Agencies,66,57.75,0.062,0.67,1.45,0.025,0.06,457.76,68.83,38.71,41.7,17.03,AVOID - Poor risk-adjusted score
