Ticker,CompanyName,Country,Rank_in_Ranked,Score,Rank_in_Stability,Stability_Adjusted_Score,Avg_Score,Linear_R2,Linear_Slope,Recommendation,Combined_Rank,Sector,Industry
AMD,"Advanced Micro Devices, Inc.",United States,30,89.02,63,30.68,85.46,0.73,0.1241,HOLD - Modest potential,93,Technology,Semiconductors
PDD,PDD Holdings Inc.,Ireland,72,84.01,22,41.06,82.96,0.696,0.0437,BUY - Stable quality,94,Consumer Cyclical,Internet Retail
GRAB,Grab Holdings Limited,Singapore,68,84.44,27,39.75,83.52,0.757,0.0685,BUY - High score acceptable risk,95,Technology,Software - Application
ANSS,"ANSYS, Inc.",United States,89,82.49,11,44.99,81.7,0.829,0.0611,BUY - Stable quality,100,Technology,Software - Application
LRCX,Lam Research Corporation,United States,32,88.96,72,29.72,88.23,0.657,0.1054,WATCH - Monitor for opportunity,104,Technology,Semiconductor Equipment & Materials
ALGN,"Align Technology, Inc.",United States,97,81.91,13,44.07,80.57,0.812,0.0577,BUY - Stable quality,110,Healthcare,Medical Instruments & Supplies
TWLO,Twilio Inc.,United States,63,84.7,56,31.88,84.13,0.51,0.0309,HOLD - Modest potential,119,Technology,Software - Infrastructure
GWRE,"Guidewire Software, Inc.",United States,90,82.4,34,38.21,83.5,0.964,-0.0922,BUY - High score acceptable risk,124,Technology,Software - Application
WDAY,"Workday, Inc.",United States,71,84.02,54,32.08,84.35,0.638,-0.0497,WATCH - Monitor for opportunity,125,Technology,Software - Application
NBIX,"Neurocrine Biosciences, Inc.",United States,117,80.69,8,47.02,80.24,0.734,0.0274,BUY - Stable quality,125,Healthcare,Drug Manufacturers - Specialty & Generic
PSTG,"Pure Storage, Inc.",United States,107,81.37,24,40.34,80.46,0.668,0.0344,BUY - Stable quality,131,Technology,Computer Hardware
DOCU,"DocuSign, Inc.",United States,96,81.94,37,37.78,82.28,0.65,-0.0315,BUY - High score acceptable risk,133,Technology,Software - Application
PCTY,Paylocity Holding Corporation,United States,65,84.61,71,29.74,85.17,0.477,-0.0242,WATCH - Monitor for opportunity,136,Technology,Software - Application
AMZN,"Amazon.com, Inc.",United States,119,80.33,18,41.98,79.86,0.655,0.025,BUY - Stable quality,137,Consumer Cyclical,Internet Retail
UTHR,United Therapeutics Corporation,United States,24,90.37,116,24.05,90.5,0.321,-0.0117,AVOID - Poor risk-adjusted score,140,Healthcare,Drug Manufacturers - Specialty & Generic
MNDY,monday.com Ltd.,Israel,54,85.67,91,26.9,86.25,0.429,-0.0238,WATCH - Monitor for opportunity,145,Technology,Software - Application
APP,AppLovin Corporation,United States,91,82.36,61,30.92,82.31,0.421,-0.0077,WATCH - Monitor for opportunity,152,Communication Services,Advertising Agencies
PODD,Insulet Corporation,United States,113,81.02,42,36.15,81.66,0.792,-0.0627,BUY - High score acceptable risk,155,Healthcare,Medical Devices
LSCC,Lattice Semiconductor Corporation,United States,112,81.04,43,35.91,80.54,0.572,0.0266,BUY - High score acceptable risk,155,Technology,Semiconductors
CRM,"Salesforce, Inc.",United States,128,79.35,32,39.03,79.65,0.647,-0.0245,BUY - High score acceptable risk,160,Technology,Software - Application
INCY,Incyte Corporation,United States,61,84.95,104,25.03,85.28,0.383,-0.0185,WATCH - Monitor for opportunity,165,Healthcare,Biotechnology
AMAT,"Applied Materials, Inc.",United States,79,83.28,89,26.95,81.45,0.836,0.2117,WATCH - Monitor for opportunity,168,Technology,Semiconductor Equipment & Materials
ACLS,"Axcelis Technologies, Inc.",United States,146,77.48,23,40.88,76.47,0.696,0.0319,BUY - Stable quality,169,Technology,Semiconductor Equipment & Materials
NICE,NICE Ltd.,Israel,106,81.43,65,30.3,81.22,0.628,-0.0497,WATCH - Monitor for opportunity,171,Technology,Software - Application
SNPS,"Synopsys, Inc.",United States,98,81.9,74,29.06,79.1,0.839,0.1737,WATCH - Monitor for opportunity,172,Technology,Software - Infrastructure
IDXX,"IDEXX Laboratories, Inc.",United States,144,77.62,31,39.3,77.09,0.608,0.0185,BUY - High score acceptable risk,175,Healthcare,Diagnostics & Research
ELF,"e.l.f. Beauty, Inc.",United States,133,78.34,45,34.41,76.99,0.635,0.0429,HOLD - Modest potential,178,Consumer Defensive,Household & Personal Products
YELP,Yelp Inc.,United States,81,83.18,97,25.99,83.26,0.4,-0.0174,WATCH - Monitor for opportunity,178,Communication Services,Internet Content & Information
TTD,"The Trade Desk, Inc.",United States,41,87.25,144,21.27,85.96,0.359,0.0332,AVOID - Poor risk-adjusted score,185,Communication Services,Advertising Agencies
CIEN,Ciena Corporation,United States,134,78.11,52,32.55,75.89,0.776,0.0979,HOLD - Modest potential,186,Technology,Communication Equipment
CCJ,Cameco Corporation,Canada,145,77.54,46,34.33,76.4,0.781,0.0886,HOLD - Modest potential,191,Energy,Uranium
BMRN,BioMarin Pharmaceutical Inc.,United States,73,83.98,125,23.1,83.66,0.347,0.0183,AVOID - Poor risk-adjusted score,198,Healthcare,Biotechnology
MANH,"Manhattan Associates, Inc.",United States,87,82.57,114,24.22,81.93,0.377,0.0205,AVOID - Poor risk-adjusted score,201,Technology,Software - Application
QGEN,Qiagen N.V.,Netherlands,148,77.19,60,30.97,77.02,0.557,0.0361,HOLD - Modest potential,208,Healthcare,Diagnostics & Research
MELI,"MercadoLibre, Inc.",Uruguay,115,80.74,94,26.55,81.36,0.513,-0.0385,WATCH - Monitor for opportunity,209,Consumer Cyclical,Internet Retail
LOGI,Logitech International S.A.,Switzerland,121,80.09,105,24.82,79.89,0.561,0.0799,AVOID - Poor risk-adjusted score,226,Technology,Computer Hardware
TROW,"T. Rowe Price Group, Inc.",United States,83,82.98,148,21.2,82.83,0.426,0.055,AVOID - Poor risk-adjusted score,231,Financial Services,Asset Management
VRT,Vertiv Holdings Co,United States,126,79.6,108,24.5,77.48,0.644,0.1149,AVOID - Poor risk-adjusted score,234,Industrials,Electrical Equipment & Parts
PAAS,Pan American Silver Corp.,Canada,125,79.62,150,20.88,80.61,0.526,-0.0676,AVOID - Poor risk-adjusted score,275,Basic Materials,Gold
