ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,64,77.83,0.084,0.679,1.88,0.024,0.21,143.66,72.08,52.85,58.31,20.23,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,64,75.82,-0.047,0.598,1.11,0.015,0.05,168.36,47.43,45.35,42.73,20.23,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,64,60.51,0.103,0.893,2.01,0.033,0.03,404.98,74.11,54.06,60.88,20.2,WATCH - Monitor for opportunity
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,64,81.13,0.05,0.529,1.26,0.016,0.19,107.23,68.13,42.92,45.57,20.17,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,64,80.86,-0.075,0.721,1.63,0.02,0.08,110.17,51.2,58.31,52.91,20.11,WATCH - Monitor for opportunity
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,64,69.67,0.03,0.496,0.79,0.011,0.02,248.45,44.08,34.58,35.87,20.1,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,64,65.97,-0.085,0.904,1.66,0.025,0.21,304.83,58.73,59.63,53.37,20.09,WATCH - Monitor for opportunity
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,64,81.75,-0.051,0.582,1.23,0.015,0.17,100.28,49.47,47.62,44.62,20.04,WATCH - Monitor for opportunity
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,64,73.5,-0.072,0.755,1.52,0.021,0.1,196.25,52.49,55.51,50.58,20.04,WATCH - Monitor for opportunity
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,64,81.68,0.044,0.5,1.15,0.014,0.06,101.11,44.85,40.81,43.06,19.99,AVOID - Poor risk-adjusted score
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,64,55.41,0.037,0.641,0.86,0.016,0.05,500.44,68.64,35.54,37.21,19.96,AVOID - Poor risk-adjusted score
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,64,76.31,0.05,0.55,1.24,0.016,0.11,162.61,67.11,42.0,44.59,19.94,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,64,89.05,0.062,0.53,1.57,0.018,0.03,31.08,64.76,47.16,50.78,19.75,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,64,55.05,0.077,0.832,1.56,0.028,0.02,505.42,72.44,45.8,50.17,19.58,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,64,89.63,-0.116,0.845,2.34,0.026,0.32,30.09,59.09,75.71,65.01,19.49,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,64,65.36,-0.081,0.863,1.61,0.025,0.25,316.53,58.49,56.39,50.75,19.41,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,64,74.48,-0.035,0.518,0.91,0.012,0.06,184.02,45.6,38.6,36.9,19.36,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,64,47.86,0.031,0.66,0.7,0.015,0.19,636.31,72.13,31.57,32.79,19.26,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,64,68.19,0.044,0.561,1.1,0.016,0.11,272.28,67.43,38.23,40.34,19.25,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,64,75.91,-0.06,0.644,1.37,0.018,0.06,166.94,48.79,48.92,45.29,19.07,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,64,85.03,-0.051,0.543,1.27,0.015,0.1,60.52,46.7,46.15,43.25,19.07,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,64,94.43,0.183,0.794,3.78,0.04,0.21,13.25,73.94,74.97,90.98,19.02,AVOID - Poor risk-adjusted score
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,64,62.31,-0.06,0.752,1.28,0.021,0.02,372.5,50.83,46.88,43.38,19.0,AVOID - Poor risk-adjusted score
HWM,Howmet Aerospace Inc.,United States,Industrials,Aerospace & Defense,64,76.34,-0.049,0.579,1.19,0.016,0.05,161.52,46.76,44.19,41.49,18.92,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,64,70.26,0.087,0.706,1.91,0.027,0.13,241.11,70.99,49.6,54.91,18.84,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,64,80.43,0.076,0.6,1.81,0.022,0.1,114.53,67.66,48.25,52.76,18.81,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,64,57.74,0.062,0.713,1.36,0.024,0.14,460.22,71.89,41.16,44.33,18.8,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,64,86.44,-0.036,0.452,0.99,0.011,0.03,47.53,43.06,39.09,37.34,18.78,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,64,79.48,0.168,0.857,3.35,0.042,0.08,125.66,73.1,68.15,81.66,18.78,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,64,54.3,-0.054,0.783,1.13,0.021,0.02,519.34,51.73,42.51,39.65,18.63,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,64,65.68,0.049,0.585,1.19,0.018,0.11,312.55,67.95,38.4,40.75,18.63,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,64,89.46,0.131,0.696,2.89,0.032,0.11,30.31,69.87,62.28,72.1,18.52,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,64,69.75,0.072,0.645,1.65,0.024,0.03,248.22,67.61,44.97,48.95,18.47,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,64,69.69,-0.049,0.611,1.16,0.017,0.25,249.25,51.73,42.56,39.96,18.46,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,64,76.84,-0.067,0.662,1.53,0.02,0.14,155.14,50.74,50.9,46.65,18.43,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,64,58.46,-0.062,0.784,1.3,0.022,0.14,449.69,54.16,45.85,42.31,18.41,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,64,45.77,0.047,0.761,1.01,0.022,0.17,677.14,74.11,34.81,36.87,18.38,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,64,89.6,-0.083,0.659,1.89,0.021,0.05,28.91,48.61,59.06,53.0,18.32,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,64,69.74,-0.105,0.913,2.04,0.029,0.16,250.11,57.63,63.64,55.45,18.26,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,64,70.45,-0.088,0.81,1.8,0.026,0.02,239.73,52.07,57.07,50.92,18.2,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,64,70.9,-0.065,0.682,1.45,0.02,0.08,231.62,50.01,48.35,44.48,18.19,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,64,89.82,-0.125,0.838,2.53,0.028,0.11,28.91,54.56,75.3,63.89,18.12,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,64,52.63,0.061,0.74,1.31,0.025,0.11,545.09,71.92,38.93,41.87,18.12,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,64,65.36,0.091,0.738,1.96,0.03,0.06,319.59,70.42,48.27,53.68,18.12,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,64,55.1,-0.053,0.752,1.14,0.021,0.05,504.86,51.45,41.44,38.69,18.1,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,64,65.45,-0.069,0.747,1.47,0.022,0.06,314.19,51.43,48.89,44.72,18.1,AVOID - Poor risk-adjusted score
AMZN,"Amazon.com, Inc.",United States,Consumer Cyclical,Internet Retail,64,80.1,0.012,0.31,0.4,0.005,0.02,119.19,39.13,24.85,25.22,18.06,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,64,84.91,0.147,0.749,3.14,0.037,0.16,68.67,71.93,63.58,74.78,18.05,AVOID - Poor risk-adjusted score
SKYW,"SkyWest, Inc.",United States,Industrials,Airlines,64,57.21,0.061,0.692,1.36,0.024,0.05,470.02,69.33,39.57,42.57,18.05,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,64,73.48,0.145,0.823,2.95,0.04,0.06,197.8,71.96,60.51,71.0,17.99,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,64,68.2,-0.042,0.564,1.03,0.015,0.22,271.11,49.85,38.48,36.46,17.92,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,64,70.47,-0.066,0.683,1.47,0.021,0.1,237.69,50.31,48.12,44.2,17.91,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,64,47.64,0.062,0.794,1.28,0.027,0.19,641.08,74.96,37.85,40.75,17.86,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,64,67.12,-0.074,0.752,1.57,0.023,0.03,286.5,50.84,50.46,45.85,17.83,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,64,45.33,0.05,0.764,1.06,0.023,0.03,685.14,71.2,34.61,36.78,17.82,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,64,61.78,0.03,0.499,0.8,0.013,0.08,381.94,45.26,30.82,31.99,17.81,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,64,69.23,-0.099,0.865,1.96,0.028,0.27,256.67,58.51,59.88,52.64,17.78,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,64,55.23,0.044,0.622,1.04,0.019,0.08,502.77,68.35,34.34,36.24,17.75,AVOID - Poor risk-adjusted score
ROKU,"Roku, Inc.",United States,Communication Services,Entertainment,64,85.21,0.019,0.329,0.62,0.007,0.03,59.89,39.78,28.05,28.73,17.7,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,United States,Industrials,Building Products & Equipment,64,71.92,-0.068,0.677,1.53,0.021,0.05,217.0,49.13,48.67,44.57,17.63,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,United States,Consumer Defensive,Beverages - Wineries & Distilleries,64,62.9,0.058,0.619,1.37,0.022,0.17,358.5,69.88,38.92,41.73,17.63,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,64,66.37,-0.087,0.825,1.77,0.027,0.17,298.39,55.56,54.73,48.87,17.63,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",United States,Consumer Defensive,Tobacco,64,62.05,-0.036,0.562,0.89,0.014,0.03,377.48,46.05,34.87,33.29,17.58,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,64,61.12,0.138,0.907,2.69,0.044,0.02,391.92,73.13,55.44,64.67,17.55,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,64,46.48,-0.058,0.87,1.14,0.025,0.17,661.89,57.12,40.43,37.53,17.5,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",United States,Real Estate,REIT - Healthcare Facilities,64,61.41,0.054,0.608,1.28,0.021,0.1,389.06,68.07,37.34,39.84,17.49,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,United States,Industrials,Pollution & Treatment Controls,64,71.08,0.068,0.597,1.63,0.023,0.0,228.2,65.62,42.45,46.04,17.48,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,64,60.63,-0.094,0.915,1.82,0.03,0.35,406.0,61.45,55.5,49.09,17.43,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Singapore,Technology,Computer Hardware,64,63.52,0.079,0.69,1.76,0.028,0.29,347.98,73.65,43.85,48.13,17.43,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,64,63.77,0.119,0.82,2.43,0.038,0.19,347.03,74.59,52.29,59.86,17.43,AVOID - Poor risk-adjusted score
LIN,Linde plc,United Kingdom,Basic Materials,Specialty Chemicals,64,68.01,-0.038,0.528,0.97,0.014,0.14,274.31,47.26,35.89,34.19,17.36,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,64,62.54,-0.035,0.543,0.88,0.014,0.03,368.19,45.51,33.94,32.46,17.28,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors,64,100.83,0.039,0.361,1.21,0.012,0.1,2.06,41.54,36.43,38.22,17.28,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,Biotechnology,64,86.89,0.148,0.715,3.24,0.037,0.1,51.97,69.63,62.13,73.16,17.25,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,64,80.19,0.176,0.816,3.6,0.045,0.11,117.06,72.23,65.46,78.99,17.19,AVOID - Poor risk-adjusted score
