ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
DT,"Dynatrace, Inc.",United States,Technology,Software - Application,59,85.21,-0.024,0.528,0.57,0.007,0.1,58.08,47.23,44.95,43.6,27.85,HOLD - Good fundamentals
HOLX,"Hologic, Inc.",United States,Healthcare,Medical Instruments & Supplies,59,73.55,0.064,0.779,1.24,0.017,0.07,197.0,73.05,57.28,61.85,27.57,HOLD - Good fundamentals
ANSS,"ANSYS, Inc.",United States,Technology,Software - Application,59,81.96,0.023,0.503,0.54,0.007,0.05,98.07,65.47,41.24,42.4,27.49,HOLD - Good fundamentals
UBER,"Uber Technologies, Inc.",United States,Technology,Software - Application,59,75.81,0.031,0.587,0.7,0.009,0.0,168.59,66.68,44.47,46.21,27.22,HOLD - Good fundamentals
VRSN,"VeriSign, Inc.",United States,Technology,Software - Infrastructure,59,74.25,-0.05,0.753,0.98,0.013,0.12,186.24,53.68,55.9,52.43,26.47,HOLD - Good fundamentals
VICR,Vicor Corporation,United States,Technology,Electronic Components,59,78.38,0.05,0.652,1.05,0.013,0.0,136.39,68.21,51.08,54.25,26.43,HOLD - Good fundamentals
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,59,81.6,0.05,0.627,1.07,0.013,0.0,101.1,67.51,51.18,54.34,26.29,HOLD - Good fundamentals
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,59,84.91,0.076,0.714,1.54,0.018,0.14,65.08,72.38,60.65,66.36,26.18,HOLD - Good fundamentals
PAYC,"Paycom Software, Inc.",United States,Technology,Software - Application,59,90.17,-0.051,0.641,1.09,0.012,0.12,25.2,50.43,57.8,54.11,25.87,HOLD - Good fundamentals
JWN,Unknown,Unknown,Unknown,Unknown,28,44.68,-0.036,0.799,0.32,0.007,0.15,701.07,56.22,35.72,34.12,25.76,HOLD - Needs monitoring
CLS,Celestica Inc.,Canada,Technology,Electronic Components,59,72.42,0.076,0.795,1.45,0.02,0.16,209.22,74.97,57.6,63.0,25.73,HOLD - Good fundamentals
RL,Ralph Lauren Corporation,United States,Consumer Cyclical,Apparel Manufacturing,59,75.93,0.072,0.75,1.41,0.019,0.28,167.29,76.15,56.92,61.98,25.67,HOLD - Good fundamentals
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,59,64.78,0.048,0.722,0.97,0.015,0.05,327.42,71.19,46.77,49.58,25.16,HOLD - Good fundamentals
ABNB,"Airbnb, Inc.",United States,Consumer Cyclical,Travel Services,59,85.92,0.085,0.705,1.72,0.02,0.05,55.03,70.18,60.56,66.88,24.6,WATCH - Monitor for opportunity
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,59,91.75,0.053,0.547,1.22,0.013,0.09,17.78,66.81,50.19,53.48,24.13,WATCH - Monitor for opportunity
CIEN,Ciena Corporation,United States,Technology,Communication Equipment,59,76.83,0.069,0.687,1.41,0.018,0.14,156.08,71.53,52.77,57.26,23.75,WATCH - Monitor for opportunity
CTSH,Cognizant Technology Solutions Corporation,United States,Technology,Information Technology Services,59,76.87,-0.082,0.853,1.5,0.02,0.22,154.81,58.13,65.59,59.0,23.57,WATCH - Monitor for opportunity
FSLR,"First Solar, Inc.",United States,Technology,Solar,59,72.94,0.111,0.864,2.04,0.028,0.12,204.59,75.53,63.01,71.55,23.55,WATCH - Monitor for opportunity
AFRM,"Affirm Holdings, Inc.",United States,Technology,Software - Infrastructure,59,61.78,0.076,0.835,1.41,0.023,0.26,380.97,77.94,51.6,56.43,23.37,WATCH - Monitor for opportunity
FIX,"Comfort Systems USA, Inc.",United States,Industrials,Engineering & Construction,59,80.33,0.108,0.787,2.08,0.026,0.03,115.05,71.72,63.25,71.62,23.25,WATCH - Monitor for opportunity
AEIS,"Advanced Energy Industries, Inc.",United States,Industrials,Electrical Equipment & Parts,59,76.27,0.059,0.639,1.26,0.017,0.16,163.25,70.62,48.74,52.32,23.14,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,59,67.92,0.088,0.817,1.66,0.024,0.1,276.93,74.12,55.46,61.48,23.08,WATCH - Monitor for opportunity
SKYW,"SkyWest, Inc.",United States,Industrials,Airlines,59,57.2,0.077,0.876,1.4,0.024,0.03,470.32,74.52,50.09,54.84,22.88,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,59,72.0,-0.056,0.723,1.12,0.016,0.14,215.81,52.88,52.02,48.41,22.83,WATCH - Monitor for opportunity
SAP,SAP SE,Germany,Technology,Software - Application,59,82.32,-0.09,0.829,1.68,0.02,0.22,93.97,57.3,68.23,60.69,22.63,WATCH - Monitor for opportunity
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,59,94.02,-0.037,0.479,0.9,0.01,0.16,9.59,46.53,45.07,43.01,22.61,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,59,78.95,0.075,0.668,1.57,0.02,0.03,132.05,68.74,52.74,57.65,22.44,WATCH - Monitor for opportunity
KLIC,"Kulicke and Soffa Industries, Inc.",United States,Technology,Semiconductor Equipment & Materials,59,74.03,0.038,0.541,0.88,0.012,0.03,190.41,65.73,40.03,41.92,22.33,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,59,71.48,-0.082,0.868,1.5,0.021,0.1,223.03,56.01,62.04,55.76,22.3,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,59,70.83,0.087,0.763,1.7,0.024,0.02,232.51,70.84,54.04,59.83,22.18,WATCH - Monitor for opportunity
SNPS,"Synopsys, Inc.",United States,Technology,Software - Infrastructure,59,80.64,0.109,0.754,2.14,0.026,0.12,112.34,72.4,60.84,68.92,21.98,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,59,83.12,-0.081,0.75,1.59,0.019,0.1,83.81,52.66,62.36,56.12,21.63,WATCH - Monitor for opportunity
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,59,71.29,0.031,0.502,0.73,0.01,0.14,224.97,66.79,35.8,37.16,21.43,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,59,83.55,0.089,0.655,1.87,0.022,0.17,79.15,70.86,54.7,60.67,21.17,WATCH - Monitor for opportunity
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,59,62.35,-0.073,0.867,1.33,0.021,0.07,371.68,55.25,54.04,49.19,21.13,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,59,84.3,0.067,0.577,1.49,0.018,0.02,72.08,65.88,48.61,52.62,21.11,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,59,72.55,0.055,0.6,1.2,0.017,0.03,208.19,67.04,43.57,46.53,21.11,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,59,59.05,-0.057,0.796,1.09,0.018,0.0,438.36,52.04,47.0,43.68,20.94,WATCH - Monitor for opportunity
HQY,"HealthEquity, Inc.",United States,Healthcare,Health Information Services,59,73.17,-0.051,0.635,1.08,0.015,0.1,200.49,49.65,46.5,43.56,20.89,WATCH - Monitor for opportunity
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,59,79.73,0.129,0.787,2.48,0.031,0.07,122.46,71.87,62.73,72.52,20.83,WATCH - Monitor for opportunity
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,59,77.99,0.06,0.581,1.34,0.017,0.14,141.56,68.46,45.3,48.67,20.79,WATCH - Monitor for opportunity
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,59,66.83,0.106,0.824,1.99,0.03,0.24,295.03,76.56,55.04,62.17,20.79,WATCH - Monitor for opportunity
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,59,88.88,0.049,0.484,1.2,0.013,0.02,31.86,43.52,43.01,45.63,20.77,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,59,50.48,0.056,0.788,1.07,0.021,0.1,584.68,73.58,39.77,42.52,20.55,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,59,60.25,0.102,0.868,1.87,0.031,0.03,410.34,73.64,52.31,58.84,20.54,WATCH - Monitor for opportunity
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,59,55.36,0.042,0.66,0.88,0.016,0.03,501.27,68.89,36.51,38.42,20.45,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,59,66.12,-0.092,0.92,1.64,0.025,0.24,302.78,59.94,60.83,53.92,20.41,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,59,59.1,0.075,0.771,1.46,0.025,0.0,432.59,70.66,45.58,49.83,20.23,WATCH - Monitor for opportunity
HWM,Howmet Aerospace Inc.,United States,Industrials,Aerospace & Defense,59,76.41,-0.056,0.625,1.21,0.016,0.0,160.81,47.17,47.76,44.43,20.1,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,59,81.12,-0.066,0.645,1.41,0.017,0.14,107.15,50.39,52.35,48.05,19.98,AVOID - Poor risk-adjusted score
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,59,81.84,-0.055,0.581,1.23,0.015,0.17,99.24,49.37,47.54,44.29,19.86,AVOID - Poor risk-adjusted score
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,59,75.91,-0.049,0.585,1.1,0.015,0.03,167.34,46.78,44.4,41.66,19.82,AVOID - Poor risk-adjusted score
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,59,68.34,0.067,0.645,1.42,0.021,0.17,269.95,70.72,44.09,47.74,19.73,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,59,89.94,-0.114,0.806,2.17,0.024,0.26,27.97,56.93,72.47,62.39,19.7,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,59,54.87,0.079,0.811,1.49,0.027,0.0,508.29,71.63,44.52,48.83,19.65,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,59,47.81,0.034,0.668,0.71,0.015,0.22,637.58,73.05,31.94,33.29,19.5,AVOID - Poor risk-adjusted score
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,59,73.69,-0.071,0.704,1.43,0.019,0.16,193.9,52.28,51.87,47.34,19.45,AVOID - Poor risk-adjusted score
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,59,81.6,0.047,0.484,1.15,0.014,0.09,101.86,44.84,39.52,41.84,19.43,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,59,65.55,-0.083,0.838,1.54,0.023,0.26,313.41,57.97,54.94,49.33,19.42,AVOID - Poor risk-adjusted score
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,59,81.18,0.098,0.653,2.07,0.026,0.28,104.8,72.55,52.98,59.36,19.33,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,59,70.0,-0.105,0.904,1.88,0.027,0.17,246.44,57.88,63.27,55.16,19.17,AVOID - Poor risk-adjusted score
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,59,69.6,0.031,0.468,0.77,0.011,0.07,249.61,44.31,32.57,33.82,19.13,AVOID - Poor risk-adjusted score
SPXC,"SPX Technologies, Inc.",United States,Industrials,Building Products & Equipment,59,69.46,0.054,0.572,1.23,0.018,0.07,252.83,66.78,39.73,42.42,19.05,AVOID - Poor risk-adjusted score
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,59,76.22,0.053,0.525,1.24,0.016,0.17,163.73,67.58,40.04,42.66,19.05,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,59,79.14,0.178,0.851,3.28,0.041,0.14,129.24,74.14,67.33,81.37,19.02,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,59,85.11,-0.056,0.55,1.29,0.015,0.05,59.51,46.02,46.82,43.55,19.0,AVOID - Poor risk-adjusted score
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,59,88.61,0.089,0.578,2.0,0.023,0.05,33.9,66.13,51.25,56.87,18.98,AVOID - Poor risk-adjusted score
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,59,77.58,0.079,0.606,1.72,0.022,0.14,146.42,68.72,47.0,51.56,18.97,AVOID - Poor risk-adjusted score
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,59,77.59,-0.02,0.388,0.55,0.007,0.17,144.92,44.38,30.09,29.34,18.97,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,59,45.69,0.052,0.776,1.0,0.022,0.21,679.0,75.23,35.44,37.71,18.9,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,59,94.03,0.189,0.767,3.67,0.039,0.19,14.02,72.89,72.11,87.98,18.83,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,59,80.3,0.083,0.598,1.83,0.023,0.09,115.56,67.38,47.98,52.88,18.71,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,59,73.26,0.16,0.849,2.96,0.04,0.05,200.47,72.46,62.2,74.04,18.68,AVOID - Poor risk-adjusted score
GTM,ZoomInfo Technologies Inc.,United States,Technology,Software - Application,35,62.14,-0.045,0.518,0.64,0.01,0.24,372.0,49.23,32.2,30.38,18.57,AVOID - Poor risk-adjusted score
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,59,86.84,0.024,0.349,0.69,0.008,0.16,43.85,42.77,30.29,31.19,18.46,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,59,61.74,0.035,0.52,0.82,0.013,0.09,382.76,65.99,32.08,33.46,18.43,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,59,52.52,0.066,0.746,1.3,0.025,0.03,546.44,70.57,39.15,42.36,18.39,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,59,62.58,-0.041,0.587,0.9,0.014,0.02,367.47,46.5,36.72,34.86,18.32,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,59,69.5,-0.096,0.832,1.8,0.026,0.24,252.95,57.22,57.86,51.03,18.25,AVOID - Poor risk-adjusted score
VRT,Vertiv Holdings Co,United States,Industrials,Electrical Equipment & Parts,59,78.93,0.091,0.617,1.97,0.025,0.03,131.64,66.69,48.66,54.1,18.21,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,59,70.65,-0.089,0.786,1.72,0.024,0.0,236.76,51.15,55.53,49.42,18.19,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,59,90.13,-0.125,0.804,2.38,0.026,0.09,26.71,53.19,72.44,61.45,18.18,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,59,58.59,-0.066,0.77,1.28,0.022,0.1,447.56,52.99,45.12,41.43,18.18,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,59,54.43,-0.055,0.746,1.08,0.02,0.02,516.81,50.73,40.59,37.83,18.17,AVOID - Poor risk-adjusted score
NUE,Nucor Corporation,United States,Basic Materials,Steel,59,54.81,0.125,0.925,2.22,0.04,0.07,510.41,75.08,50.69,58.39,18.14,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,59,47.54,0.067,0.802,1.28,0.027,0.26,643.32,76.54,38.12,41.3,18.11,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,59,55.19,-0.058,0.754,1.14,0.021,0.03,503.12,51.26,41.63,38.63,18.07,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,59,60.87,-0.094,0.895,1.69,0.028,0.4,401.44,62.01,54.48,48.21,17.93,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,59,55.16,0.049,0.627,1.05,0.019,0.07,503.83,68.3,34.61,36.71,17.92,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,59,60.85,0.146,0.906,2.62,0.043,0.05,397.66,73.92,55.13,64.78,17.91,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,59,69.99,0.081,0.635,1.73,0.025,0.09,244.88,68.29,44.42,48.86,17.89,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,59,89.16,0.133,0.652,2.81,0.032,0.1,31.73,68.47,58.12,67.45,17.71,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,59,46.58,-0.062,0.877,1.13,0.024,0.17,660.08,57.34,40.86,37.71,17.7,AVOID - Poor risk-adjusted score
ANF,Abercrombie & Fitch Co.,United States,Consumer Cyclical,Apparel Retail,59,59.71,0.093,0.752,1.83,0.031,0.09,421.02,71.23,44.91,50.04,17.7,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,59,89.77,-0.087,0.633,1.87,0.021,0.03,27.9,47.59,56.79,50.69,17.66,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,59,57.57,0.06,0.646,1.26,0.022,0.1,463.83,69.24,37.17,39.92,17.64,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,59,65.66,-0.065,0.682,1.34,0.02,0.05,310.71,49.46,44.79,41.19,17.63,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,59,66.56,-0.091,0.806,1.72,0.026,0.17,295.71,55.03,53.62,47.65,17.53,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,59,76.1,-0.055,0.558,1.26,0.017,0.02,164.59,45.42,42.43,39.52,17.5,AVOID - Poor risk-adjusted score
EME,"EMCOR Group, Inc.",United States,Industrials,Engineering & Construction,59,75.81,0.062,0.525,1.45,0.019,0.03,169.22,64.51,39.76,42.81,17.46,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,59,69.59,0.074,0.602,1.62,0.023,0.03,250.58,66.42,41.9,45.72,17.45,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,59,71.1,-0.06,0.614,1.31,0.018,0.03,228.71,47.25,43.62,40.35,17.44,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,59,65.07,0.085,0.669,1.76,0.027,0.02,324.34,67.72,43.57,48.11,17.41,AVOID - Poor risk-adjusted score
BWA,BorgWarner Inc.,United States,Consumer Cyclical,Auto Parts,59,51.97,0.107,0.873,1.95,0.038,0.21,555.29,76.59,45.38,51.31,17.4,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,59,45.21,0.051,0.732,1.02,0.023,0.02,687.56,70.03,33.09,35.21,17.39,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,59,84.54,0.146,0.697,2.98,0.035,0.12,72.03,69.8,58.92,69.23,17.39,AVOID - Poor risk-adjusted score
NOK,Nokia Oyj,Finland,Technology,Communication Equipment,59,59.75,-0.094,0.886,1.7,0.028,0.16,424.41,56.83,52.92,46.83,17.36,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,59,67.3,-0.075,0.712,1.51,0.022,0.02,284.14,49.45,47.89,43.47,17.34,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,59,88.88,0.06,0.457,1.52,0.017,0.02,31.83,42.36,40.66,43.7,17.34,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,59,86.52,-0.038,0.419,1.0,0.012,0.03,46.37,42.11,36.26,34.55,17.32,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,59,77.0,-0.068,0.609,1.48,0.019,0.1,153.22,48.41,46.87,42.93,17.31,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,59,74.56,-0.035,0.459,0.89,0.012,0.09,182.9,44.3,34.22,32.71,17.31,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,59,63.5,0.122,0.79,2.33,0.037,0.17,352.07,73.47,50.15,57.56,17.28,AVOID - Poor risk-adjusted score
BEN,"Franklin Resources, Inc.",United States,Financial Services,Asset Management,59,61.03,0.096,0.733,1.91,0.031,0.21,395.61,73.0,44.72,49.97,17.2,AVOID - Poor risk-adjusted score
LVS,Las Vegas Sands Corp.,United States,Consumer Cyclical,Resorts & Casinos,59,61.19,0.163,0.918,2.9,0.047,0.19,390.98,76.58,56.17,67.04,17.17,AVOID - Poor risk-adjusted score
CHRW,"C.H. Robinson Worldwide, Inc.",United States,Industrials,Integrated Freight & Logistics,59,55.22,0.105,0.819,1.98,0.036,0.02,502.86,71.34,45.25,51.07,17.14,AVOID - Poor risk-adjusted score
PATH,UiPath Inc.,United States,Technology,Software - Infrastructure,59,40.48,-0.056,0.913,1.0,0.025,0.12,762.42,57.32,36.96,34.37,17.14,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,59,68.3,-0.043,0.531,1.01,0.015,0.26,269.81,49.63,36.28,34.33,17.1,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,59,79.79,0.18,0.786,3.45,0.043,0.1,121.36,71.34,62.74,75.95,17.07,AVOID - Poor risk-adjusted score
