ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
SAP,SAP SE,Germany,Technology,Software - Application,63,82.15,-0.09,0.854,1.76,0.021,0.24,95.92,58.3,70.13,62.41,22.59,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,63,68.02,0.082,0.801,1.66,0.024,0.1,275.16,73.53,54.48,59.96,22.57,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,63,79.04,0.07,0.669,1.56,0.02,0.0,130.98,68.1,52.88,57.48,22.44,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,63,84.42,0.066,0.619,1.52,0.018,0.02,70.78,67.09,52.25,56.52,22.4,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,63,71.95,-0.05,0.69,1.1,0.015,0.16,216.43,52.4,49.66,46.55,22.13,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,63,71.37,-0.078,0.862,1.52,0.021,0.1,224.52,55.67,61.53,55.63,22.08,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,63,70.94,0.082,0.763,1.7,0.024,0.05,230.84,71.46,54.13,59.59,22.04,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,63,82.99,-0.078,0.769,1.62,0.02,0.06,85.44,52.4,63.8,57.63,21.96,WATCH - Monitor for opportunity
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,63,81.6,0.041,0.518,1.03,0.013,0.0,101.33,64.27,42.26,44.42,21.83,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,63,78.1,0.06,0.616,1.38,0.018,0.1,140.29,68.64,48.09,51.65,21.7,WATCH - Monitor for opportunity
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,63,77.55,-0.02,0.445,0.56,0.007,0.16,145.52,45.85,34.48,33.6,21.58,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,63,72.63,0.052,0.616,1.21,0.017,0.0,207.19,66.8,44.71,47.6,21.57,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,63,83.68,0.084,0.671,1.87,0.022,0.16,78.0,71.12,56.14,61.98,21.57,WATCH - Monitor for opportunity
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,63,88.95,0.046,0.497,1.19,0.013,0.05,31.56,44.56,44.24,46.78,21.4,WATCH - Monitor for opportunity
AMZN,"Amazon.com, Inc.",United States,Consumer Cyclical,Internet Retail,63,80.11,0.013,0.364,0.4,0.005,0.0,119.17,40.42,29.15,29.63,21.21,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,63,58.94,-0.056,0.821,1.13,0.019,0.0,440.24,52.72,48.41,45.01,21.11,WATCH - Monitor for opportunity
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,63,68.48,0.068,0.695,1.48,0.022,0.16,267.48,71.9,47.57,51.57,20.77,WATCH - Monitor for opportunity
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,63,86.89,0.024,0.39,0.69,0.008,0.18,43.62,44.45,33.86,34.86,20.63,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,63,50.62,0.059,0.822,1.18,0.023,0.1,582.35,74.27,41.61,44.64,20.51,WATCH - Monitor for opportunity
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,63,66.98,0.1,0.82,2.01,0.03,0.19,292.44,75.48,54.95,61.7,20.47,WATCH - Monitor for opportunity
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,63,79.88,0.12,0.776,2.47,0.031,0.03,120.97,70.82,61.97,70.97,20.44,WATCH - Monitor for opportunity
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,63,69.66,0.031,0.504,0.79,0.011,0.03,248.57,64.62,35.09,36.44,20.36,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,63,59.28,0.078,0.806,1.58,0.027,0.0,429.27,71.51,47.76,52.35,20.32,WATCH - Monitor for opportunity
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,63,81.41,0.101,0.706,2.19,0.027,0.32,102.41,74.95,57.5,64.63,20.25,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,63,60.47,0.103,0.89,1.99,0.033,0.02,405.94,73.71,53.79,60.59,20.25,WATCH - Monitor for opportunity
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,63,77.76,0.081,0.664,1.81,0.023,0.19,144.41,71.47,51.67,56.84,20.22,WATCH - Monitor for opportunity
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,63,88.78,0.089,0.625,2.05,0.023,0.06,33.02,67.73,55.47,61.55,20.19,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,63,66.0,-0.087,0.908,1.66,0.025,0.23,304.49,59.24,59.91,53.52,20.15,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,63,80.91,-0.074,0.708,1.59,0.02,0.1,109.6,51.2,57.25,52.05,20.1,WATCH - Monitor for opportunity
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,63,55.4,0.038,0.644,0.87,0.016,0.03,500.62,68.39,35.65,37.35,20.01,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,63,75.84,-0.047,0.59,1.11,0.015,0.06,168.13,47.51,44.71,42.1,19.97,AVOID - Poor risk-adjusted score
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,63,73.53,-0.072,0.75,1.52,0.021,0.11,195.89,52.7,55.17,50.24,19.96,AVOID - Poor risk-adjusted score
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,63,81.77,-0.051,0.579,1.23,0.015,0.19,100.08,49.73,47.32,44.3,19.89,AVOID - Poor risk-adjusted score
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,63,81.66,0.045,0.496,1.16,0.014,0.05,101.25,44.44,40.54,42.8,19.85,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,63,81.09,0.048,0.506,1.22,0.015,0.18,107.75,67.24,41.06,43.49,19.61,AVOID - Poor risk-adjusted score
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,63,76.29,0.05,0.539,1.23,0.016,0.13,162.94,67.15,41.15,43.69,19.59,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,63,89.69,-0.116,0.837,2.3,0.026,0.31,29.6,58.69,75.11,64.55,19.58,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,63,55.02,0.078,0.829,1.55,0.028,0.0,505.9,72.04,45.59,49.97,19.57,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,63,65.39,-0.082,0.859,1.6,0.025,0.27,316.0,58.81,56.18,50.53,19.42,AVOID - Poor risk-adjusted score
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,63,62.32,-0.062,0.773,1.29,0.021,0.03,372.33,51.77,48.2,44.46,19.4,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,63,89.02,0.062,0.519,1.57,0.018,0.05,31.19,64.79,46.22,49.78,19.4,AVOID - Poor risk-adjusted score
HWM,Howmet Aerospace Inc.,United States,Industrials,Aerospace & Defense,63,76.35,-0.051,0.596,1.2,0.016,0.03,161.46,46.94,45.47,42.59,19.35,AVOID - Poor risk-adjusted score
SKYW,"SkyWest, Inc.",United States,Industrials,Airlines,63,57.22,0.064,0.73,1.37,0.024,0.06,469.97,70.8,41.78,45.11,19.04,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,63,85.05,-0.052,0.542,1.27,0.015,0.08,60.3,46.38,46.12,43.16,19.0,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,63,94.35,0.184,0.79,3.76,0.04,0.21,13.38,73.89,74.5,90.51,19.0,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,63,47.84,0.031,0.648,0.7,0.015,0.18,636.67,71.55,31.03,32.22,18.99,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,63,74.5,-0.035,0.505,0.9,0.012,0.05,183.81,44.92,37.65,35.99,18.93,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,63,68.15,0.042,0.54,1.05,0.015,0.1,273.05,66.59,36.79,38.73,18.9,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,63,79.41,0.17,0.858,3.34,0.042,0.1,126.35,73.46,68.11,81.78,18.84,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,63,75.95,-0.059,0.628,1.35,0.018,0.05,166.48,48.04,47.73,44.24,18.83,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,63,80.4,0.077,0.598,1.81,0.022,0.08,114.76,67.3,48.08,52.65,18.75,AVOID - Poor risk-adjusted score
ROKU,"Roku, Inc.",United States,Communication Services,Entertainment,63,85.21,0.02,0.349,0.63,0.007,0.02,59.79,40.05,29.73,30.48,18.73,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,63,70.22,0.087,0.695,1.9,0.027,0.11,241.75,70.42,48.82,54.04,18.66,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,63,57.71,0.062,0.701,1.34,0.023,0.13,460.95,71.29,40.47,43.56,18.61,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,63,54.32,-0.054,0.777,1.12,0.021,0.0,518.86,51.25,42.21,39.36,18.55,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,63,69.8,-0.104,0.909,1.99,0.028,0.18,249.3,57.97,63.44,55.35,18.52,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,63,86.46,-0.036,0.445,0.99,0.011,0.02,47.29,42.52,38.46,36.72,18.47,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,63,45.76,0.048,0.76,1.0,0.022,0.16,677.51,73.83,34.78,36.87,18.39,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,63,58.49,-0.063,0.783,1.3,0.022,0.16,449.27,54.49,45.78,42.2,18.39,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,63,89.4,0.131,0.687,2.87,0.032,0.1,30.6,69.34,61.43,71.14,18.37,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,63,52.62,0.063,0.75,1.32,0.025,0.1,545.16,71.94,39.48,42.55,18.36,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,63,69.72,0.072,0.637,1.64,0.024,0.02,248.7,67.06,44.38,48.34,18.29,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,63,65.64,0.048,0.565,1.16,0.018,0.1,313.19,67.12,37.08,39.28,18.22,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,63,76.87,-0.067,0.651,1.52,0.02,0.13,154.73,50.14,50.05,45.88,18.22,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,63,69.72,-0.048,0.593,1.14,0.016,0.24,248.71,50.98,41.32,38.84,18.16,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,63,70.49,-0.088,0.804,1.78,0.025,0.03,239.14,52.24,56.69,50.56,18.16,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,63,89.63,-0.084,0.652,1.89,0.021,0.06,28.71,48.76,58.48,52.44,18.16,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,63,73.44,0.148,0.83,2.95,0.04,0.05,198.29,71.85,60.97,71.76,18.15,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,63,89.88,-0.125,0.833,2.5,0.028,0.1,28.51,54.13,74.84,63.47,18.13,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,63,55.12,-0.054,0.752,1.14,0.021,0.03,504.49,51.15,41.47,38.67,18.09,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,63,70.95,-0.064,0.667,1.42,0.02,0.06,231.0,49.3,47.32,43.59,18.05,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,63,65.5,-0.068,0.735,1.44,0.022,0.08,313.54,51.46,48.14,44.09,18.04,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,63,69.29,-0.097,0.859,1.91,0.028,0.26,255.81,58.17,59.53,52.42,18.0,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,63,65.31,0.091,0.727,1.93,0.03,0.08,320.48,70.46,47.47,52.76,17.99,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,63,84.84,0.147,0.74,3.11,0.037,0.15,69.3,71.43,62.76,73.82,17.95,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,63,47.62,0.063,0.797,1.28,0.027,0.18,641.49,74.77,37.96,40.93,17.93,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,63,67.15,-0.075,0.75,1.57,0.023,0.02,286.16,50.47,50.34,45.69,17.78,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,63,70.5,-0.066,0.672,1.45,0.021,0.11,237.19,50.35,47.36,43.52,17.73,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,63,45.3,0.05,0.755,1.05,0.023,0.02,685.73,70.64,34.18,36.32,17.7,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,63,61.77,0.031,0.496,0.8,0.013,0.08,382.17,45.2,30.63,31.81,17.69,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,63,61.07,0.14,0.908,2.68,0.044,0.03,393.03,73.5,55.46,64.8,17.63,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,63,66.4,-0.088,0.823,1.77,0.027,0.16,297.94,55.24,54.62,48.7,17.61,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,63,68.22,-0.042,0.553,1.03,0.015,0.24,270.83,49.91,37.72,35.74,17.61,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,United States,Consumer Defensive,Beverages - Wineries & Distilleries,63,62.88,0.059,0.614,1.37,0.022,0.16,359.05,69.49,38.64,41.46,17.52,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,63,46.5,-0.058,0.869,1.14,0.025,0.16,661.51,56.86,40.43,37.49,17.51,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,63,55.21,0.045,0.612,1.04,0.019,0.06,503.08,67.77,33.77,35.64,17.51,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,63,60.68,-0.094,0.912,1.8,0.03,0.37,405.17,61.83,55.36,48.95,17.5,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,United States,Industrials,Building Products & Equipment,63,71.95,-0.069,0.671,1.52,0.021,0.06,216.67,49.29,48.26,44.16,17.49,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",United States,Consumer Defensive,Tobacco,63,62.07,-0.037,0.558,0.89,0.014,0.05,377.24,46.25,34.61,33.02,17.43,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,63,63.71,0.119,0.812,2.4,0.038,0.18,348.1,74.14,51.73,59.19,17.42,AVOID - Poor risk-adjusted score
NUE,Nucor Corporation,United States,Basic Materials,Steel,63,54.94,0.115,0.89,2.21,0.04,0.06,508.35,73.97,48.89,55.71,17.37,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,United States,Industrials,Pollution & Treatment Controls,63,71.06,0.069,0.593,1.63,0.023,0.02,228.56,65.81,42.12,45.73,17.36,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",United States,Real Estate,REIT - Healthcare Facilities,63,61.39,0.055,0.603,1.28,0.021,0.11,389.56,68.27,37.02,39.53,17.36,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Singapore,Technology,Computer Hardware,63,63.47,0.078,0.675,1.72,0.027,0.27,348.97,73.04,42.86,46.96,17.29,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,63,62.55,-0.036,0.544,0.88,0.014,0.02,367.97,45.23,34.03,32.51,17.28,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,Biotechnology,63,86.83,0.15,0.711,3.23,0.037,0.08,52.38,69.21,61.69,72.74,17.18,AVOID - Poor risk-adjusted score
ZD,"Ziff Davis, Inc.",United States,Communication Services,Advertising Agencies,63,57.69,0.066,0.676,1.46,0.025,0.05,458.78,68.73,39.01,42.2,17.17,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,63,80.11,0.176,0.81,3.56,0.044,0.1,117.9,71.79,64.88,78.31,17.17,AVOID - Poor risk-adjusted score
BEN,"Franklin Resources, Inc.",United States,Financial Services,Asset Management,63,61.16,0.09,0.736,1.92,0.031,0.16,392.98,72.17,45.02,50.02,17.15,AVOID - Poor risk-adjusted score
