ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
UBER,"Uber Technologies, Inc.",United States,Technology,Software - Application,69,75.9,0.026,0.586,0.69,0.009,0.0,167.51,66.67,44.46,45.93,27.21,HOLD - Good fundamentals
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,69,93.84,-0.036,0.589,0.95,0.01,0.13,10.45,49.32,55.3,52.79,27.13,HOLD - Good fundamentals
GRMN,Garmin Ltd.,Switzerland,Technology,Scientific & Technical Instruments,69,90.83,0.096,0.824,2.11,0.023,0.06,23.0,73.57,74.83,83.65,26.92,HOLD - Good fundamentals
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,69,71.5,0.035,0.655,0.85,0.012,0.04,222.32,69.34,46.83,48.84,26.41,HOLD - Good fundamentals
JWN,Unknown,Unknown,Unknown,Unknown,28,44.68,-0.036,0.799,0.32,0.007,0.15,701.07,56.22,35.72,34.12,25.76,HOLD - Needs monitoring
RL,Ralph Lauren Corporation,United States,Consumer Cyclical,Apparel Manufacturing,69,76.26,0.07,0.797,1.57,0.021,0.24,163.38,76.57,60.81,66.09,25.74,HOLD - Good fundamentals
AEIS,"Advanced Energy Industries, Inc.",United States,Industrials,Electrical Equipment & Parts,69,76.58,0.06,0.744,1.4,0.018,0.16,159.41,73.73,56.98,61.26,25.56,HOLD - Good fundamentals
HOLX,"Hologic, Inc.",United States,Healthcare,Medical Instruments & Supplies,69,73.72,0.053,0.727,1.24,0.017,0.06,194.71,71.29,53.57,57.09,25.5,HOLD - Good fundamentals
KLIC,"Kulicke and Soffa Industries, Inc.",United States,Technology,Semiconductor Equipment & Materials,69,74.37,0.05,0.701,1.19,0.016,0.03,186.46,70.01,52.11,55.34,25.32,HOLD - Good fundamentals
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,69,77.48,-0.021,0.529,0.58,0.007,0.18,146.62,48.66,41.02,39.93,25.28,HOLD - Good fundamentals
CLS,Celestica Inc.,Canada,Technology,Electronic Components,69,72.66,0.065,0.791,1.46,0.02,0.18,206.3,75.25,57.47,62.11,25.25,HOLD - Good fundamentals
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,69,89.15,0.051,0.595,1.32,0.015,0.1,30.84,68.43,53.04,56.41,24.32,WATCH - Monitor for opportunity
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,69,64.92,0.041,0.702,0.97,0.015,0.06,324.23,70.73,45.57,47.9,24.26,WATCH - Monitor for opportunity
ELF,"e.l.f. Beauty, Inc.",United States,Consumer Defensive,Household & Personal Products,69,78.99,0.11,0.886,2.32,0.029,0.24,131.9,78.35,70.01,79.38,23.89,WATCH - Monitor for opportunity
ABNB,"Airbnb, Inc.",United States,Consumer Cyclical,Travel Services,69,86.15,0.07,0.682,1.68,0.02,0.1,53.01,70.55,58.72,63.79,23.76,WATCH - Monitor for opportunity
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,69,91.88,0.043,0.532,1.17,0.013,0.01,17.62,64.98,48.89,51.5,23.72,WATCH - Monitor for opportunity
VRSN,"VeriSign, Inc.",United States,Technology,Software - Infrastructure,69,74.16,-0.038,0.64,0.94,0.013,0.12,187.48,50.29,47.46,45.24,23.35,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,69,84.57,0.062,0.648,1.53,0.018,0.01,69.45,67.93,54.84,59.06,23.3,WATCH - Monitor for opportunity
CTSH,Cognizant Technology Solutions Corporation,United States,Technology,Information Technology Services,69,76.57,-0.073,0.854,1.57,0.021,0.19,158.74,57.4,65.43,59.53,23.14,WATCH - Monitor for opportunity
FSLR,"First Solar, Inc.",United States,Technology,Solar,69,73.39,0.103,0.885,2.18,0.03,0.13,199.32,76.23,64.97,73.16,23.0,WATCH - Monitor for opportunity
NICE,NICE Ltd.,Israel,Technology,Software - Application,69,80.71,-0.024,0.495,0.69,0.009,0.04,112.51,44.88,39.95,38.74,22.96,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,69,71.8,-0.051,0.737,1.19,0.017,0.18,218.57,54.0,52.93,49.57,22.67,WATCH - Monitor for opportunity
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,69,85.03,0.057,0.61,1.45,0.017,0.21,64.36,70.71,51.87,55.54,22.64,WATCH - Monitor for opportunity
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,69,86.94,0.022,0.426,0.68,0.008,0.22,43.36,46.42,37.07,38.1,22.64,WATCH - Monitor for opportunity
FIX,"Comfort Systems USA, Inc.",United States,Industrials,Engineering & Construction,69,80.67,0.093,0.776,2.11,0.026,0.06,112.01,71.82,62.57,69.75,22.4,WATCH - Monitor for opportunity
SAP,SAP SE,Germany,Technology,Software - Application,69,81.91,-0.087,0.868,1.85,0.023,0.19,98.59,57.62,71.14,63.55,22.29,WATCH - Monitor for opportunity
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,69,81.36,0.058,0.624,1.46,0.018,0.22,104.87,71.34,50.76,54.41,22.13,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,69,83.88,0.08,0.698,1.91,0.023,0.13,76.26,71.31,58.55,64.34,22.1,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,69,68.15,0.073,0.777,1.64,0.024,0.15,272.86,73.84,52.95,57.7,21.86,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,69,79.15,0.062,0.648,1.54,0.019,0.03,129.96,68.09,51.31,55.26,21.79,WATCH - Monitor for opportunity
ANSS,Unknown,Unknown,Unknown,Unknown,68,81.97,0.016,0.393,0.51,0.006,0.04,98.66,42.06,32.21,32.86,21.78,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,69,71.14,-0.077,0.883,1.63,0.023,0.12,227.75,56.56,62.84,56.88,21.64,WATCH - Monitor for opportunity
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,69,69.74,0.03,0.537,0.8,0.012,0.0,247.42,64.95,37.44,38.82,21.54,WATCH - Monitor for opportunity
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,69,89.24,0.065,0.595,1.67,0.019,0.07,30.48,67.47,53.13,57.38,21.53,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,69,71.09,0.074,0.75,1.71,0.024,0.04,228.84,70.98,53.33,58.22,21.51,WATCH - Monitor for opportunity
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,69,89.05,0.089,0.681,2.14,0.024,0.06,31.84,69.19,60.62,67.24,21.39,WATCH - Monitor for opportunity
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,69,68.68,0.067,0.732,1.56,0.023,0.12,264.42,72.05,50.29,54.46,21.27,WATCH - Monitor for opportunity
AFRM,"Affirm Holdings, Inc.",United States,Technology,Software - Infrastructure,69,61.98,0.062,0.767,1.41,0.023,0.22,377.3,75.14,47.51,51.16,21.24,WATCH - Monitor for opportunity
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,69,81.78,0.044,0.535,1.19,0.014,0.07,100.28,66.07,43.76,46.13,21.11,WATCH - Monitor for opportunity
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,69,81.71,0.101,0.759,2.31,0.028,0.34,99.49,76.71,62.03,69.71,21.04,WATCH - Monitor for opportunity
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,69,76.46,0.051,0.598,1.31,0.017,0.12,161.03,68.58,45.73,48.63,21.04,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,69,58.84,-0.051,0.805,1.14,0.019,0.03,442.36,52.81,47.37,44.36,20.76,WATCH - Monitor for opportunity
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,69,68.4,0.052,0.649,1.29,0.019,0.12,269.09,69.92,44.38,47.27,20.6,WATCH - Monitor for opportunity
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors,69,100.96,0.042,0.439,1.28,0.013,0.13,1.99,44.56,44.36,46.7,20.52,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,69,50.82,0.06,0.86,1.29,0.025,0.06,579.75,74.44,43.71,46.97,20.5,WATCH - Monitor for opportunity
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,69,47.95,0.032,0.717,0.74,0.016,0.22,635.04,74.36,34.36,35.71,20.48,WATCH - Monitor for opportunity
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,69,81.65,0.035,0.48,1.0,0.012,0.06,101.57,44.36,39.23,40.94,20.43,WATCH - Monitor for opportunity
HALO,"Halozyme Therapeutics, Inc.",United States,Healthcare,Biotechnology,69,78.49,0.033,0.487,0.95,0.012,0.32,135.78,49.87,38.23,39.82,20.42,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,69,82.9,-0.067,0.695,1.59,0.019,0.06,87.09,50.1,57.61,52.86,20.41,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,69,80.62,-0.079,0.775,1.79,0.022,0.06,113.09,52.22,62.51,56.4,20.2,WATCH - Monitor for opportunity
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,69,73.34,-0.07,0.778,1.58,0.022,0.1,198.3,53.23,57.04,52.1,20.18,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,69,59.55,0.081,0.841,1.75,0.029,0.06,424.58,73.47,50.09,55.07,20.02,WATCH - Monitor for opportunity
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,69,75.74,-0.062,0.704,1.46,0.019,0.04,169.19,50.07,53.32,49.25,20.02,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,69,75.75,-0.043,0.59,1.11,0.015,0.03,169.33,46.8,44.65,42.27,20.0,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,69,72.69,0.044,0.562,1.17,0.016,0.03,206.65,65.85,40.87,43.11,19.87,AVOID - Poor risk-adjusted score
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,69,60.78,0.103,0.913,2.16,0.035,0.03,399.87,74.42,55.46,62.48,19.8,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,69,65.9,0.057,0.668,1.38,0.021,0.15,309.28,70.88,43.99,47.09,19.79,AVOID - Poor risk-adjusted score
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,69,65.84,-0.079,0.886,1.66,0.025,0.24,306.9,58.76,58.32,52.67,19.78,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,69,69.54,-0.051,0.677,1.24,0.018,0.19,251.64,52.35,47.08,44.08,19.65,AVOID - Poor risk-adjusted score
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,69,55.46,0.034,0.629,0.85,0.015,0.07,499.88,68.8,34.87,36.35,19.64,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,69,86.38,-0.034,0.469,0.98,0.011,0.03,48.59,43.52,40.49,38.79,19.63,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,69,80.6,0.074,0.635,1.85,0.023,0.09,113.17,68.5,51.14,55.83,19.57,AVOID - Poor risk-adjusted score
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,69,80.06,0.105,0.741,2.43,0.03,0.0,119.77,69.2,59.33,66.94,19.52,AVOID - Poor risk-adjusted score
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,69,78.17,0.051,0.553,1.36,0.017,0.06,139.62,66.02,43.22,45.96,19.46,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,69,55.2,0.074,0.837,1.61,0.029,0.03,503.14,72.78,46.2,50.42,19.31,AVOID - Poor risk-adjusted score
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,69,78.24,0.1,0.73,2.32,0.03,0.24,139.48,73.63,57.1,64.07,19.28,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,69,89.34,-0.116,0.87,2.47,0.028,0.28,32.36,58.94,77.77,66.82,19.26,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,69,70.45,0.085,0.735,1.97,0.028,0.07,238.43,70.72,51.78,57.2,19.23,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,69,69.94,0.072,0.689,1.74,0.025,0.01,245.59,68.48,48.18,52.49,19.19,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,United States,Financial Services,Insurance - Diversified,69,76.14,0.033,0.473,0.96,0.013,0.24,164.87,47.64,36.03,37.52,19.13,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,69,89.79,0.131,0.74,3.04,0.034,0.12,28.91,71.16,66.41,76.92,19.06,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,69,57.93,0.064,0.752,1.47,0.025,0.12,456.83,72.38,43.58,47.04,19.03,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,69,94.78,0.174,0.808,3.86,0.041,0.18,12.65,73.7,76.59,92.27,19.0,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,69,65.23,-0.075,0.843,1.63,0.025,0.24,318.68,57.48,54.96,49.85,18.94,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,69,61.85,0.03,0.536,0.82,0.013,0.09,380.81,66.52,33.16,34.4,18.9,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,69,74.43,-0.032,0.501,0.9,0.012,0.04,184.84,44.7,37.28,35.79,18.81,AVOID - Poor risk-adjusted score
DECK,Deckers Outdoor Corporation,United States,Consumer Cyclical,Footwear & Accessories,69,85.43,0.019,0.351,0.63,0.007,0.06,58.45,40.96,29.96,30.66,18.79,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,69,55.34,0.045,0.669,1.09,0.02,0.09,501.23,69.87,37.02,39.07,18.73,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,69,89.45,-0.079,0.674,1.91,0.021,0.09,29.87,49.84,60.25,54.4,18.7,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,69,70.3,-0.065,0.726,1.53,0.022,0.1,240.29,51.67,51.05,46.91,18.54,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,69,79.79,0.159,0.863,3.42,0.043,0.09,122.33,73.36,68.83,81.86,18.53,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,69,70.73,-0.065,0.722,1.53,0.022,0.1,234.19,51.56,51.1,46.95,18.52,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,69,76.72,-0.063,0.665,1.54,0.02,0.13,156.72,50.59,51.04,47.04,18.51,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,69,85.25,0.145,0.782,3.26,0.038,0.21,65.91,73.76,66.7,78.27,18.37,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,69,65.65,0.096,0.789,2.15,0.033,0.04,314.83,71.26,51.78,57.88,18.35,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,69,54.19,-0.052,0.782,1.17,0.022,0.03,522.01,51.89,42.37,39.64,18.3,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,69,65.28,-0.069,0.783,1.56,0.024,0.07,317.51,52.56,51.1,46.71,18.25,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,United States,Consumer Defensive,Beverages - Wineries & Distilleries,69,63.05,0.058,0.654,1.43,0.023,0.15,355.72,70.31,41.26,44.23,18.23,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,69,55.01,-0.05,0.758,1.14,0.021,0.03,507.22,51.23,41.67,39.08,18.23,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,69,89.57,-0.12,0.851,2.59,0.029,0.1,30.64,54.7,76.25,65.13,18.13,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",United States,Real Estate,REIT - Healthcare Facilities,69,61.53,0.052,0.637,1.31,0.021,0.1,386.8,69.05,39.22,41.77,18.09,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,69,45.44,0.049,0.788,1.1,0.024,0.01,682.97,71.5,35.78,37.96,18.09,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,United States,Industrials,Building Products & Equipment,69,71.77,-0.067,0.71,1.59,0.022,0.06,219.16,50.27,50.95,46.72,18.07,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,United States,Industrials,Pollution & Treatment Controls,69,71.21,0.065,0.614,1.64,0.023,0.0,226.49,66.11,43.71,47.22,17.86,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Ireland,Consumer Cyclical,Internet Retail,69,84.85,0.119,0.701,2.83,0.033,0.15,68.28,70.64,59.49,68.09,17.78,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,69,67.01,-0.068,0.741,1.57,0.023,0.01,288.09,50.17,49.64,45.46,17.69,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,69,69.47,-0.106,0.929,2.18,0.031,0.13,253.78,57.37,64.52,56.2,17.67,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,69,68.13,-0.04,0.56,1.06,0.015,0.22,272.23,49.66,38.15,36.27,17.64,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,United States,Industrials,Specialty Business Services,69,76.63,-0.034,0.473,0.97,0.013,0.18,157.62,46.47,36.28,34.76,17.64,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,69,66.17,-0.085,0.843,1.85,0.028,0.18,301.84,56.02,55.78,49.92,17.51,AVOID - Poor risk-adjusted score
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,69,67.05,0.082,0.7,1.96,0.029,0.18,291.09,71.61,46.93,51.68,17.49,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,69,64.03,0.116,0.839,2.52,0.039,0.16,342.64,74.47,53.7,61.25,17.42,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,Biotechnology,69,87.15,0.14,0.728,3.26,0.037,0.06,50.16,69.28,63.49,74.15,17.39,AVOID - Poor risk-adjusted score
PHG,Koninklijke Philips N.V.,Netherlands,Healthcare,Medical Devices,69,46.88,0.052,0.76,1.19,0.025,0.1,654.96,72.33,35.63,37.93,17.34,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,69,70.36,-0.077,0.751,1.76,0.025,0.03,240.88,50.6,52.82,47.82,17.31,AVOID - Poor risk-adjusted score
CBOE,"Cboe Global Markets, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,69,81.5,-0.043,0.497,1.22,0.015,0.03,103.46,44.02,40.55,38.37,17.29,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,69,46.39,-0.053,0.856,1.15,0.025,0.18,663.64,56.73,39.7,37.07,17.25,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,69,73.66,0.13,0.79,2.91,0.039,0.01,195.97,70.04,58.18,67.29,17.22,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,69,61.38,0.132,0.908,2.75,0.045,0.03,386.87,73.34,55.73,64.58,17.22,AVOID - Poor risk-adjusted score
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,69,81.73,-0.042,0.489,1.2,0.015,0.15,100.94,46.15,39.99,37.89,17.21,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,69,58.4,-0.055,0.72,1.28,0.022,0.1,450.94,51.46,42.04,39.19,17.19,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,69,80.6,0.173,0.842,3.76,0.047,0.12,113.03,72.94,67.85,81.69,17.16,AVOID - Poor risk-adjusted score
FLS,Flowserve Corporation,United States,Industrials,Specialty Industrial Machinery,69,54.94,0.069,0.743,1.59,0.029,0.01,506.55,69.67,40.8,44.27,17.09,AVOID - Poor risk-adjusted score
NTAP,"NetApp, Inc.",United States,Technology,Software - Infrastructure,69,71.2,0.074,0.628,1.86,0.026,0.19,227.14,70.05,44.72,48.82,17.05,AVOID - Poor risk-adjusted score
ACGL,Arch Capital Group Ltd.,Bermuda,Financial Services,Insurance - Diversified,69,75.65,0.096,0.67,2.33,0.031,0.03,170.67,67.59,50.65,56.61,16.99,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,69,60.4,-0.094,0.931,1.94,0.032,0.37,410.75,62.07,56.22,49.74,16.93,AVOID - Poor risk-adjusted score
AMBA,"Ambarella, Inc.",United States,Technology,Semiconductor Equipment & Materials,69,50.46,0.064,0.763,1.46,0.029,0.06,587.14,71.17,38.48,41.53,16.89,AVOID - Poor risk-adjusted score
ANF,Abercrombie & Fitch Co.,United States,Consumer Cyclical,Apparel Retail,69,60.35,0.105,0.822,2.32,0.038,0.07,408.22,72.28,49.6,55.99,16.88,AVOID - Poor risk-adjusted score
MKSI,MKS Inc.,United States,Technology,Scientific & Technical Instruments,69,49.8,0.057,0.734,1.33,0.027,0.03,599.52,69.93,36.57,39.17,16.78,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,69,68.92,-0.104,0.89,2.19,0.032,0.29,261.09,59.39,61.31,53.53,16.77,AVOID - Poor risk-adjusted score
