ticker,CompanyName,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
FIZZ,National Beverage Corp.,Consumer Defensive,Beverages - Non-Alcoholic,57,83.61,-0.027,0.558,0.6,0.007,0.2,77.09,49.96,46.69,45.09,28.14,WATCH - Monitor for opportunity
CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,57,81.59,0.054,0.671,1.08,0.013,0.0,101.11,68.8,54.75,58.42,28.02,WATCH - Monitor for opportunity
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,57,90.37,0.113,0.826,2.04,0.023,0.04,24.74,73.25,74.69,84.93,27.95,WATCH - Monitor for opportunity
ANSS,"ANSYS, Inc.",Technology,Software - Application,57,81.94,0.024,0.511,0.55,0.007,0.05,98.18,65.73,41.87,43.11,27.85,WATCH - Monitor for opportunity
ADBE,Adobe Inc.,Technology,Software - Application,57,79.67,-0.045,0.7,0.89,0.011,0.16,123.19,53.08,55.74,52.59,27.77,WATCH - Monitor for opportunity
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,57,73.51,0.066,0.777,1.24,0.017,0.11,197.68,73.76,57.1,61.79,27.59,WATCH - Monitor for opportunity
UBER,"Uber Technologies, Inc.",Technology,Software - Application,57,75.79,0.033,0.593,0.7,0.009,0.0,168.74,66.85,44.91,46.75,27.46,WATCH - Monitor for opportunity
DT,"Dynatrace, Inc.",Technology,Software - Application,57,85.23,-0.025,0.52,0.57,0.007,0.07,57.79,46.36,44.3,42.92,27.39,WATCH - Monitor for opportunity
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,57,84.86,0.08,0.723,1.54,0.018,0.14,65.53,72.73,61.36,67.41,26.49,WATCH - Monitor for opportunity
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,57,74.29,-0.051,0.747,0.98,0.013,0.09,185.7,52.89,55.5,51.96,26.3,WATCH - Monitor for opportunity
CLS,Celestica Inc.,Technology,Electronic Components,57,72.37,0.079,0.798,1.45,0.02,0.16,209.81,75.14,57.72,63.31,25.87,WATCH - Monitor for opportunity
JWN,Unknown,Unknown,Unknown,28,44.68,-0.036,0.799,0.32,0.007,0.15,701.07,56.22,35.72,34.12,25.76,WATCH - Monitor for opportunity
PAYC,"Paycom Software, Inc.",Technology,Software - Application,57,90.21,-0.053,0.638,1.09,0.012,0.16,25.02,51.15,57.56,53.78,25.73,WATCH - Monitor for opportunity
VICR,Vicor Corporation,Technology,Electronic Components,57,78.31,0.047,0.616,0.98,0.013,0.04,137.16,67.94,48.24,51.06,25.72,WATCH - Monitor for opportunity
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,57,75.85,0.071,0.727,1.38,0.018,0.29,168.19,75.71,55.14,60.0,25.25,WATCH - Monitor for opportunity
CIEN,Ciena Corporation,Technology,Communication Equipment,57,76.73,0.065,0.682,1.29,0.017,0.11,157.21,70.92,52.32,56.51,24.7,AVOID - Poor risk-adjusted score
BIO,"Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,57,64.73,0.049,0.702,0.95,0.015,0.09,328.4,71.37,45.44,48.19,24.66,AVOID - Poor risk-adjusted score
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,57,85.85,0.086,0.693,1.71,0.02,0.02,55.65,69.15,59.48,65.8,24.31,AVOID - Poor risk-adjusted score
FFIV,"F5, Inc.",Technology,Software - Infrastructure,57,91.72,0.055,0.548,1.23,0.013,0.12,17.82,67.62,50.3,53.75,24.15,AVOID - Poor risk-adjusted score
ON,ON Semiconductor Corporation,Technology,Semiconductors,57,67.88,0.093,0.835,1.67,0.025,0.11,277.81,74.73,56.68,63.15,23.62,AVOID - Poor risk-adjusted score
FSLR,"First Solar, Inc.",Technology,Solar,57,72.83,0.111,0.852,1.99,0.027,0.11,205.89,74.96,62.02,70.44,23.59,AVOID - Poor risk-adjusted score
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,57,76.24,0.063,0.653,1.27,0.017,0.12,163.6,70.4,49.75,53.6,23.58,AVOID - Poor risk-adjusted score
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,57,76.94,-0.083,0.845,1.48,0.019,0.2,154.02,57.36,65.03,58.4,23.55,AVOID - Poor risk-adjusted score
MMSI,"Merit Medical Systems, Inc.",Healthcare,Medical Instruments & Supplies,57,72.03,-0.06,0.747,1.13,0.016,0.14,215.54,53.69,53.8,49.83,23.36,AVOID - Poor risk-adjusted score
AFRM,"Affirm Holdings, Inc.",Technology,Software - Infrastructure,57,61.72,0.077,0.828,1.4,0.023,0.23,382.25,77.23,51.12,56.0,23.36,AVOID - Poor risk-adjusted score
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,57,80.26,0.112,0.788,2.08,0.026,0.0,115.84,71.05,63.24,71.87,23.35,AVOID - Poor risk-adjusted score
SKYW,"SkyWest, Inc.",Industrials,Airlines,57,57.13,0.077,0.866,1.36,0.024,0.04,471.88,74.3,49.47,54.18,22.91,AVOID - Poor risk-adjusted score
SAP,SAP SE,Technology,Software - Application,57,82.41,-0.09,0.816,1.65,0.02,0.27,92.95,57.83,67.22,59.75,22.57,AVOID - Poor risk-adjusted score
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,57,71.54,-0.084,0.868,1.49,0.021,0.12,222.39,56.46,62.11,55.65,22.35,AVOID - Poor risk-adjusted score
GE,GE Aerospace,Industrials,Aerospace & Defense,57,78.9,0.078,0.664,1.57,0.02,0.0,132.63,67.92,52.36,57.39,22.33,AVOID - Poor risk-adjusted score
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,57,80.58,0.114,0.765,2.15,0.027,0.09,112.96,72.06,61.62,70.18,22.3,AVOID - Poor risk-adjusted score
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,57,70.76,0.089,0.755,1.69,0.024,0.02,233.49,70.63,53.44,59.29,22.08,AVOID - Poor risk-adjusted score
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,57,88.87,0.053,0.514,1.22,0.014,0.02,31.96,64.4,45.65,48.65,21.95,AVOID - Poor risk-adjusted score
DFS,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,AVOID - Poor risk-adjusted score
DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,57,62.39,-0.077,0.89,1.34,0.021,0.11,371.12,56.69,55.51,50.26,21.5,AVOID - Poor risk-adjusted score
INFY,Infosys Limited,Technology,Information Technology Services,57,83.2,-0.082,0.734,1.57,0.019,0.07,82.86,51.56,61.08,54.92,21.36,AVOID - Poor risk-adjusted score
SPXC,"SPX Technologies, Inc.",Industrials,Building Products & Equipment,57,69.46,0.061,0.64,1.25,0.018,0.07,252.95,68.82,44.42,47.76,21.25,AVOID - Poor risk-adjusted score
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,57,94.07,-0.036,0.441,0.88,0.009,0.16,9.35,45.51,41.49,39.65,21.08,AVOID - Poor risk-adjusted score
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,57,77.95,0.062,0.584,1.34,0.017,0.11,141.93,67.95,45.55,49.07,20.94,AVOID - Poor risk-adjusted score
DXCM,"DexCom, Inc.",Healthcare,Medical Devices,57,79.63,0.133,0.784,2.47,0.031,0.04,123.49,71.14,62.45,72.46,20.88,AVOID - Poor risk-adjusted score
NEM,Newmont Corporation,Basic Materials,Gold,57,83.48,0.091,0.643,1.86,0.022,0.18,79.79,70.64,53.7,59.68,20.88,AVOID - Poor risk-adjusted score
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductor Equipment & Materials,57,73.97,0.036,0.497,0.84,0.011,0.04,191.09,44.49,36.77,38.42,20.86,AVOID - Poor risk-adjusted score
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,57,59.1,-0.057,0.781,1.07,0.018,0.0,437.33,51.64,46.18,42.9,20.76,AVOID - Poor risk-adjusted score
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,57,66.73,0.107,0.813,1.96,0.029,0.23,296.79,76.09,54.23,61.34,20.73,AVOID - Poor risk-adjusted score
ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,57,60.13,0.1,0.854,1.78,0.03,0.04,412.7,73.37,51.36,57.67,20.71,AVOID - Poor risk-adjusted score
OKTA,"Okta, Inc.",Technology,Software - Infrastructure,57,81.25,-0.059,0.616,1.25,0.015,0.14,105.7,49.8,50.04,46.35,20.63,AVOID - Poor risk-adjusted score
FND,"Floor & Decor Holdings, Inc.",Consumer Cyclical,Home Improvement Retail,57,50.43,0.057,0.786,1.06,0.021,0.11,585.39,73.63,39.66,42.48,20.62,AVOID - Poor risk-adjusted score
GDDY,GoDaddy Inc.,Technology,Software - Infrastructure,57,66.19,-0.095,0.921,1.63,0.025,0.27,301.86,60.54,60.99,53.89,20.53,AVOID - Poor risk-adjusted score
CBRE,"CBRE Group, Inc.",Real Estate,Real Estate Services,57,55.33,0.043,0.659,0.88,0.016,0.0,501.88,68.16,36.44,38.41,20.41,AVOID - Poor risk-adjusted score
YELP,Yelp Inc.,Communication Services,Internet Content & Information,57,84.23,0.066,0.551,1.47,0.017,0.02,72.82,65.13,46.38,50.2,20.29,AVOID - Poor risk-adjusted score
BOOT,"Boot Barn Holdings, Inc.",Consumer Cyclical,Apparel Retail,57,72.49,0.054,0.568,1.18,0.016,0.04,208.96,66.14,41.18,43.93,20.2,AVOID - Poor risk-adjusted score
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,57,59.02,0.074,0.748,1.42,0.024,0.0,434.37,70.05,44.17,48.23,19.97,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Consumer Cyclical,Footwear & Accessories,57,90.06,-0.113,0.786,2.09,0.023,0.3,27.19,57.33,70.79,61.07,19.75,AVOID - Poor risk-adjusted score
EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,57,71.23,0.028,0.45,0.68,0.01,0.11,225.7,44.67,32.03,33.15,19.67,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,Communication Services,Entertainment,57,54.78,0.078,0.795,1.43,0.026,0.0,509.72,71.24,43.57,47.75,19.62,AVOID - Poor risk-adjusted score
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,57,76.46,-0.057,0.605,1.2,0.016,0.04,160.25,47.3,46.27,43.01,19.56,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,Technology,Software - Infrastructure,57,65.63,-0.083,0.823,1.5,0.023,0.23,312.0,57.05,54.01,48.51,19.42,AVOID - Poor risk-adjusted score
BLK,"BlackRock, Inc.",Financial Services,Asset Management,57,81.57,0.049,0.483,1.16,0.014,0.09,102.14,44.84,39.38,41.79,19.32,AVOID - Poor risk-adjusted score
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,57,81.89,-0.056,0.563,1.22,0.015,0.18,98.7,48.97,46.11,42.92,19.3,AVOID - Poor risk-adjusted score
HEI,HEICO Corporation,Industrials,Aerospace & Defense,57,75.95,-0.05,0.567,1.1,0.014,0.04,166.86,46.29,43.08,40.4,19.27,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",Technology,Information Technology Services,57,70.09,-0.107,0.902,1.85,0.026,0.14,245.18,57.26,63.2,54.94,19.25,AVOID - Poor risk-adjusted score
URBN,"Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,57,69.58,0.032,0.469,0.76,0.011,0.07,250.09,44.4,32.62,33.91,19.25,AVOID - Poor risk-adjusted score
GILD,"Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,57,73.78,-0.068,0.673,1.37,0.019,0.16,192.79,51.54,49.63,45.43,19.15,AVOID - Poor risk-adjusted score
AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,57,68.27,0.066,0.616,1.39,0.02,0.14,271.16,69.31,42.07,45.51,19.07,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Energy,Uranium,57,78.99,0.18,0.843,3.23,0.041,0.14,130.98,74.05,66.57,80.62,19.06,AVOID - Poor risk-adjusted score
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,57,76.19,0.055,0.525,1.25,0.016,0.18,164.14,67.7,40.03,42.77,19.02,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Healthcare,Diagnostics & Research,57,47.78,0.034,0.644,0.69,0.015,0.23,638.39,72.51,30.77,32.07,18.92,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,Technology,Software - Application,57,73.15,0.166,0.851,2.95,0.04,0.05,201.81,72.58,62.28,74.49,18.84,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,57,55.14,0.052,0.659,1.06,0.019,0.07,504.12,69.28,36.36,38.73,18.78,AVOID - Poor risk-adjusted score
SSRM,SSR Mining Inc.,Basic Materials,Gold,57,81.05,0.095,0.618,2.0,0.025,0.25,106.14,71.09,50.13,55.99,18.69,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",Communication Services,Internet Content & Information,57,93.86,0.191,0.752,3.62,0.039,0.16,14.37,71.92,70.59,86.26,18.68,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,57,45.64,0.052,0.759,0.98,0.021,0.21,680.3,74.9,34.62,36.85,18.65,AVOID - Poor risk-adjusted score
MU,"Micron Technology, Inc.",Technology,Semiconductors,57,77.51,0.08,0.593,1.71,0.022,0.11,147.09,67.74,46.0,50.55,18.64,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,Technology,Electronic Components,57,80.25,0.086,0.595,1.83,0.023,0.12,116.04,68.06,47.74,52.8,18.63,AVOID - Poor risk-adjusted score
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment & Parts,57,78.89,0.096,0.631,1.99,0.025,0.0,132.09,66.42,49.81,55.68,18.63,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,57,85.15,-0.058,0.54,1.29,0.015,0.05,59.02,45.75,45.98,42.68,18.6,AVOID - Poor risk-adjusted score
ANF,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,57,59.54,0.085,0.743,1.63,0.027,0.05,424.44,70.62,44.23,48.87,18.59,AVOID - Poor risk-adjusted score
EME,"EMCOR Group, Inc.",Industrials,Engineering & Construction,57,75.79,0.067,0.558,1.47,0.019,0.04,169.4,65.51,42.28,45.78,18.51,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",Industrials,Engineering & Construction,57,61.72,0.036,0.522,0.82,0.013,0.05,383.26,65.41,32.23,33.68,18.5,AVOID - Poor risk-adjusted score
NUE,Nucor Corporation,Basic Materials,Steel,57,54.72,0.129,0.927,2.2,0.04,0.11,511.89,75.94,50.73,58.62,18.33,AVOID - Poor risk-adjusted score
JOYY,JOYY Inc.,Communication Services,Internet Content & Information,57,80.01,-0.04,0.469,0.95,0.012,0.04,119.21,43.59,37.52,35.66,18.26,AVOID - Poor risk-adjusted score
UL,Unilever PLC,Consumer Defensive,Household & Personal Products,57,58.63,-0.069,0.776,1.28,0.022,0.14,446.75,53.94,45.47,41.62,18.25,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,Consumer Cyclical,Restaurants,57,69.58,-0.098,0.824,1.77,0.025,0.29,251.81,57.88,57.32,50.46,18.21,AVOID - Poor risk-adjusted score
KGC,Kinross Gold Corporation,Basic Materials,Gold,57,88.51,0.088,0.549,1.96,0.022,0.02,34.37,64.62,48.61,53.9,18.19,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,57,90.27,-0.124,0.785,2.31,0.026,0.05,25.91,52.05,70.82,60.16,18.18,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",Technology,Information Technology Services,57,60.97,-0.093,0.884,1.63,0.027,0.38,399.54,61.34,53.88,47.72,18.15,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Financial Services,Capital Markets,57,47.49,0.069,0.799,1.27,0.027,0.27,644.42,76.64,37.94,41.19,18.12,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",Consumer Cyclical,Apparel Retail,57,52.45,0.065,0.72,1.26,0.024,0.04,547.75,69.92,37.78,40.82,18.06,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,57,70.73,-0.09,0.772,1.69,0.024,0.04,235.54,51.48,54.58,48.53,18.04,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power Producers,57,60.72,0.148,0.901,2.57,0.042,0.09,400.39,74.58,54.7,64.39,18.04,AVOID - Poor risk-adjusted score
SHEL,Shell plc,Energy,Oil & Gas Integrated,57,54.48,-0.055,0.725,1.06,0.019,0.02,515.84,50.15,39.48,36.8,17.88,AVOID - Poor risk-adjusted score
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,57,86.55,0.034,0.379,0.91,0.011,0.05,46.53,41.39,32.8,34.2,17.87,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,57,55.24,-0.059,0.74,1.12,0.02,0.0,502.3,50.16,40.87,37.89,17.86,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,Technology,Software - Infrastructure,57,46.62,-0.065,0.886,1.13,0.024,0.18,659.49,57.74,41.33,38.01,17.84,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",Technology,Solar,57,62.62,-0.041,0.567,0.9,0.014,0.02,366.93,45.95,35.53,33.72,17.79,AVOID - Poor risk-adjusted score
BWA,BorgWarner Inc.,Consumer Cyclical,Auto Parts,57,51.9,0.111,0.883,1.95,0.038,0.21,556.4,77.0,45.8,52.01,17.63,AVOID - Poor risk-adjusted score
NOK,Nokia Oyj,Technology,Communication Equipment,57,59.8,-0.099,0.906,1.7,0.029,0.2,423.6,58.26,54.19,47.64,17.61,AVOID - Poor risk-adjusted score
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,57,77.61,-0.02,0.357,0.54,0.007,0.14,144.56,42.86,27.68,27.0,17.51,AVOID - Poor risk-adjusted score
ZS,"Zscaler, Inc.",Technology,Software - Infrastructure,57,46.15,-0.067,0.895,1.17,0.025,0.14,669.84,57.18,41.31,37.88,17.48,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,Consumer Defensive,Beverages - Non-Alcoholic,57,66.63,-0.092,0.797,1.7,0.026,0.18,294.77,54.93,53.11,47.09,17.44,AVOID - Poor risk-adjusted score
MKSI,MKS Inc.,Technology,Scientific & Technical Instruments,57,49.47,0.057,0.698,1.13,0.023,0.04,604.42,69.38,34.55,37.01,17.38,AVOID - Poor risk-adjusted score
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,57,61.07,0.167,0.918,2.87,0.047,0.23,393.67,77.49,56.09,67.18,17.35,AVOID - Poor risk-adjusted score
PATH,UiPath Inc.,Technology,Software - Infrastructure,57,40.55,-0.056,0.903,0.97,0.024,0.09,761.44,56.5,36.63,34.09,17.33,AVOID - Poor risk-adjusted score
MOMO,Hello Group Inc.,Communication Services,Internet Content & Information,57,55.38,-0.022,0.49,0.53,0.009,0.02,499.12,44.12,27.16,26.4,17.3,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,Financial Services,Asset Management,57,89.84,-0.089,0.617,1.86,0.021,0.04,27.49,47.16,55.45,49.39,17.27,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",Technology,Software - Application,57,89.03,0.133,0.629,2.77,0.031,0.07,32.35,67.19,56.0,65.01,17.25,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,57,69.88,0.078,0.597,1.66,0.024,0.05,246.4,66.62,41.74,45.75,17.22,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",Technology,Software - Application,57,65.73,-0.064,0.657,1.31,0.02,0.05,309.68,48.78,43.17,39.72,17.21,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,57,63.38,0.123,0.776,2.3,0.036,0.14,354.18,72.53,49.21,56.54,17.16,AVOID - Poor risk-adjusted score
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Integrated Freight & Logistics,57,55.14,0.108,0.814,1.96,0.036,0.04,504.14,71.56,44.86,50.76,17.13,AVOID - Poor risk-adjusted score
PHG,Koninklijke Philips N.V.,Healthcare,Medical Devices,57,46.64,0.06,0.731,1.15,0.025,0.07,660.32,70.91,34.11,36.65,17.04,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",Industrials,Integrated Freight & Logistics,57,45.16,0.051,0.71,1.0,0.022,0.02,688.72,69.43,32.05,34.09,17.03,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,Basic Materials,Steel,57,57.5,0.059,0.617,1.23,0.021,0.11,465.21,68.5,35.47,38.06,17.03,AVOID - Poor risk-adjusted score
SE,Sea Limited,Consumer Cyclical,Internet Retail,57,86.82,0.024,0.321,0.69,0.008,0.14,44.0,41.71,27.9,28.73,17.03,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,57,67.38,-0.074,0.687,1.47,0.022,0.02,283.19,48.79,46.3,42.06,17.02,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,Communication Services,Advertising Agencies,57,84.38,0.145,0.671,2.91,0.034,0.09,73.51,68.48,56.65,66.48,17.01,AVOID - Poor risk-adjusted score
GTM,ZoomInfo Technologies Inc.,Technology,Software - Application,33,62.19,-0.043,0.463,0.6,0.01,0.25,370.94,47.93,28.81,27.26,17.01,AVOID - Poor risk-adjusted score
ANET,Arista Networks Inc,Technology,Computer Hardware,57,50.79,0.117,0.891,2.04,0.04,0.23,579.23,77.36,45.26,51.71,17.0,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,57,79.63,0.182,0.775,3.41,0.043,0.14,123.18,71.82,61.7,74.85,16.99,AVOID - Poor risk-adjusted score
FOXF,Fox Factory Holding Corp.,Consumer Cyclical,Auto Parts,57,39.46,0.058,0.826,1.06,0.027,0.0,777.61,72.1,32.59,34.96,16.98,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,57,71.2,-0.057,0.572,1.24,0.017,0.04,227.28,46.13,40.71,37.84,16.92,AVOID - Poor risk-adjusted score
AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,57,50.0,0.053,0.66,1.08,0.022,0.0,594.35,67.64,32.99,35.18,16.91,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,Communication Services,Internet Content & Information,57,64.96,0.081,0.635,1.68,0.026,0.02,326.19,66.8,41.22,45.36,16.91,AVOID - Poor risk-adjusted score
BEN,"Franklin Resources, Inc.",Financial Services,Asset Management,57,60.93,0.096,0.711,1.86,0.031,0.18,397.67,71.85,43.34,48.42,16.9,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,57,69.52,0.074,0.579,1.6,0.023,0.04,251.67,65.78,40.24,43.92,16.88,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Technology,Information Technology Services,57,77.07,-0.068,0.583,1.46,0.019,0.07,152.44,47.02,44.92,41.16,16.74,AVOID - Poor risk-adjusted score
