ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,60,64.8,0.049,0.733,0.98,0.015,0.07,326.93,71.82,47.48,50.35,25.41,HOLD - Good fundamentals
ABNB,"Airbnb, Inc.",United States,Consumer Cyclical,Travel Services,60,85.95,0.083,0.707,1.72,0.02,0.07,54.77,70.56,60.74,66.99,24.64,WATCH - Monitor for opportunity
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,60,91.76,0.052,0.544,1.21,0.013,0.1,17.78,67.03,49.91,53.11,24.02,WATCH - Monitor for opportunity
CTSH,Cognizant Technology Solutions Corporation,United States,Technology,Information Technology Services,60,76.83,-0.081,0.857,1.51,0.02,0.2,155.23,57.8,65.82,59.26,23.58,WATCH - Monitor for opportunity
FSLR,"First Solar, Inc.",United States,Technology,Solar,60,73.0,0.111,0.869,2.06,0.028,0.14,203.9,75.97,63.46,72.06,23.52,WATCH - Monitor for opportunity
AEIS,"Advanced Energy Industries, Inc.",United States,Industrials,Electrical Equipment & Parts,60,76.3,0.059,0.652,1.28,0.017,0.17,162.82,71.29,49.78,53.45,23.49,WATCH - Monitor for opportunity
AFRM,"Affirm Holdings, Inc.",United States,Technology,Software - Infrastructure,60,61.81,0.075,0.838,1.42,0.023,0.24,380.33,77.58,51.78,56.59,23.37,WATCH - Monitor for opportunity
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,60,94.0,-0.037,0.495,0.91,0.01,0.17,9.7,47.29,46.57,44.43,23.27,WATCH - Monitor for opportunity
FIX,"Comfort Systems USA, Inc.",United States,Industrials,Engineering & Construction,60,80.37,0.107,0.786,2.08,0.026,0.02,114.72,71.34,63.19,71.42,23.18,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,60,67.95,0.087,0.814,1.66,0.024,0.12,276.38,74.35,55.33,61.23,22.99,WATCH - Monitor for opportunity
KLIC,"Kulicke and Soffa Industries, Inc.",United States,Technology,Semiconductor Equipment & Materials,60,74.06,0.039,0.563,0.91,0.012,0.02,190.03,66.01,41.71,43.75,22.96,WATCH - Monitor for opportunity
SKYW,"SkyWest, Inc.",United States,Industrials,Airlines,60,57.23,0.076,0.875,1.4,0.024,0.05,469.73,74.82,50.08,54.76,22.8,WATCH - Monitor for opportunity
SAP,SAP SE,Germany,Technology,Software - Application,60,82.28,-0.09,0.836,1.7,0.021,0.24,94.45,57.75,68.75,61.16,22.64,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,60,72.0,-0.054,0.707,1.11,0.015,0.12,215.95,52.05,50.93,47.51,22.48,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,60,78.97,0.074,0.669,1.57,0.02,0.02,131.77,68.42,52.81,57.64,22.45,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,60,71.45,-0.081,0.867,1.5,0.021,0.12,223.37,56.29,61.98,55.8,22.28,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,60,70.86,0.086,0.767,1.7,0.024,0.03,232.02,71.3,54.38,60.15,22.24,WATCH - Monitor for opportunity
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,60,71.31,0.031,0.524,0.75,0.011,0.12,224.63,67.06,37.4,38.87,22.2,WATCH - Monitor for opportunity
SNPS,"Synopsys, Inc.",United States,Technology,Software - Infrastructure,60,80.67,0.107,0.752,2.13,0.026,0.14,112.02,72.62,60.65,68.56,21.89,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,60,83.08,-0.081,0.759,1.61,0.019,0.12,84.25,53.2,63.05,56.75,21.75,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,60,84.33,0.067,0.589,1.5,0.018,0.0,71.72,65.89,49.66,53.76,21.49,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,60,72.58,0.055,0.611,1.21,0.017,0.02,207.85,66.99,44.32,47.32,21.42,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,60,83.59,0.088,0.66,1.87,0.022,0.19,78.87,71.29,55.14,61.09,21.3,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,60,59.02,-0.057,0.805,1.1,0.019,0.02,438.9,52.61,47.49,44.13,21.01,WATCH - Monitor for opportunity
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,60,78.01,0.059,0.588,1.34,0.017,0.12,141.28,68.28,45.83,49.21,21.01,WATCH - Monitor for opportunity
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,60,88.9,0.048,0.485,1.19,0.013,0.03,31.78,43.88,43.11,45.68,20.83,WATCH - Monitor for opportunity
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,60,79.77,0.127,0.788,2.49,0.031,0.05,121.98,71.54,62.87,72.56,20.82,WATCH - Monitor for opportunity
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,60,62.34,-0.07,0.848,1.32,0.021,0.05,371.87,54.35,52.89,48.29,20.82,WATCH - Monitor for opportunity
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,60,66.87,0.105,0.826,2.0,0.03,0.22,294.27,76.19,55.22,62.29,20.78,WATCH - Monitor for opportunity
CIEN,Ciena Corporation,United States,Technology,Communication Equipment,60,76.95,0.076,0.645,1.65,0.021,0.15,154.8,70.27,49.66,54.34,20.53,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,60,50.52,0.057,0.798,1.1,0.022,0.12,584.02,74.11,40.29,43.13,20.5,WATCH - Monitor for opportunity
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,60,55.37,0.041,0.661,0.88,0.016,0.05,501.07,69.26,36.6,38.48,20.49,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,60,60.31,0.103,0.874,1.91,0.032,0.05,409.05,74.08,52.74,59.4,20.39,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,60,66.09,-0.091,0.918,1.65,0.025,0.25,303.25,60.15,60.7,53.9,20.35,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,60,59.15,0.076,0.782,1.49,0.025,0.02,431.75,71.27,46.24,50.57,20.33,WATCH - Monitor for opportunity
HWM,Howmet Aerospace Inc.,United States,Industrials,Aerospace & Defense,60,76.38,-0.056,0.633,1.21,0.016,0.02,161.07,47.74,48.36,45.01,20.32,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,60,75.89,-0.049,0.594,1.11,0.015,0.05,167.58,47.38,45.06,42.31,20.1,WATCH - Monitor for opportunity
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,60,81.82,-0.054,0.587,1.23,0.015,0.19,99.47,49.84,48.05,44.8,20.08,WATCH - Monitor for opportunity
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,60,68.37,0.067,0.657,1.43,0.021,0.15,269.38,70.67,44.92,48.65,20.01,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,60,81.07,-0.069,0.662,1.46,0.018,0.12,107.8,50.43,53.67,49.1,19.94,AVOID - Poor risk-adjusted score
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,60,69.62,0.031,0.487,0.78,0.011,0.05,249.25,44.52,33.93,35.26,19.83,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,60,89.87,-0.115,0.814,2.2,0.024,0.27,28.35,57.41,73.19,62.98,19.69,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,60,54.9,0.078,0.813,1.49,0.027,0.02,507.8,72.0,44.61,48.88,19.63,AVOID - Poor risk-adjusted score
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,60,77.58,-0.02,0.402,0.55,0.007,0.15,145.07,44.4,31.17,30.39,19.62,AVOID - Poor risk-adjusted score
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,60,81.24,0.099,0.668,2.11,0.026,0.29,104.18,73.21,54.26,60.86,19.6,AVOID - Poor risk-adjusted score
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,60,73.65,-0.071,0.717,1.46,0.02,0.14,194.42,52.25,52.84,48.17,19.59,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,60,65.51,-0.083,0.844,1.56,0.024,0.24,314.08,57.69,55.29,49.66,19.43,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,60,47.82,0.033,0.662,0.7,0.015,0.2,637.35,72.45,31.65,32.96,19.34,AVOID - Poor risk-adjusted score
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,60,81.61,0.046,0.482,1.15,0.014,0.07,101.78,44.4,39.3,41.55,19.34,AVOID - Poor risk-adjusted score
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,60,77.62,0.079,0.621,1.74,0.022,0.15,145.92,69.44,48.19,52.9,19.32,AVOID - Poor risk-adjusted score
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,60,88.65,0.089,0.591,2.01,0.023,0.03,33.67,66.14,52.39,58.14,19.31,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,60,69.96,-0.104,0.904,1.89,0.027,0.15,247.05,57.47,63.23,55.22,19.13,AVOID - Poor risk-adjusted score
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,60,76.24,0.052,0.527,1.24,0.016,0.15,163.55,67.23,40.14,42.72,19.11,AVOID - Poor risk-adjusted score
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,60,86.85,0.024,0.361,0.69,0.008,0.17,43.78,43.42,31.33,32.26,19.09,AVOID - Poor risk-adjusted score
GTM,ZoomInfo Technologies Inc.,United States,Technology,Software - Application,36,62.12,-0.045,0.531,0.64,0.01,0.2,372.42,48.91,32.99,31.15,19.03,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,60,45.72,0.052,0.785,1.01,0.022,0.22,678.37,75.75,35.89,38.19,19.01,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,60,85.09,-0.055,0.548,1.29,0.015,0.07,59.72,46.29,46.66,43.47,19.01,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,60,79.21,0.176,0.853,3.3,0.042,0.12,128.45,73.81,67.6,81.57,18.99,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,60,94.12,0.188,0.774,3.7,0.039,0.2,13.85,73.35,72.81,88.76,18.89,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,60,73.31,0.158,0.848,2.97,0.041,0.03,199.77,72.07,62.18,73.85,18.61,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,60,80.32,0.081,0.594,1.82,0.023,0.1,115.37,67.58,47.69,52.45,18.61,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,60,52.56,0.066,0.756,1.32,0.025,0.05,545.85,71.19,39.73,42.99,18.53,AVOID - Poor risk-adjusted score
HQY,"HealthEquity, Inc.",United States,Healthcare,Health Information Services,60,73.19,-0.047,0.559,1.08,0.015,0.12,200.27,47.66,40.9,38.52,18.5,AVOID - Poor risk-adjusted score
SPXC,"SPX Technologies, Inc.",United States,Industrials,Building Products & Equipment,60,69.46,0.052,0.554,1.22,0.018,0.08,252.65,66.55,38.45,40.95,18.47,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,60,54.4,-0.055,0.756,1.1,0.02,0.03,517.37,51.35,41.13,38.32,18.29,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,60,58.56,-0.065,0.774,1.28,0.022,0.12,448.05,53.39,45.31,41.65,18.24,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,60,69.45,-0.096,0.839,1.82,0.026,0.25,253.57,57.64,58.28,51.41,18.24,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,60,70.6,-0.09,0.796,1.74,0.025,0.02,237.5,51.74,56.17,49.97,18.2,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,60,62.57,-0.039,0.579,0.9,0.014,0.0,367.58,45.94,36.24,34.46,18.16,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,60,90.06,-0.126,0.812,2.42,0.027,0.1,27.2,53.72,73.17,62.03,18.16,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,60,70.05,0.083,0.652,1.77,0.025,0.1,244.08,69.07,45.69,50.35,18.15,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,60,47.56,0.066,0.802,1.28,0.027,0.24,642.78,76.12,38.16,41.3,18.1,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,60,55.17,-0.057,0.754,1.14,0.021,0.05,503.4,51.57,41.59,38.64,18.07,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,60,55.18,0.048,0.632,1.05,0.019,0.08,503.52,68.76,34.89,36.98,18.05,AVOID - Poor risk-adjusted score
NUE,Nucor Corporation,United States,Basic Materials,Steel,60,54.86,0.124,0.924,2.23,0.041,0.08,509.65,75.34,50.67,58.26,18.04,AVOID - Poor risk-adjusted score
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,60,88.92,0.061,0.475,1.53,0.017,0.03,31.68,43.21,42.26,45.47,17.94,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,60,57.6,0.06,0.661,1.28,0.022,0.12,463.07,69.97,38.07,40.91,17.92,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,60,76.06,-0.056,0.576,1.28,0.017,0.0,165.08,45.61,43.84,40.79,17.89,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,60,89.22,0.133,0.661,2.82,0.032,0.08,31.45,68.35,58.96,68.38,17.88,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,60,89.73,-0.087,0.642,1.88,0.021,0.05,28.13,48.18,57.6,51.44,17.86,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,60,60.91,0.145,0.908,2.64,0.043,0.07,396.37,74.26,55.29,64.9,17.85,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,60,60.82,-0.094,0.9,1.72,0.028,0.41,402.42,62.31,54.74,48.42,17.82,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,60,74.55,-0.035,0.472,0.89,0.012,0.07,183.15,44.33,35.21,33.65,17.77,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,60,65.62,-0.066,0.698,1.37,0.021,0.07,311.47,50.2,45.77,42.03,17.74,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,60,61.75,0.033,0.498,0.81,0.013,0.07,382.68,44.99,30.76,32.03,17.71,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,60,69.62,0.073,0.612,1.63,0.023,0.02,250.08,66.36,42.61,46.48,17.7,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,60,71.06,-0.062,0.632,1.35,0.019,0.05,229.38,48.09,44.92,41.48,17.67,AVOID - Poor risk-adjusted score
VRT,Vertiv Holdings Co,United States,Industrials,Electrical Equipment & Parts,60,78.94,0.087,0.596,1.96,0.025,0.02,131.55,65.76,47.09,52.14,17.64,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,60,65.13,0.086,0.685,1.8,0.028,0.03,323.43,68.47,44.62,49.34,17.62,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,60,46.56,-0.061,0.87,1.13,0.024,0.15,660.35,56.72,40.5,37.45,17.59,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,60,86.5,-0.037,0.425,0.99,0.011,0.02,46.6,41.93,36.72,35.01,17.57,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,60,66.52,-0.09,0.811,1.73,0.026,0.19,296.23,55.45,53.92,47.96,17.57,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,60,76.97,-0.068,0.62,1.49,0.019,0.12,153.57,49.04,47.73,43.73,17.56,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,60,84.61,0.146,0.708,3.01,0.036,0.1,71.32,69.72,59.9,70.39,17.55,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,60,45.24,0.052,0.743,1.04,0.023,0.03,686.97,70.66,33.59,35.75,17.55,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,60,68.27,-0.044,0.55,1.02,0.015,0.27,270.18,50.42,37.54,35.49,17.55,AVOID - Poor risk-adjusted score
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,60,80.95,0.041,0.429,1.08,0.013,0.2,109.22,45.6,34.71,36.48,17.54,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,60,67.26,-0.075,0.724,1.53,0.023,0.03,284.65,50.13,48.7,44.18,17.46,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,60,63.55,0.121,0.795,2.35,0.037,0.17,351.05,73.56,50.55,57.96,17.32,AVOID - Poor risk-adjusted score
BWA,BorgWarner Inc.,United States,Consumer Cyclical,Auto Parts,60,52.0,0.105,0.869,1.95,0.037,0.19,554.82,76.04,45.17,50.96,17.28,AVOID - Poor risk-adjusted score
BEN,"Franklin Resources, Inc.",United States,Financial Services,Asset Management,60,61.06,0.094,0.734,1.91,0.031,0.19,394.97,72.62,44.81,49.99,17.2,AVOID - Poor risk-adjusted score
NOK,Nokia Oyj,Finland,Technology,Communication Equipment,60,59.73,-0.091,0.87,1.69,0.028,0.14,424.65,55.97,51.94,46.14,17.16,AVOID - Poor risk-adjusted score
ANF,Abercrombie & Fitch Co.,United States,Consumer Cyclical,Apparel Retail,60,59.8,0.098,0.754,1.95,0.033,0.1,419.15,71.41,45.1,50.5,17.14,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,60,68.04,0.038,0.47,0.95,0.014,0.08,274.85,44.38,31.95,33.45,17.14,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,60,70.61,-0.064,0.632,1.4,0.02,0.07,235.48,48.34,44.64,41.09,17.13,AVOID - Poor risk-adjusted score
CHRW,"C.H. Robinson Worldwide, Inc.",United States,Industrials,Integrated Freight & Logistics,60,55.26,0.104,0.82,1.98,0.036,0.0,502.27,71.0,45.3,51.05,17.1,AVOID - Poor risk-adjusted score
CGNX,Cognex Corporation,United States,Technology,Scientific & Technical Instruments,60,79.86,0.178,0.791,3.47,0.043,0.12,120.52,71.76,63.16,76.36,17.09,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,60,69.83,-0.045,0.532,1.06,0.015,0.24,247.08,49.18,37.13,35.06,17.02,AVOID - Poor risk-adjusted score
