ticker,CompanyName,Country,Sector,Industry,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
VICR,Vicor Corporation,United States,Technology,Electronic Components,65,78.55,0.051,0.717,1.13,0.014,0.06,134.71,71.32,56.33,59.91,28.09,HOLD - Modest potential
NICE,NICE Ltd.,Israel,Technology,Software - Application,65,80.71,-0.029,0.608,0.71,0.009,0.02,112.23,47.67,49.04,47.25,27.69,HOLD - Good fundamentals
AZTA,"Azenta, Inc.",United States,Healthcare,Medical Instruments & Supplies,65,70.45,0.032,0.656,0.75,0.011,0.06,236.91,69.88,46.24,48.1,27.49,HOLD - Good fundamentals
GRMN,Garmin Ltd.,Switzerland,Technology,Scientific & Technical Instruments,65,90.68,0.101,0.827,2.08,0.023,0.06,23.54,73.75,74.95,84.21,27.32,HOLD - Good fundamentals
UBER,"Uber Technologies, Inc.",United States,Technology,Software - Application,65,75.86,0.028,0.586,0.69,0.009,0.0,167.77,66.67,44.47,46.03,27.24,HOLD - Good fundamentals
PAYC,"Paycom Software, Inc.",United States,Technology,Software - Application,65,89.98,-0.055,0.715,1.22,0.014,0.17,26.25,53.52,64.32,59.91,26.94,HOLD - Good fundamentals
HOLX,"Hologic, Inc.",United States,Healthcare,Medical Instruments & Supplies,65,73.66,0.057,0.753,1.24,0.017,0.06,195.46,72.15,55.44,59.38,26.56,HOLD - Good fundamentals
RL,Ralph Lauren Corporation,United States,Consumer Cyclical,Apparel Manufacturing,65,76.12,0.07,0.784,1.48,0.019,0.25,164.88,76.57,59.67,64.84,26.1,HOLD - Good fundamentals
ELF,"e.l.f. Beauty, Inc.",United States,Consumer Defensive,Household & Personal Products,65,78.68,0.101,0.883,2.01,0.026,0.2,135.28,78.0,69.49,78.05,25.94,HOLD - Good fundamentals
META,"Meta Platforms, Inc.",United States,Communication Services,Internet Content & Information,65,93.9,-0.037,0.56,0.94,0.01,0.14,10.15,48.62,52.6,50.15,25.88,HOLD - Good fundamentals
JWN,Unknown,Unknown,Unknown,Unknown,28,44.68,-0.036,0.799,0.32,0.007,0.15,701.07,56.22,35.72,34.12,25.76,HOLD - Needs monitoring
CLS,Celestica Inc.,Canada,Technology,Electronic Components,65,72.57,0.07,0.797,1.46,0.02,0.2,207.32,75.97,57.86,62.84,25.54,HOLD - Good fundamentals
VRSN,"VeriSign, Inc.",United States,Technology,Software - Infrastructure,65,74.18,-0.043,0.712,0.96,0.013,0.12,187.22,52.58,52.84,50.0,25.48,HOLD - Good fundamentals
KLIC,"Kulicke and Soffa Industries, Inc.",United States,Technology,Semiconductor Equipment & Materials,65,74.21,0.044,0.653,1.02,0.014,0.0,188.23,68.23,48.49,51.14,25.35,HOLD - Good fundamentals
EXTR,"Extreme Networks, Inc.",United States,Technology,Communication Equipment,65,71.43,0.035,0.616,0.83,0.012,0.09,223.11,69.19,43.99,45.89,25.1,HOLD - Good fundamentals
BIO,"Bio-Rad Laboratories, Inc.",United States,Healthcare,Medical Devices,65,64.88,0.045,0.722,0.98,0.015,0.05,325.15,71.08,46.84,49.44,24.92,WATCH - Monitor for opportunity
AEIS,"Advanced Energy Industries, Inc.",United States,Industrials,Electrical Equipment & Parts,65,76.46,0.06,0.707,1.34,0.017,0.17,160.89,72.91,54.07,58.09,24.87,WATCH - Monitor for opportunity
ABNB,"Airbnb, Inc.",United States,Consumer Cyclical,Travel Services,65,86.07,0.076,0.702,1.71,0.02,0.08,53.57,70.63,60.39,66.08,24.4,WATCH - Monitor for opportunity
FFIV,"F5, Inc.",United States,Technology,Software - Infrastructure,65,91.84,0.047,0.546,1.19,0.013,0.05,17.65,66.02,50.16,53.09,24.21,WATCH - Monitor for opportunity
BKNG,Booking Holdings Inc.,United States,Consumer Cyclical,Travel Services,65,84.99,0.064,0.648,1.48,0.017,0.19,64.58,71.46,55.11,59.46,23.93,WATCH - Monitor for opportunity
CTSH,Cognizant Technology Solutions Corporation,United States,Technology,Information Technology Services,65,76.66,-0.078,0.874,1.57,0.021,0.23,157.34,58.86,67.01,60.53,23.53,WATCH - Monitor for opportunity
FSLR,"First Solar, Inc.",United States,Technology,Solar,65,73.23,0.107,0.882,2.14,0.029,0.14,201.08,76.34,64.56,73.0,23.24,WATCH - Monitor for opportunity
ANSS,"ANSYS, Inc.",United States,Technology,Software - Application,65,81.97,0.018,0.414,0.52,0.006,0.02,98.31,42.09,33.92,34.67,22.83,WATCH - Monitor for opportunity
TYL,"Tyler Technologies, Inc.",United States,Technology,Software - Application,65,77.52,-0.021,0.471,0.56,0.007,0.16,145.74,46.53,36.52,35.58,22.78,WATCH - Monitor for opportunity
YELP,Yelp Inc.,United States,Communication Services,Internet Content & Information,65,84.47,0.065,0.629,1.53,0.018,0.02,70.25,67.37,53.12,57.36,22.7,WATCH - Monitor for opportunity
FIX,"Comfort Systems USA, Inc.",United States,Industrials,Engineering & Construction,65,80.53,0.098,0.777,2.09,0.026,0.03,113.09,71.34,62.55,70.07,22.7,WATCH - Monitor for opportunity
LRCX,Lam Research Corporation,United States,Technology,Semiconductor Equipment & Materials,65,89.0,0.047,0.529,1.21,0.014,0.08,31.35,66.08,47.09,49.83,22.57,WATCH - Monitor for opportunity
SAP,SAP SE,Germany,Technology,Software - Application,65,82.05,-0.09,0.866,1.82,0.022,0.23,96.92,58.46,71.08,63.19,22.42,WATCH - Monitor for opportunity
ON,ON Semiconductor Corporation,United States,Technology,Semiconductors,65,68.06,0.078,0.789,1.65,0.024,0.09,274.25,73.13,53.71,58.88,22.24,WATCH - Monitor for opportunity
MMSI,"Merit Medical Systems, Inc.",United States,Healthcare,Medical Instruments & Supplies,65,71.92,-0.049,0.691,1.11,0.015,0.16,216.77,52.33,49.73,46.69,22.16,WATCH - Monitor for opportunity
GE,GE Aerospace,United States,Industrials,Aerospace & Defense,65,79.08,0.067,0.659,1.55,0.02,0.03,130.54,68.43,52.09,56.42,22.13,WATCH - Monitor for opportunity
VRSK,"Verisk Analytics, Inc.",United States,Industrials,Consulting Services,65,71.29,-0.077,0.871,1.55,0.022,0.09,225.38,55.83,62.09,56.19,22.04,WATCH - Monitor for opportunity
INFY,Infosys Limited,India,Technology,Information Technology Services,65,82.94,-0.076,0.769,1.63,0.02,0.06,86.15,52.37,63.81,57.81,22.01,WATCH - Monitor for opportunity
FCX,Freeport-McMoRan Inc.,United States,Basic Materials,Copper,65,70.99,0.079,0.756,1.7,0.024,0.05,230.17,71.23,53.68,58.9,21.83,WATCH - Monitor for opportunity
DFS,Unknown,Unknown,Unknown,Unknown,26,40.45,-0.057,0.849,0.46,0.011,0.04,762.27,55.11,34.33,31.9,21.78,WATCH - Monitor for opportunity
NEM,Newmont Corporation,United States,Basic Materials,Gold,65,83.74,0.082,0.677,1.88,0.022,0.14,77.46,70.89,56.72,62.47,21.73,WATCH - Monitor for opportunity
AFRM,"Affirm Holdings, Inc.",United States,Technology,Software - Infrastructure,65,61.9,0.066,0.775,1.41,0.023,0.2,378.54,75.03,47.96,51.89,21.53,WATCH - Monitor for opportunity
SE,Sea Limited,Singapore,Consumer Cyclical,Internet Retail,65,86.91,0.023,0.406,0.69,0.008,0.19,43.45,45.13,35.25,36.28,21.49,WATCH - Monitor for opportunity
BOOT,"Boot Barn Holdings, Inc.",United States,Consumer Cyclical,Apparel Retail,65,72.66,0.05,0.605,1.2,0.016,0.0,206.85,66.5,43.96,46.67,21.24,WATCH - Monitor for opportunity
AZN,AstraZeneca PLC,United Kingdom,Healthcare,Drug Manufacturers - General,65,68.55,0.068,0.715,1.51,0.022,0.16,266.22,72.38,49.04,53.17,21.17,WATCH - Monitor for opportunity
WMB,"The Williams Companies, Inc.",United States,Energy,Oil & Gas Midstream,65,58.9,-0.055,0.82,1.14,0.019,0.03,440.89,53.3,48.31,45.02,21.09,WATCH - Monitor for opportunity
WSM,"Williams-Sonoma, Inc.",United States,Consumer Cyclical,Specialty Retail,65,78.12,0.056,0.591,1.37,0.017,0.06,140.02,67.23,46.17,49.38,20.87,WATCH - Monitor for opportunity
PSTG,"Pure Storage, Inc.",United States,Technology,Computer Hardware,65,81.18,0.051,0.55,1.3,0.016,0.2,106.74,68.97,44.67,47.52,20.68,WATCH - Monitor for opportunity
KGC,Kinross Gold Corporation,Canada,Basic Materials,Gold,65,88.87,0.089,0.644,2.07,0.023,0.09,32.63,68.86,57.2,63.43,20.66,WATCH - Monitor for opportunity
SSRM,SSR Mining Inc.,United States,Basic Materials,Gold,65,81.52,0.102,0.727,2.24,0.027,0.34,101.38,75.95,59.29,66.68,20.58,WATCH - Monitor for opportunity
FND,"Floor & Decor Holdings, Inc.",United States,Consumer Cyclical,Home Improvement Retail,65,50.69,0.06,0.838,1.23,0.024,0.09,581.2,74.58,42.46,45.62,20.47,WATCH - Monitor for opportunity
HEI,HEICO Corporation,United States,Industrials,Aerospace & Defense,65,75.8,-0.046,0.606,1.12,0.015,0.06,168.55,47.97,45.95,43.31,20.47,WATCH - Monitor for opportunity
PLD,"Prologis, Inc.",United States,Real Estate,REIT - Industrial,65,59.36,0.078,0.821,1.62,0.027,0.03,427.75,72.53,48.74,53.44,20.41,WATCH - Monitor for opportunity
CSGP,"CoStar Group, Inc.",United States,Real Estate,Real Estate Services,65,81.6,0.038,0.48,1.02,0.012,0.03,101.46,43.78,39.18,41.02,20.32,WATCH - Monitor for opportunity
MU,"Micron Technology, Inc.",United States,Technology,Semiconductors,65,77.9,0.087,0.692,1.95,0.025,0.22,142.88,72.64,53.95,59.7,20.21,WATCH - Monitor for opportunity
BLK,"BlackRock, Inc.",United States,Financial Services,Asset Management,65,81.7,0.044,0.504,1.15,0.014,0.08,100.95,65.26,41.15,43.38,20.16,WATCH - Monitor for opportunity
ILMN,"Illumina, Inc.",United States,Healthcare,Diagnostics & Research,65,60.56,0.102,0.896,2.03,0.034,0.02,404.03,73.84,54.26,61.05,20.15,WATCH - Monitor for opportunity
WST,"West Pharmaceutical Services, Inc.",United States,Healthcare,Medical Instruments & Supplies,65,76.33,0.049,0.556,1.24,0.016,0.12,162.32,67.55,42.43,45.02,20.14,WATCH - Monitor for opportunity
GILD,"Gilead Sciences, Inc.",United States,Healthcare,Drug Manufacturers - General,65,73.46,-0.072,0.764,1.54,0.021,0.11,196.66,53.01,56.13,51.15,20.13,WATCH - Monitor for opportunity
DXCM,"DexCom, Inc.",United States,Healthcare,Medical Devices,65,79.94,0.114,0.764,2.46,0.031,0.03,120.43,70.46,61.04,69.54,20.11,WATCH - Monitor for opportunity
OKTA,"Okta, Inc.",United States,Technology,Software - Infrastructure,65,80.81,-0.076,0.734,1.67,0.021,0.09,110.74,51.82,59.29,53.71,20.1,WATCH - Monitor for opportunity
AEM,Agnico Eagle Mines Limited,Canada,Basic Materials,Gold,65,89.08,0.062,0.54,1.58,0.018,0.05,30.97,65.36,48.07,51.75,20.09,WATCH - Monitor for opportunity
SNA,Snap-on Incorporated,United States,Industrials,Tools & Accessories,65,81.74,-0.05,0.582,1.22,0.015,0.16,100.46,49.09,47.57,44.63,20.08,WATCH - Monitor for opportunity
GDDY,GoDaddy Inc.,United States,Technology,Software - Infrastructure,65,65.94,-0.084,0.9,1.66,0.025,0.22,305.15,58.87,59.36,53.23,20.02,WATCH - Monitor for opportunity
RCL,Royal Caribbean Cruises Ltd.,United States,Consumer Cyclical,Travel Services,65,67.02,0.095,0.799,2.0,0.03,0.19,291.65,74.74,53.56,59.83,19.94,AVOID - Poor risk-adjusted score
CBRE,"CBRE Group, Inc.",United States,Real Estate,Real Estate Services,65,55.42,0.037,0.64,0.86,0.016,0.06,500.22,68.89,35.46,37.09,19.92,AVOID - Poor risk-adjusted score
COST,Costco Wholesale Corporation,United States,Consumer Defensive,Discount Stores,65,74.46,-0.035,0.527,0.91,0.012,0.05,184.2,45.53,39.25,37.54,19.68,AVOID - Poor risk-adjusted score
URBN,"Urban Outfitters, Inc.",United States,Consumer Cyclical,Apparel Retail,65,69.67,0.029,0.484,0.78,0.011,0.0,248.31,43.39,33.69,34.91,19.62,AVOID - Poor risk-adjusted score
VIAV,Viavi Solutions Inc.,United States,Technology,Communication Equipment,65,68.24,0.046,0.58,1.14,0.017,0.09,271.55,67.62,39.6,41.88,19.59,AVOID - Poor risk-adjusted score
WMG,Warner Music Group Corp.,United States,Communication Services,Entertainment,65,55.08,0.076,0.833,1.57,0.028,0.03,504.95,72.78,45.89,50.21,19.57,AVOID - Poor risk-adjusted score
ICLR,ICON Public Limited Company,Ireland,Healthcare,Diagnostics & Research,65,47.88,0.031,0.672,0.71,0.015,0.2,635.98,72.74,32.18,33.43,19.54,AVOID - Poor risk-adjusted score
ONON,On Holding AG,Switzerland,Consumer Cyclical,Footwear & Accessories,65,89.57,-0.116,0.851,2.37,0.026,0.3,30.52,58.83,76.23,65.45,19.44,AVOID - Poor risk-adjusted score
DOX,Amdocs Limited,United States,Technology,Software - Infrastructure,65,65.32,-0.081,0.866,1.63,0.025,0.25,317.06,58.49,56.56,50.94,19.4,AVOID - Poor risk-adjusted score
QGEN,Qiagen N.V.,Netherlands,Healthcare,Diagnostics & Research,65,75.87,-0.061,0.66,1.4,0.018,0.08,167.42,49.51,50.06,46.29,19.28,AVOID - Poor risk-adjusted score
RDDT,"Reddit, Inc.",United States,Communication Services,Internet Content & Information,65,94.5,0.181,0.798,3.8,0.04,0.19,13.12,73.66,75.39,91.36,19.03,AVOID - Poor risk-adjusted score
TCOM,Trip.com Group Limited,Singapore,Consumer Cyclical,Travel Services,65,65.72,0.05,0.603,1.22,0.019,0.12,311.86,68.74,39.64,42.13,19.0,AVOID - Poor risk-adjusted score
PHM,"PulteGroup, Inc.",United States,Consumer Cyclical,Residential Construction,65,70.3,0.087,0.715,1.93,0.027,0.11,240.49,70.88,50.24,55.61,18.99,AVOID - Poor risk-adjusted score
CMC,Commercial Metals Company,United States,Basic Materials,Steel,65,57.77,0.062,0.721,1.37,0.024,0.12,459.54,71.75,41.63,44.82,18.94,AVOID - Poor risk-adjusted score
MTSI,"MACOM Technology Solutions Holdings, Inc.",United States,Technology,Semiconductors,65,86.43,-0.035,0.455,0.98,0.011,0.02,47.71,42.82,39.31,37.58,18.93,AVOID - Poor risk-adjusted score
APH,Amphenol Corporation,United States,Technology,Electronic Components,65,80.45,0.075,0.604,1.8,0.022,0.08,114.28,67.43,48.58,53.07,18.92,AVOID - Poor risk-adjusted score
CRUS,"Cirrus Logic, Inc.",United States,Technology,Semiconductors,65,85.02,-0.049,0.535,1.26,0.015,0.11,60.71,46.76,45.51,42.72,18.9,AVOID - Poor risk-adjusted score
CMG,"Chipotle Mexican Grill, Inc.",United States,Consumer Cyclical,Restaurants,65,69.65,-0.05,0.627,1.19,0.017,0.23,249.74,51.8,43.67,40.96,18.74,AVOID - Poor risk-adjusted score
CCJ,Cameco Corporation,Canada,Energy,Uranium,65,79.54,0.166,0.857,3.36,0.042,0.09,125.0,73.37,68.16,81.52,18.71,AVOID - Poor risk-adjusted score
SHEL,Shell plc,United Kingdom,Energy,Oil & Gas Integrated,65,54.27,-0.054,0.788,1.14,0.021,0.03,519.82,52.18,42.79,39.93,18.69,AVOID - Poor risk-adjusted score
IDCC,"InterDigital, Inc.",United States,Technology,Software - Application,65,89.52,0.13,0.705,2.91,0.033,0.12,30.03,70.39,63.08,73.01,18.67,AVOID - Poor risk-adjusted score
MSI,"Motorola Solutions, Inc.",United States,Technology,Communication Equipment,65,69.78,0.071,0.652,1.66,0.024,0.05,247.74,68.13,45.5,49.51,18.64,AVOID - Poor risk-adjusted score
ACN,Accenture plc,Ireland,Technology,Information Technology Services,65,76.8,-0.068,0.673,1.54,0.02,0.16,155.52,51.31,51.69,47.37,18.62,AVOID - Poor risk-adjusted score
DBX,"Dropbox, Inc.",United States,Technology,Software - Infrastructure,65,62.31,-0.058,0.731,1.27,0.02,0.0,372.62,49.89,45.56,42.28,18.59,AVOID - Poor risk-adjusted score
SEIC,SEI Investments Company,United States,Financial Services,Asset Management,65,89.56,-0.083,0.666,1.9,0.021,0.06,29.09,49.11,59.64,53.57,18.48,AVOID - Poor risk-adjusted score
HWM,Howmet Aerospace Inc.,United States,Industrials,Aerospace & Defense,65,76.34,-0.047,0.56,1.18,0.016,0.03,161.54,45.87,42.75,40.24,18.42,AVOID - Poor risk-adjusted score
UL,Unilever PLC,United Kingdom,Consumer Defensive,Household & Personal Products,65,58.44,-0.061,0.784,1.3,0.022,0.12,450.05,53.81,45.84,42.36,18.42,AVOID - Poor risk-adjusted score
ZTS,Zoetis Inc.,United States,Healthcare,Drug Manufacturers - Specialty & Generic,65,70.86,-0.066,0.696,1.48,0.021,0.09,232.23,50.68,49.32,45.31,18.3,AVOID - Poor risk-adjusted score
NDAQ,"Nasdaq, Inc.",United States,Financial Services,Financial Data & Stock Exchanges,65,68.18,-0.042,0.577,1.04,0.015,0.23,271.4,50.46,39.32,37.26,18.24,AVOID - Poor risk-adjusted score
WB,Weibo Corporation,China,Communication Services,Internet Content & Information,65,65.42,0.092,0.75,2.0,0.031,0.08,318.6,71.01,49.07,54.63,18.22,AVOID - Poor risk-adjusted score
AKAM,"Akamai Technologies, Inc.",United States,Technology,Software - Infrastructure,65,55.08,-0.053,0.756,1.14,0.021,0.03,505.31,51.22,41.62,38.89,18.16,AVOID - Poor risk-adjusted score
ROP,"Roper Technologies, Inc.",United States,Technology,Software - Application,65,65.41,-0.069,0.758,1.5,0.023,0.08,314.82,52.01,49.57,45.32,18.16,AVOID - Poor risk-adjusted score
APP,AppLovin Corporation,United States,Communication Services,Advertising Agencies,65,84.99,0.147,0.757,3.17,0.037,0.17,68.08,72.41,64.32,75.64,18.13,AVOID - Poor risk-adjusted score
AXON,"Axon Enterprise, Inc.",United States,Industrials,Aerospace & Defense,65,89.77,-0.124,0.842,2.54,0.028,0.09,29.25,54.3,75.58,64.2,18.13,AVOID - Poor risk-adjusted score
IT,"Gartner, Inc.",United States,Technology,Information Technology Services,65,69.68,-0.106,0.917,2.07,0.03,0.14,250.88,57.33,63.87,55.61,18.09,AVOID - Poor risk-adjusted score
GWW,"W.W. Grainger, Inc.",United States,Industrials,Industrial Distribution,65,70.43,-0.085,0.801,1.79,0.025,0.0,239.94,51.49,56.43,50.49,18.09,AVOID - Poor risk-adjusted score
PYPL,"PayPal Holdings, Inc.",United States,Financial Services,Credit Services,65,70.43,-0.066,0.696,1.49,0.021,0.11,238.26,50.94,49.0,44.98,18.07,AVOID - Poor risk-adjusted score
PCAR,PACCAR Inc,United States,Industrials,Farm & Heavy Construction Machinery,65,55.25,0.045,0.634,1.05,0.019,0.09,502.38,69.0,35.04,36.98,18.04,AVOID - Poor risk-adjusted score
DY,"Dycom Industries, Inc.",United States,Industrials,Engineering & Construction,65,61.8,0.03,0.504,0.8,0.013,0.09,381.62,65.71,31.16,32.33,18.0,AVOID - Poor risk-adjusted score
NVDA,NVIDIA Corporation,United States,Technology,Semiconductors,65,100.85,0.04,0.376,1.22,0.012,0.11,2.05,42.26,37.92,39.8,17.95,AVOID - Poor risk-adjusted score
CRL,"Charles River Laboratories International, Inc.",United States,Healthcare,Diagnostics & Research,65,45.78,0.046,0.739,1.0,0.022,0.16,676.95,73.13,33.85,35.78,17.9,AVOID - Poor risk-adjusted score
BRK-B,Berkshire Hathaway Inc.,United States,Financial Services,Insurance - Diversified,65,76.08,0.034,0.441,0.96,0.013,0.25,165.42,46.98,33.57,34.99,17.87,AVOID - Poor risk-adjusted score
PM,Philip Morris International Inc.,United States,Consumer Defensive,Tobacco,65,67.1,-0.073,0.754,1.57,0.023,0.02,286.82,50.58,50.57,46.01,17.87,AVOID - Poor risk-adjusted score
PTC,PTC Inc.,United States,Technology,Software - Application,65,73.52,0.142,0.817,2.94,0.04,0.05,197.35,71.45,60.06,70.26,17.83,AVOID - Poor risk-adjusted score
FUTU,Futu Holdings Limited,Hong Kong,Financial Services,Capital Markets,65,47.66,0.061,0.792,1.28,0.027,0.2,640.69,75.13,37.74,40.58,17.8,AVOID - Poor risk-adjusted score
LPX,Louisiana-Pacific Corporation,United States,Industrials,Building Products & Equipment,65,71.89,-0.068,0.684,1.54,0.021,0.06,217.32,49.65,49.21,45.08,17.77,AVOID - Poor risk-adjusted score
BF-B,Brown-Forman Corporation,United States,Consumer Defensive,Beverages - Wineries & Distilleries,65,62.92,0.058,0.623,1.37,0.022,0.16,357.92,69.65,39.22,42.02,17.75,AVOID - Poor risk-adjusted score
HUBG,"Hub Group, Inc.",United States,Industrials,Integrated Freight & Logistics,65,45.34,0.049,0.76,1.06,0.023,0.02,684.75,70.78,34.47,36.58,17.74,AVOID - Poor risk-adjusted score
OHI,"Omega Healthcare Investors, Inc.",United States,Real Estate,REIT - Healthcare Facilities,65,61.43,0.053,0.614,1.28,0.021,0.11,388.51,68.53,37.73,40.24,17.65,AVOID - Poor risk-adjusted score
MO,"Altria Group, Inc.",United States,Consumer Defensive,Tobacco,65,62.04,-0.036,0.563,0.89,0.014,0.02,377.71,45.76,34.91,33.36,17.64,AVOID - Poor risk-adjusted score
LIN,Linde plc,United Kingdom,Basic Materials,Specialty Chemicals,65,67.99,-0.038,0.537,0.97,0.014,0.12,274.52,47.17,36.49,34.76,17.63,AVOID - Poor risk-adjusted score
KO,The Coca-Cola Company,United States,Consumer Defensive,Beverages - Non-Alcoholic,65,66.32,-0.087,0.832,1.8,0.027,0.19,299.09,56.0,55.17,49.25,17.61,AVOID - Poor risk-adjusted score
FSS,Federal Signal Corporation,United States,Industrials,Pollution & Treatment Controls,65,71.11,0.067,0.6,1.63,0.023,0.02,227.83,66.03,42.7,46.26,17.58,AVOID - Poor risk-adjusted score
STX,Seagate Technology Holdings plc,Singapore,Technology,Computer Hardware,65,63.58,0.081,0.704,1.8,0.028,0.3,347.03,74.23,44.78,49.23,17.56,AVOID - Poor risk-adjusted score
HALO,"Halozyme Therapeutics, Inc.",United States,Healthcare,Biotechnology,65,78.4,0.031,0.409,0.9,0.011,0.34,136.48,48.0,32.06,33.29,17.55,AVOID - Poor risk-adjusted score
CTAS,Cintas Corporation,United States,Industrials,Specialty Business Services,65,76.68,-0.035,0.469,0.96,0.013,0.19,156.78,46.56,35.97,34.39,17.51,AVOID - Poor risk-adjusted score
IOT,Samsara Inc.,United States,Technology,Software - Infrastructure,65,46.46,-0.057,0.87,1.15,0.025,0.19,662.23,57.38,40.43,37.56,17.48,AVOID - Poor risk-adjusted score
WING,Wingstop Inc.,United States,Consumer Cyclical,Restaurants,65,69.16,-0.1,0.87,2.02,0.029,0.28,257.57,58.79,60.14,52.75,17.46,AVOID - Poor risk-adjusted score
TLN,Talen Energy Corporation,United States,Utilities,Utilities - Independent Power Producers,65,61.17,0.137,0.906,2.69,0.044,0.0,390.85,72.77,55.4,64.51,17.46,AVOID - Poor risk-adjusted score
BIIB,Biogen Inc.,United States,Healthcare,Drug Manufacturers - General,65,63.83,0.119,0.827,2.46,0.039,0.17,345.94,74.39,52.79,60.44,17.45,AVOID - Poor risk-adjusted score
FI,"Fiserv, Inc.",United States,Technology,Information Technology Services,65,60.59,-0.094,0.919,1.84,0.03,0.36,406.89,61.71,55.68,49.24,17.31,AVOID - Poor risk-adjusted score
VRTX,Vertex Pharmaceuticals Incorporated,United States,Healthcare,Biotechnology,65,86.94,0.147,0.719,3.25,0.037,0.09,51.57,69.71,62.52,73.5,17.3,AVOID - Poor risk-adjusted score
ENPH,"Enphase Energy, Inc.",United States,Technology,Solar,65,62.53,-0.034,0.54,0.87,0.014,0.02,368.32,45.11,33.76,32.32,17.25,AVOID - Poor risk-adjusted score
BURL,"Burlington Stores, Inc.",United States,Consumer Cyclical,Apparel Retail,65,52.63,0.058,0.703,1.3,0.025,0.12,545.25,71.11,36.97,39.64,17.23,AVOID - Poor risk-adjusted score
PDD,PDD Holdings Inc.,Ireland,Consumer Cyclical,Internet Retail,65,84.53,0.11,0.643,2.58,0.031,0.12,70.71,68.74,54.35,61.67,17.21,AVOID - Poor risk-adjusted score
