ticker,appearances,avg_score,linear_slope,linear_r2,score_std,score_cv,trend_consistency,avg_rank,stability_score,r2_adjusted_score,slope_adjusted_score,stability_adjusted_score,recommendation
YELP,15,49.61,0.151,0.703,0.78,0.016,0.29,214.53,75.22,34.87,41.17,23.12,AVOID - Poor risk-adjusted score
COHR,15,57.45,0.472,0.896,2.15,0.037,0.29,71.8,78.85,51.47,72.77,23.07,AVOID - Poor risk-adjusted score
CSGP,15,46.71,0.089,0.654,0.47,0.01,0.14,313.27,71.45,30.53,33.86,22.96,AVOID - Poor risk-adjusted score
OKTA,15,49.49,0.144,0.688,0.75,0.015,0.14,220.13,71.98,34.04,39.9,22.82,AVOID - Poor risk-adjusted score
SE,15,58.21,0.03,0.45,0.19,0.003,0.43,60.2,51.74,26.18,27.15,22.8,AVOID - Poor risk-adjusted score
NBIS,15,80.04,-0.028,0.354,0.2,0.003,0.21,1.0,44.66,28.35,27.37,22.8,AVOID - Poor risk-adjusted score
CELH,15,51.26,0.34,0.852,1.59,0.031,0.43,171.07,81.03,43.68,58.78,22.67,AVOID - Poor risk-adjusted score
RIVN,15,45.81,0.221,0.809,1.06,0.023,0.07,347.27,73.37,37.06,46.37,22.48,AVOID - Poor risk-adjusted score
ALGM,15,56.69,0.437,0.857,2.04,0.036,0.57,79.2,83.53,48.56,67.93,22.35,AVOID - Poor risk-adjusted score
WDAY,15,38.41,0.077,0.734,0.39,0.01,0.21,611.07,75.3,28.21,30.9,22.24,AVOID - Poor risk-adjusted score
COO,15,47.18,-0.049,0.63,0.27,0.006,0.14,298.27,51.18,29.71,27.89,21.97,AVOID - Poor risk-adjusted score
MSTR,15,46.46,0.136,0.689,0.71,0.015,0.14,322.0,72.0,32.01,37.27,21.8,AVOID - Poor risk-adjusted score
BMRN,15,47.95,0.205,0.733,1.04,0.022,0.07,270.67,71.26,35.14,43.45,21.34,AVOID - Poor risk-adjusted score
SPXC,15,49.66,0.265,0.764,1.31,0.026,0.43,216.6,78.85,37.93,48.93,21.19,AVOID - Poor risk-adjusted score
MDB,15,50.26,0.139,0.634,0.75,0.015,0.29,192.87,73.22,31.85,37.18,21.18,AVOID - Poor risk-adjusted score
ANF,15,46.94,0.368,0.882,1.69,0.036,0.29,305.47,78.57,41.4,56.42,20.96,AVOID - Poor risk-adjusted score
NMR,15,45.46,0.327,0.865,1.52,0.033,0.43,363.2,81.17,39.31,52.56,20.85,AVOID - Poor risk-adjusted score
FOXF,15,45.55,0.143,0.682,0.75,0.016,0.29,357.53,74.54,31.07,36.39,20.83,AVOID - Poor risk-adjusted score
TRMB,15,48.42,0.151,0.655,0.81,0.017,0.14,255.07,70.85,31.73,37.46,20.72,AVOID - Poor risk-adjusted score
SOFI,15,64.38,0.063,0.423,0.42,0.006,0.21,21.93,46.32,27.21,29.33,20.69,AVOID - Poor risk-adjusted score
PAGS,15,45.32,0.265,0.804,1.28,0.028,0.29,367.53,77.02,36.44,47.01,20.65,AVOID - Poor risk-adjusted score
SIMO,15,55.0,0.506,0.877,2.33,0.042,0.14,103.67,74.92,48.23,68.78,20.64,AVOID - Poor risk-adjusted score
MTZ,15,51.63,0.191,0.659,1.02,0.02,0.14,159.8,70.67,34.03,41.58,20.64,AVOID - Poor risk-adjusted score
VIAV,15,56.09,-0.181,0.86,0.84,0.015,0.57,83.53,65.72,48.23,38.0,20.61,AVOID - Poor risk-adjusted score
STM,15,46.66,0.338,0.849,1.58,0.034,0.29,318.0,77.78,39.6,53.22,20.6,AVOID - Poor risk-adjusted score
HUBG,15,45.72,0.129,0.644,0.69,0.015,0.14,350.2,70.66,29.44,34.02,20.09,AVOID - Poor risk-adjusted score
PSTG,15,46.97,0.127,0.625,0.69,0.015,0.14,304.53,70.13,29.35,33.85,20.01,AVOID - Poor risk-adjusted score
GNW,15,59.27,0.148,0.537,0.88,0.015,0.0,50.27,64.63,31.83,37.48,19.99,AVOID - Poor risk-adjusted score
AFRM,15,60.38,-0.154,0.723,0.78,0.013,0.57,40.67,61.83,43.68,35.65,19.98,AVOID - Poor risk-adjusted score
VEEV,15,52.12,-0.174,0.868,0.8,0.015,0.14,150.73,57.37,45.27,36.02,19.96,AVOID - Poor risk-adjusted score
TTD,15,43.51,0.252,0.784,1.23,0.028,0.29,428.93,76.42,34.13,43.66,19.57,AVOID - Poor risk-adjusted score
PINS,15,49.34,0.532,0.931,2.38,0.048,0.43,229.67,81.68,45.95,65.93,19.49,AVOID - Poor risk-adjusted score
DUOL,15,68.22,-0.116,0.556,0.67,0.01,0.14,8.33,48.55,37.93,32.58,19.49,AVOID - Poor risk-adjusted score
RKLB,15,66.23,0.139,0.47,0.88,0.013,0.43,12.93,51.36,31.15,36.35,19.38,AVOID - Poor risk-adjusted score
JNPR,15,49.07,-0.101,0.687,0.53,0.011,0.29,231.87,55.27,33.73,29.57,19.38,AVOID - Poor risk-adjusted score
MRNA,15,41.35,0.168,0.723,0.85,0.021,0.14,505.13,72.48,29.88,35.81,19.33,AVOID - Poor risk-adjusted score
MARA,15,45.59,0.217,0.714,1.11,0.024,0.29,357.47,74.71,32.56,40.61,19.26,AVOID - Poor risk-adjusted score
SSTK,15,42.28,0.275,0.802,1.33,0.031,0.29,472.4,76.65,33.92,44.04,18.93,AVOID - Poor risk-adjusted score
FLG,15,56.13,0.509,0.812,2.44,0.043,0.21,89.2,74.29,45.56,65.01,18.9,AVOID - Poor risk-adjusted score
BLDR,15,46.4,0.182,0.658,0.97,0.021,0.14,324.27,70.52,30.55,37.05,18.83,AVOID - Poor risk-adjusted score
REGN,15,35.56,0.08,0.682,0.42,0.012,0.14,705.8,72.12,24.23,26.63,18.75,AVOID - Poor risk-adjusted score
FUTU,15,71.08,0.043,0.331,0.32,0.005,0.29,5.27,45.19,23.52,24.78,18.75,AVOID - Poor risk-adjusted score
ONON,15,60.66,-0.131,0.626,0.72,0.012,0.0,39.33,47.6,37.98,31.96,18.61,AVOID - Poor risk-adjusted score
CCJ,15,61.83,0.486,0.729,2.46,0.04,0.0,33.67,67.88,45.05,63.93,18.49,AVOID - Poor risk-adjusted score
PFG,15,44.77,0.347,0.813,1.66,0.037,0.0,389.73,70.7,36.42,49.16,18.48,AVOID - Poor risk-adjusted score
TREE,15,43.33,0.475,0.928,2.13,0.049,0.0,436.13,72.93,40.21,56.89,18.18,AVOID - Poor risk-adjusted score
LSCC,15,52.35,0.399,0.748,1.99,0.038,0.57,147.13,80.08,39.18,54.08,18.07,AVOID - Poor risk-adjusted score
AEIS,15,57.25,0.132,0.493,0.81,0.014,0.14,71.87,46.22,28.23,32.73,18.04,AVOID - Poor risk-adjusted score
MU,15,39.3,0.303,0.837,1.43,0.036,0.0,581.27,71.45,32.88,43.4,17.84,AVOID - Poor risk-adjusted score
TSLA,15,46.13,0.272,0.714,1.39,0.03,0.29,336.27,74.11,32.93,42.67,17.84,AVOID - Poor risk-adjusted score
ZD,15,49.92,0.333,0.716,1.7,0.034,0.36,208.47,75.22,35.74,47.91,17.75,AVOID - Poor risk-adjusted score
IIPR,15,41.96,0.078,0.56,0.45,0.011,0.14,485.53,68.58,23.5,25.77,17.75,AVOID - Poor risk-adjusted score
BIIB,15,41.38,0.276,0.776,1.35,0.033,0.29,505.13,75.74,32.12,41.73,17.74,AVOID - Poor risk-adjusted score
ELF,15,46.05,0.234,0.679,1.23,0.027,0.0,338.33,67.69,31.25,39.48,17.71,AVOID - Poor risk-adjusted score
COTY,15,37.35,0.192,0.756,0.96,0.026,0.29,648.47,75.84,28.24,34.55,17.67,AVOID - Poor risk-adjusted score
AMZN,15,38.28,0.129,0.668,0.68,0.018,0.43,616.73,76.83,25.58,29.58,17.57,AVOID - Poor risk-adjusted score
TMDX,15,46.14,0.145,0.588,0.81,0.018,0.14,334.2,68.72,27.11,31.81,17.53,AVOID - Poor risk-adjusted score
BKNG,15,38.97,0.271,0.8,1.31,0.034,0.29,591.8,76.36,31.18,40.37,17.49,AVOID - Poor risk-adjusted score
PTON,15,63.94,0.437,0.65,2.34,0.037,0.14,23.67,68.71,41.59,58.17,17.42,AVOID - Poor risk-adjusted score
NCLH,15,50.01,0.553,0.862,2.57,0.051,0.29,211.8,76.42,43.09,62.08,17.37,AVOID - Poor risk-adjusted score
SMCI,15,43.65,0.264,0.721,1.34,0.031,0.14,427.2,71.41,31.47,40.58,17.32,AVOID - Poor risk-adjusted score
FSLR,15,43.94,0.195,0.655,1.04,0.024,0.0,415.73,67.28,28.79,35.31,17.29,AVOID - Poor risk-adjusted score
WB,15,57.02,-0.213,0.808,1.02,0.018,0.36,72.4,59.59,46.08,34.86,17.23,AVOID - Poor risk-adjusted score
PPBI,15,48.72,0.367,0.738,1.85,0.038,0.0,245.13,68.36,35.97,49.0,17.22,AVOID - Poor risk-adjusted score
MTH,15,51.8,0.176,0.555,1.02,0.02,0.29,155.0,70.39,28.74,34.68,17.16,AVOID - Poor risk-adjusted score
QRVO,15,48.1,0.135,0.548,0.79,0.016,0.29,265.67,70.51,26.35,30.63,17.14,AVOID - Poor risk-adjusted score
VALE,15,35.43,0.143,0.713,0.73,0.021,0.14,709.13,72.16,25.24,29.58,17.07,AVOID - Poor risk-adjusted score
FLS,15,50.68,0.133,0.519,0.8,0.016,0.14,181.53,66.84,26.3,30.52,16.96,AVOID - Poor risk-adjusted score
BWXT,15,53.5,0.25,0.591,1.4,0.026,0.14,121.4,67.97,31.63,40.4,16.8,AVOID - Poor risk-adjusted score
MNSO,15,55.73,0.324,0.625,1.77,0.032,0.14,91.6,68.42,34.81,46.46,16.78,AVOID - Poor risk-adjusted score
ETSY,15,48.01,0.325,0.697,1.68,0.035,0.43,269.0,75.97,33.44,44.65,16.66,AVOID - Poor risk-adjusted score
BRK-B,15,39.33,0.085,0.567,0.49,0.012,0.14,577.2,68.65,22.32,24.64,16.59,AVOID - Poor risk-adjusted score
ARRY,15,49.58,0.099,0.481,0.62,0.012,0.0,216.67,43.17,23.83,26.72,16.51,AVOID - Poor risk-adjusted score
PLUG,15,55.0,-0.115,0.576,0.66,0.012,0.14,97.0,48.96,31.7,27.25,16.45,AVOID - Poor risk-adjusted score
INCY,15,51.75,0.228,0.579,1.3,0.025,0.14,157.07,67.72,29.96,37.69,16.42,AVOID - Poor risk-adjusted score
USFD,15,46.05,-0.156,0.766,0.77,0.017,0.14,334.47,54.15,35.26,28.7,16.2,AVOID - Poor risk-adjusted score
GT,15,45.77,0.462,0.801,2.23,0.049,0.36,351.4,76.29,36.64,51.66,15.99,AVOID - Poor risk-adjusted score
SNV,15,59.71,0.388,0.61,2.14,0.036,0.57,50.2,76.15,36.45,50.09,15.93,AVOID - Poor risk-adjusted score
MHO,15,54.09,0.12,0.451,0.77,0.014,0.43,110.93,50.68,24.4,27.96,15.77,AVOID - Poor risk-adjusted score
AR,15,48.46,0.235,0.596,1.32,0.027,0.0,253.87,65.16,28.88,36.51,15.76,AVOID - Poor risk-adjusted score
CHRW,15,40.15,0.179,0.637,0.97,0.024,0.14,547.47,69.55,25.57,30.93,15.71,AVOID - Poor risk-adjusted score
YPF,15,59.17,0.209,0.49,1.29,0.022,0.14,52.67,45.38,29.0,35.96,15.7,AVOID - Poor risk-adjusted score
MRCY,15,58.12,-0.082,0.457,0.52,0.009,0.0,61.0,42.81,26.57,23.89,15.68,AVOID - Poor risk-adjusted score
G,15,60.34,-0.287,0.862,1.33,0.022,0.29,42.13,59.37,52.03,36.04,15.45,AVOID - Poor risk-adjusted score
HIMS,15,69.26,-0.266,0.732,1.34,0.019,0.14,6.33,52.89,50.72,35.99,15.38,AVOID - Poor risk-adjusted score
FRO,15,38.09,0.116,0.584,0.65,0.017,0.0,623.33,65.79,22.23,25.35,15.33,AVOID - Poor risk-adjusted score
GEV,15,52.34,0.553,0.758,2.74,0.052,0.07,152.13,68.92,39.67,57.16,15.26,AVOID - Poor risk-adjusted score
TEAM,15,41.52,0.239,0.654,1.27,0.031,0.29,498.47,72.28,27.17,34.43,15.14,AVOID - Poor risk-adjusted score
AAL,15,49.49,0.171,0.516,1.03,0.021,0.14,220.0,66.26,25.54,30.69,15.12,AVOID - Poor risk-adjusted score
TAL,15,60.68,0.262,0.502,1.6,0.026,0.0,39.73,62.42,30.46,39.21,15.1,AVOID - Poor risk-adjusted score
CNC,15,46.16,0.414,0.725,2.1,0.046,0.0,337.2,67.18,33.45,46.42,14.97,AVOID - Poor risk-adjusted score
VRT,15,48.78,0.424,0.695,2.2,0.045,0.0,244.4,66.35,33.92,47.25,14.77,AVOID - Poor risk-adjusted score
CNX,15,56.32,-0.285,0.875,1.32,0.023,0.36,80.33,61.05,49.28,34.18,14.75,AVOID - Poor risk-adjusted score
GNTX,15,46.23,0.233,0.584,1.32,0.028,0.14,332.67,67.54,27.01,34.09,14.72,AVOID - Poor risk-adjusted score
SOLV,15,46.68,-0.198,0.801,0.96,0.021,0.14,312.8,54.84,37.39,28.81,14.71,AVOID - Poor risk-adjusted score
CAVA,15,54.04,-0.13,0.563,0.75,0.014,0.14,110.47,48.37,30.43,25.67,14.7,AVOID - Poor risk-adjusted score
ACLS,15,46.07,0.2,0.558,1.16,0.025,0.14,336.8,67.08,25.7,31.65,14.66,AVOID - Poor risk-adjusted score
Z,15,59.98,0.176,0.436,1.15,0.019,0.43,44.67,49.72,26.14,31.55,14.65,AVOID - Poor risk-adjusted score
QDEL,15,42.25,-0.149,0.737,0.75,0.018,0.14,475.07,53.19,31.13,25.59,14.63,AVOID - Poor risk-adjusted score
EC,15,35.93,0.072,0.534,0.43,0.012,0.14,693.67,67.68,19.18,20.9,14.63,AVOID - Poor risk-adjusted score
MOMO,15,58.65,-0.253,0.77,1.24,0.021,0.0,56.27,50.98,45.16,32.53,14.5,AVOID - Poor risk-adjusted score
NVDA,15,49.32,0.369,0.643,1.99,0.04,0.14,226.53,68.12,31.72,43.26,14.48,AVOID - Poor risk-adjusted score
GTM,15,41.14,0.157,0.564,0.9,0.022,0.14,511.6,67.59,23.21,27.55,14.47,AVOID - Poor risk-adjusted score
WSM,15,46.6,0.184,0.533,1.09,0.023,0.21,317.13,67.94,24.83,30.17,14.44,AVOID - Poor risk-adjusted score
OLED,15,49.76,0.14,0.466,0.89,0.018,0.0,210.47,42.21,23.2,27.11,14.37,AVOID - Poor risk-adjusted score
JD,15,46.76,-0.149,0.666,0.79,0.017,0.29,310.27,54.02,31.16,25.63,14.34,AVOID - Poor risk-adjusted score
EEFT,15,48.47,-0.105,0.546,0.61,0.013,0.14,253.67,47.98,26.47,23.07,14.29,AVOID - Poor risk-adjusted score
X,15,50.7,-0.216,0.77,1.06,0.021,0.43,184.93,59.58,39.04,29.42,14.26,AVOID - Poor risk-adjusted score
MBLY,15,49.02,0.173,0.497,1.06,0.022,0.29,237.0,48.46,24.36,29.32,14.23,AVOID - Poor risk-adjusted score
ACGL,15,38.97,0.237,0.653,1.27,0.032,0.43,591.6,74.9,25.43,32.19,14.2,AVOID - Poor risk-adjusted score
RDDT,15,67.65,-0.343,0.836,1.62,0.024,0.57,10.27,64.13,56.58,36.93,14.1,REDUCE - Weakening position
SNPS,15,36.11,0.228,0.678,1.2,0.033,0.14,688.27,69.87,24.47,30.78,14.0,AVOID - Poor risk-adjusted score
AEO,15,36.32,0.428,0.835,2.02,0.056,0.0,676.33,69.47,30.33,42.3,13.98,AVOID - Poor risk-adjusted score
LYFT,15,51.65,0.672,0.784,3.28,0.064,0.43,174.33,75.74,40.49,59.38,13.87,AVOID - Poor risk-adjusted score
BURL,15,38.14,-0.054,0.513,0.33,0.009,0.14,623.73,47.38,19.55,18.24,13.76,AVOID - Poor risk-adjusted score
DB,15,54.46,0.126,0.406,0.86,0.016,0.14,104.93,43.48,22.14,25.52,13.75,AVOID - Poor risk-adjusted score
LCID,15,59.83,-0.29,0.799,1.4,0.023,0.29,46.87,57.34,47.81,32.98,13.73,AVOID - Poor risk-adjusted score
WYNN,15,44.37,0.118,0.47,0.74,0.017,0.0,399.67,42.44,20.87,23.86,13.7,AVOID - Poor risk-adjusted score
PCTY,15,50.79,-0.235,0.784,1.15,0.023,0.14,183.53,54.11,39.79,29.29,13.65,AVOID - Poor risk-adjusted score
CGNX,15,50.84,0.417,0.627,2.28,0.045,0.29,186.4,70.05,31.88,44.3,13.52,AVOID - Poor risk-adjusted score
FCX,15,35.46,0.26,0.691,1.35,0.038,0.14,707.4,69.77,24.49,31.48,13.4,AVOID - Poor risk-adjusted score
GFS,15,48.4,0.045,0.348,0.33,0.007,0.29,258.13,45.47,16.83,17.77,13.39,AVOID - Poor risk-adjusted score
VRNT,15,45.38,-0.073,0.473,0.46,0.01,0.0,357.4,43.17,21.45,19.52,13.38,AVOID - Poor risk-adjusted score
SNAP,15,44.39,0.349,0.638,1.89,0.042,0.43,401.87,73.47,28.32,38.27,13.26,AVOID - Poor risk-adjusted score
DOCU,15,52.35,-0.088,0.446,0.57,0.011,0.07,146.07,43.72,23.34,20.81,13.24,AVOID - Poor risk-adjusted score
SHOP,15,64.78,0.099,0.319,0.76,0.012,0.14,19.4,41.25,20.66,23.18,13.17,AVOID - Poor risk-adjusted score
NU,15,46.36,0.124,0.445,0.81,0.017,0.14,325.67,44.47,20.64,23.75,13.15,AVOID - Poor risk-adjusted score
DOW,15,32.13,0.178,0.656,0.95,0.029,0.21,793.53,71.01,21.07,25.46,13.07,AVOID - Poor risk-adjusted score
BWA,15,47.37,0.217,0.51,1.31,0.028,0.0,290.4,62.54,24.17,30.14,13.04,AVOID - Poor risk-adjusted score
CCL,15,47.06,0.292,0.565,1.68,0.036,0.14,303.27,66.24,26.58,34.85,13.02,AVOID - Poor risk-adjusted score
KGC,15,65.15,0.155,0.357,1.12,0.017,0.43,18.4,47.57,23.27,27.57,13.01,AVOID - Poor risk-adjusted score
PBR,15,23.11,0.186,0.857,0.87,0.038,0.43,933.67,80.53,19.81,24.12,12.91,AVOID - Poor risk-adjusted score
RMBS,15,60.63,0.845,0.748,4.22,0.07,0.0,49.67,65.48,45.36,67.38,12.91,AVOID - Poor risk-adjusted score
MLI,15,52.13,-0.24,0.742,1.2,0.023,0.21,150.8,54.26,38.7,28.32,12.87,AVOID - Poor risk-adjusted score
CPNG,15,45.07,-0.254,0.859,1.18,0.026,0.57,369.93,64.58,38.73,27.86,12.75,AVOID - Poor risk-adjusted score
NOK,15,47.97,-0.177,0.65,0.95,0.02,0.0,270.73,47.52,31.17,24.7,12.69,AVOID - Poor risk-adjusted score
FSS,15,52.56,0.338,0.537,1.99,0.038,0.29,140.8,68.04,28.23,37.94,12.68,AVOID - Poor risk-adjusted score
AMD,15,44.86,0.589,0.761,2.92,0.065,0.14,383.2,69.19,34.15,49.51,12.64,AVOID - Poor risk-adjusted score
WAT,15,45.5,-0.086,0.478,0.54,0.012,0.36,354.53,50.31,21.76,19.45,12.64,AVOID - Poor risk-adjusted score
URI,15,29.36,0.22,0.718,1.12,0.038,0.14,847.33,70.58,21.08,26.37,12.42,AVOID - Poor risk-adjusted score
ORA,15,40.37,-0.137,0.638,0.74,0.018,0.36,537.27,54.45,25.76,21.51,12.36,AVOID - Poor risk-adjusted score
MPW,15,38.03,0.324,0.663,1.72,0.045,0.14,626.47,68.21,25.2,33.64,12.36,AVOID - Poor risk-adjusted score
LI,15,56.92,-0.355,0.885,1.63,0.029,0.57,74.33,65.11,50.37,32.47,12.33,REDUCE - Weakening position
CZR,15,39.17,-0.188,0.772,0.92,0.024,0.14,582.27,53.66,30.24,23.63,12.29,AVOID - Poor risk-adjusted score
MKSI,15,39.38,0.149,0.503,0.9,0.023,0.14,576.27,65.65,19.81,23.33,12.25,AVOID - Poor risk-adjusted score
PTEN,15,37.35,0.14,0.512,0.85,0.023,0.14,648.6,65.94,19.11,22.33,12.09,AVOID - Poor risk-adjusted score
SEIC,15,50.26,-0.265,0.776,1.3,0.026,0.36,197.87,57.82,38.98,27.67,12.03,AVOID - Poor risk-adjusted score
CTRA,15,36.68,0.187,0.558,1.08,0.029,0.14,670.73,66.66,20.47,24.93,11.99,AVOID - Poor risk-adjusted score
PLAY,15,41.14,0.453,0.693,2.35,0.057,0.0,518.47,65.07,28.51,40.08,11.96,AVOID - Poor risk-adjusted score
NIO,15,54.04,0.228,0.436,1.49,0.028,0.14,113.8,43.18,23.57,29.64,11.9,AVOID - Poor risk-adjusted score
JOYY,15,59.91,-0.24,0.626,1.31,0.022,0.14,45.8,49.44,37.49,27.42,11.86,AVOID - Poor risk-adjusted score
GNRC,15,47.93,0.628,0.714,3.21,0.067,0.29,279.13,70.44,34.23,49.92,11.85,AVOID - Poor risk-adjusted score
VTR,15,35.23,-0.19,0.813,0.91,0.026,0.14,713.87,54.67,28.65,22.31,11.68,AVOID - Poor risk-adjusted score
VIPS,15,53.23,-0.267,0.728,1.35,0.025,0.14,127.87,52.15,38.74,27.45,11.68,AVOID - Poor risk-adjusted score
WOLF,15,38.44,0.301,0.61,1.66,0.043,0.0,607.93,63.98,23.45,30.91,11.61,AVOID - Poor risk-adjusted score
BLD,15,43.32,0.241,0.517,1.45,0.033,0.14,440.47,65.01,22.38,28.41,11.6,AVOID - Poor risk-adjusted score
ARCC,15,36.54,-0.097,0.561,0.56,0.015,0.14,678.07,48.15,20.49,18.06,11.59,AVOID - Poor risk-adjusted score
APTV,15,44.8,-0.047,0.365,0.33,0.007,0.14,380.33,43.07,16.37,15.41,11.55,AVOID - Poor risk-adjusted score
SNDR,15,49.21,-0.174,0.584,0.99,0.02,0.14,227.93,48.38,28.75,22.85,11.51,AVOID - Poor risk-adjusted score
ILMN,15,49.71,-0.143,0.517,0.86,0.017,0.57,210.0,55.23,25.72,21.32,11.49,AVOID - Poor risk-adjusted score
TDC,15,40.35,0.116,0.438,0.76,0.019,0.14,539.8,44.11,17.66,20.15,11.46,AVOID - Poor risk-adjusted score
TWLO,15,65.05,-0.206,0.516,1.24,0.019,0.21,18.4,47.86,33.57,25.61,11.43,AVOID - Poor risk-adjusted score
VOD,15,41.77,-0.13,0.566,0.75,0.018,0.14,491.4,48.07,23.66,19.95,11.43,AVOID - Poor risk-adjusted score
AIZ,15,42.95,-0.133,0.56,0.77,0.018,0.14,451.53,47.87,24.05,20.2,11.43,AVOID - Poor risk-adjusted score
CRS,15,59.23,-0.229,0.594,1.28,0.022,0.14,51.0,48.51,35.19,26.08,11.42,AVOID - Poor risk-adjusted score
STX,15,43.29,0.177,0.462,1.13,0.026,0.14,438.53,44.1,19.98,24.14,11.35,AVOID - Poor risk-adjusted score
BBY,15,32.44,0.218,0.617,1.2,0.037,0.14,788.2,67.65,20.0,24.98,11.34,AVOID - Poor risk-adjusted score
VST,15,44.41,-0.162,0.6,0.9,0.02,0.21,395.67,50.27,26.66,21.55,11.34,AVOID - Poor risk-adjusted score
IFF,15,43.13,0.127,0.419,0.85,0.02,0.14,444.6,43.45,18.07,20.84,11.27,AVOID - Poor risk-adjusted score
VICI,15,40.7,-0.087,0.477,0.55,0.013,0.14,526.87,45.83,19.42,17.34,11.22,AVOID - Poor risk-adjusted score
ARWR,15,48.33,0.104,0.36,0.75,0.015,0.36,258.8,46.4,17.4,19.6,11.22,AVOID - Poor risk-adjusted score
BK,15,40.82,-0.209,0.738,1.05,0.026,0.21,523.47,53.86,30.14,22.91,11.17,AVOID - Poor risk-adjusted score
HUM,15,45.56,0.225,0.47,1.42,0.031,0.0,357.13,41.01,21.44,26.9,11.13,AVOID - Poor risk-adjusted score
ZBRA,15,49.04,-0.079,0.388,0.55,0.011,0.14,233.6,43.39,19.04,17.18,11.1,AVOID - Poor risk-adjusted score
QGEN,15,54.22,-0.318,0.78,1.55,0.029,0.14,111.4,53.41,42.32,28.34,11.1,REDUCE - Weakening position
NFLX,15,46.14,-0.127,0.502,0.77,0.017,0.07,330.4,44.82,23.17,19.62,11.07,AVOID - Poor risk-adjusted score
NTAP,15,35.0,0.183,0.54,1.08,0.031,0.14,720.53,65.97,18.89,22.93,11.04,AVOID - Poor risk-adjusted score
SPOT,15,55.18,-0.321,0.774,1.58,0.029,0.29,96.33,56.06,42.69,28.47,11.04,REDUCE - Weakening position
CVE,15,43.83,0.117,0.396,0.8,0.018,0.14,419.87,42.92,17.37,19.84,11.02,AVOID - Poor risk-adjusted score
JKHY,15,38.7,-0.143,0.614,0.79,0.02,0.21,602.07,50.67,23.78,19.69,10.99,AVOID - Poor risk-adjusted score
BRO,15,42.8,0.572,0.701,2.95,0.069,0.14,455.27,67.01,30.03,43.41,10.99,AVOID - Poor risk-adjusted score
BA,15,35.39,0.119,0.472,0.75,0.021,0.29,709.67,47.76,16.71,19.13,10.93,AVOID - Poor risk-adjusted score
HST,15,39.81,0.102,0.41,0.69,0.017,0.29,560.47,46.29,16.33,18.37,10.88,AVOID - Poor risk-adjusted score
ATKR,15,42.45,0.214,0.48,1.33,0.031,0.29,470.13,46.97,20.37,25.34,10.87,AVOID - Poor risk-adjusted score
CRM,15,32.64,-0.084,0.552,0.49,0.015,0.29,779.8,50.78,18.01,16.15,10.87,AVOID - Poor risk-adjusted score
EPR,15,39.49,-0.265,0.863,1.23,0.031,0.29,571.0,58.48,34.07,24.2,10.85,AVOID - Poor risk-adjusted score
